"Translation Info:
#---------------------------
36,2,29,"Yeye ndiye aliyekuumbieni vyote vilivyo katika ardhi, kisha akaelekea kuziumba mbingu, na akazifanya kuwa mbingu saba, naye ndiye ajuaye mno kila kitu.",""
37,2,30,"Na pale Mola wako Mlezi alipowaambia Malaika: 'Hakika Mimi nitamweka katika ardhi Khalifa (mfwatizi)', wakasema: Utaweka humo atakayefanya uharibifu humo na kumwaga damu, hali sisi tunakutakasa kwa sifa zako na tunakutaja kwa utakatifu wako? Akasema: 'Hakika Mimi nayajua msiyoyajua.'",""
38,2,31,"Na akamfundisha Adam majina ya vitu vyote, kisha akaviweka mbele ya Malaika, na akasema: Niambieni majina ya hivi ikiwa nyinyi ni wakweli.",""
39,2,32,"Wakasema: Subhanaka (Wewe umetakasika!) Hatuna elimu isipokuwa yale uliyotufunza Wewe. Hakika Wewe ndiye ajuaye zaidi, Mwenye hekima.",""
40,2,33,"Akasema: 'Ewe Adam! Waambie majina yake.' Basi alipowaambia majina yake alisema: Sikukwambieni kwamba Mimi ninajua siri za mbinguni na za duniani, na ninayajua mnayoyadhihirisha na mliyokuwa mnayaficha?",""
41,2,34,"Na tulipowaambia Malaika: 'Msujudieni Adam', wakamsujudia wote isipokuwa Iblis, alikataa na akajivuna na akawa katika makafiri.",""
42,2,35,"Na tulisema: Ewe Adam! Kaa wewe na mkeo katika Bustani, na kuleni humo maridhawa popote mpendapo, lakini msiukaribie mti huu tu; mkawa katika wale waliodhulumu.",""
43,2,36,"Lakini Shetani aliwatelezesha hao wawili na akawatoa katika waliyokuwamo, na tukasema: Shukeni, nanyi ni maadui nyinyi kwa nyinyi. Katika ardhi yatakuwa makazi yenu na starehe kwa muda.",""
44,2,37,"Kisha Adam akapokea maneno kutoka kwa Mola wake Mlezi, na Mola wake Mlezi akamkubalia toba yake; Hakika Yeye ndiye Mwingi wa kukubali toba, Mwenye kurehemu.",""
45,2,38,"Tukasema: Shukeni nyote kutoka humo; na kama ukikufikieni uongofu utokao kwangu, basi watakaofuata uongofu wangu huo, haitakuwa hofu juu yao wala hawatahuzunika.",""
46,2,39,"Na wenye kukufuru na kuzikanusha ishara zetu, hao ndio watu wa Motoni, wao watadumu humo.",""
47,2,40,"Enyi Wana wa Israili! Kumbukeni neema yangu niliyokuneemesheni, na timizeni agano langu, na Mimi nitatimiza agano lenu, na niogopeni Mimi tu.[1]","[1] “Enyi Wana wa Israili!” Anayekusudiwa na Israili hapa ni Nabii Yaaqub, amani iwe juu yake."
48,2,41,"Na aminini niliyoyateremsha ambayo yanasadikisha mliyo nayo, wala msiwe wa kwanza kuyakataa. Wala msiuze ishara zangu kwa thamani ndogo. Na nicheni Mimi tu.",""
49,2,42,"Wala msichanganye haki na batili, na mkaificha haki nanyi mnajua.",""
50,2,43,"Na shikeni Sala, na toeni Zaka, na inameni pamoja na wanaoinama.",""
51,2,44,"Je, mnawaamrisha watu mema na mnajisahau wenyewe, na hali nyinyi mnasoma Kitabu? Basi je, hamtumii akili?",""
52,2,45,"Na tafuteni msaada kwa kusubiri na kwa kusali; na kwa hakika jambo hilo ni gumu isipokuwa kwa wanyenyekevu.",""
53,2,46,"Ambao wana yakini kuwa hakika watakutana na Mola wao Mlezi na ya kuwa hakika ni wa kurejea kwake.",""
54,2,47,"Enyi Wana wa Israili! Kumbukeni zile neema zangu nilizokuneemesheni, na nikakuboresheni kuliko wote wengineo.",""
55,2,48,"Na icheni Siku ambayo mtu hatamfaa mtu kwa lolote, wala hayatakubaliwa kwake maombezi, wala hakitapokewa kikomboleo kwake; wala hawatanusuriwa.[1]","[1] Aya hii imekanusha huko Akhera mambo ambayo wanadamu wamezoea kuyafanya katika dunia hii wanapopatwa na shida."
56,2,49,"Na (kumbukeni) tulipowaokoa kutoka kwa watu wa Firauni, waliokuwa wakikupeni adhabu mbaya, wakiwachinja wana wenu wa kiume, na wakiwawacha hai wanawake wenu. Na katika hayo kulikuwa na mtihani mkubwa kutoka kwa Mola wenu Mlezi.",""
57,2,50,"Na tulipoipasua bahari kwa ajili yenu na tukakuokoeni, na tukawazamisha watu wa Firauni, na huku mnatazama.",""
58,2,51,"Na tulipomuahidi Musa usiku arubaini, kisha mkamchukua ndama (mkamuabudu) baada yake, na mkawa wenye kudhulumu.",""
59,2,52,"Kisha tukakusameheni baada ya hayo, ili mpate kushukuru.",""
60,2,53,"Na tulipompa Musa Kitabu na pambanuo ili mpate kuongoka.",""
61,2,54,"Na Musa alipowaambia watu wake: Enyi watu wangu! Hakika nyinyi mmezidhulumu nafsi zenu kwa kuchukua kwenu ndama (kumuabudu). Basi tubuni kwa Muumba wenu na ziueni nafsi zenu. Haya ni bora kwenu mbele ya Muumba wenu. Naye akapokea toba yenu. Hakika Yeye ndiye apokeaye toba mno, Mwenye kurehemu zaidi.",""
62,2,55,"Na mliposema: 'Ewe Musa! Hatutakuamini mpaka tumwone Mwenyezi Mungu waziwazi.' Basi ukakunyakueni mpigo wa radi nanyi mnaangalia.",""
63,2,56,"Kisha tukakufufueni baada ya kufa kwenu, ili mpate kushukuru.",""
64,2,57,"Na tukakutilieni kivuli kwa mawingu na tukakuteremshieni Manna na Salwa; tukakwambieni: 'Kuleni katika vitu vizuri hivi tulivyokuruzukuni.' Nao hawakutudhulumu Sisi lakini walikuwa wakizidhulumu nafsi zao.",""
65,2,58,"Na tuliposema: Ingieni mji huu, na humo mle mpendapo maridhawa, na ingieni katika mlango wake kwa unyenyekevu, na semeni: 'Tusamehe!' Tutakusameheni makosa yenu, na tutawazidishia wema wafanyao wema.",""
66,2,59,"Lakini waliodhulumu waliibadili kauli isiyokuwa waliyoambiwa. Kwa hivyo tukaiteremsha juu ya wale waliodhulumu adhabu kutoka mbinguni kwa sababu ya walivyokuwa wakivuka mipaka.",""
67,2,60,"Na Musa alipoomba maji kwa ajili ya watu wake, tukamwambia: 'Lipige jiwe kwa fimbo yako.' Mara zikatimbuka chemichemi kumi na mbili; kila kabila likajua mahali pake pa kunywea. Tukawaambia: Kuleni na mnywe katika riziki ya Mwenyezi Mungu, wala msiasi katika nchi mkafanya uharibifu.",""
68,2,61,"Na mliposema: 'Ewe Musa! Hatuwezi kuvumilia chakula cha namna moja tu. Basi tuombee kwa Mola wako Mlezi atutolee vile vinavyomea katika Ardhi, kama mboga zake, na matango yake, na vitunguu saumu vyake, na adesi zake, na vitunguu maji vyake.' Akasema: ""Mnabadili kilicho duni kwa kilicho bora? Shukeni mjini, huko mtapata mlivyoviomba."" Na wakapigwa na unyonge, na umasikini, na wakastahili ghadhabu ya Mwenyezi Mungu. Na haya ni kwa sababu walikuwa wakiyakufuru maneno ya Mwenyezi Mungu, na wakiwauwa Manabii pasipo haki. Hayo ni kwa walivyoasi na wakapindukia mipaka.",""
69,2,62,"Hakika Walioamini, na Mayahudi na Wakristo, na Wasabai; yeyote atakayemuamini Mwenyezi Mungu na Siku ya Mwisho na akatenda mema, basi watapata malipo yao kwa Mola wao Mlezi, wala haitakuwa hofu juu yao, wala hawatahuzunika.[1]","[1] Hii ilikuwa hukumu yao kabla ya utume wa Muhammad - rehema na amani za Mwenyezi Mungu ziwe juu yake. Na aya hii ilitajwa hapa kwa sababu Mwenyezi Mungu alipowakashifu wana wa Israili kwa dhambi zao, na maovu yao, huenda iliingia katika nafsi za baadhi yao kwamba sio wote waliyafanya hayo. Kwa hivyo, aya hii ikawaondoa wale ambao hawakuhusika katika kashfa hiyo."
70,2,63,"Na tulipochukua agano lenu, na tukaunyanyua mlima juu yenu (tukakwambieni): Shikeni kwa nguvu haya tuliyokupeni, na yakumbukeni yaliyomo ndani yake ili mpate kuokoka.",""
71,2,64,"Kisha mligeuka baada ya haya. Na lau kuwa si fadhila za Mwenyezi Mungu juu yenu na rehema zake, mngelikuwa miongoni mwa wenye kupata hasara.",""
72,2,65,"Na hakika mlikwishayajua ya wale miongoni mwenu waliopindukia mipaka kuhusu Sabato (siku ya Jumamosi) na tukawaambia: Kuweni manyani mliodhalilika.",""
73,2,66,"Kwa hivyo tukayafanya hayo kuwa onyo kwa wale waliokuwa katika zama zao na waliokuja baada yao, na mawaidha kwa wacha Mungu.",""
74,2,67,"Na Musa alipowaambia watu wake: Hakika Mwenyezi Mungu anakuamrisheni mchinje ng'ombe. Wakasema: Je! Unatufanyia mzaha? Akasema: ""A'udhu billah (Najikinga kwa Mwenyezi Mungu) nisiwe miongoni mwa wajinga.""",""
75,2,68,"Wakasema: Tuombee kwa Mola wako Mlezi atupambanulie ni ng'ombe gani? Akasema: Hakika Yeye anasema kwamba ng'ombe huyo si mpevu, wala si kinda, bali ni wa katikati baina ya hao. Basi fanyeni mnavyoamrishwa.",""
76,2,69,"Wakasema: Tuombee kwa Mola wako Mlezi atupambanulie ni ipi rangi yake? Akasema: Yeye anasema kuwa ng'ombe huyo ni wa manjano, na rangi yake imekoza, huwapendeza wanaomtazama.",""
77,2,70,"Wakasema: Tuombee kwa Mola wako Mlezi atupambanulie ni yupi? Hakika tunaona ng'ombe wamefanana. Na kwa yakini, In sha Allah (Mwenyezi Mungu akipenda), tutaongoka.",""
78,2,71,"Akasema: Yeye anasema kuwa huyo ni ng'ombe asiyetiwa kazini kulima Ardhi wala kumwagia maji kwenye mimea, mzima, hana baka. Wakasema: Sasa umeleta (jambo la) haki. Basi wakamchinja, na walikaribia kuwa wasifanye hayo.",""
79,2,72,"Na mlipomuua mtu, kisha mkahitilafiana kwayo, na Mwenyezi Mungu ni mwenye kuyatoa hayo mliyokuwa mkiyaficha.",""
80,2,73,"Tukasema: Mpigeni (mtu huyo) kwa kipande chake (huyo ng'ombe). Ndivyo hivi Mwenyezi Mungu huwahuisha wafu; na anakuonyesheni ishara zake ili mpate kufahamu.",""
81,2,74,"Kisha nyoyo zenu zikawa ngumu baada ya hayo, hata zikawa kama mawe au ngumu zaidi; kwani kuna mawe yanayotimbuka mito, na kuna mengine yanayopasuka yakatoka maji ndani yake, na kuna mengine huanguka kwa sababu ya kumhofu Mwenyezi Mungu. Na Mwenyezi Mungu si mwenye kughafilika mbali na mnayoyafanya.",""
82,2,75,"Mnatumai watakuaminini na hali baadhi yao walikuwa wakisikia maneno ya Mwenyezi Mungu, kisha wanayabadili baada ya kuwa wameyafahamu, na hali wanajua?",""
83,2,76,"Na wanapokutana na wale walioamini, husema: 'Tumeamini.' Na wanapokuwa peke yao, wao kwa wao, husema: Mnawaambia aliyokufunulieni Mwenyezi Mungu ili wapate kukuhojini kwayo mbele ya Mola wenu Mlezi? Kwani hamfahamu nyinyi?",""
84,2,77,"Kwani hawajui ya kwamba Mwenyezi Mungu anayajua wanayoyaficha na wanayoyaweka wazi?",""
85,2,78,"Na wamo miongoni mwao wasiojua kusoma; hawakijui Kitabu isipokuwa uongo wanaoutamani, nao hawana ila ni kudhania tu.",""
86,2,79,"Basi ole wao wanaoandika kitabu kwa mikono yao, kisha wakasema: 'Hiki kimetoka kwa Mwenyezi Mungu', ili wanunue kwacho thamani ndogo. Basi ole wao kwa yale iliyoyaandika mikono yao, na ole wao kwa yale wanayoyachuma.",""
87,2,80,"Na walisema: Hautatugusa Moto ila kwa siku chache tu. Sema: Mmechukua agano kwa Mwenyezi Mungu? Kwa hivyo Mwenyezi Mungu hatakwenda kinyume na agano lake. Au mnamsingizia Mwenyezi Mungu mambo msiyoyajua?",""
88,2,81,"Ndiyo, anayechuma ubaya - na makosa yake yakamzingira, hao ndio watu wa Motoni; humo watadumu.",""
89,2,82,"Na wale walioamini na wakatenda mema, hao ndio watu wa Bustanini, humo watadumu.",""
90,2,83,"Na tulipofunga agano na Wana wa Israili: 'Hamtamuabudu yeyote ila Mwenyezi Mungu; na muwafanyie wema wazazi na jamaa na mayatima na masikini, na semeni na watu kwa wema, na shikeni Sala, na toeni Zaka.' Kisha mkageuka isipokuwa wachache tu katika nyinyi; na nyinyi mnapuuza.",""
91,2,84,"Na tulipochukua agano lenu kuwa hamtamwaga damu zenu, wala hamtatoana majumbani mwenu; nanyi mkakubali, nanyi mnashuhudia.",""
92,2,85,"Kisha nyinyi kwa nyinyi mnauwana, na mnawatoa baadhi yenu majumbani mwao, mkisaidiana (na adui zao) dhidi yao kwa dhambi na uadui. Na wakikujieni wakiwa mateka, mnawakomboa, na hali mlikatazwa kuwatoa. Je, mnaamini baadhi ya Kitabu na mnamkufuru baadhi yake? Basi ni yapi malipo ya mwenye kutenda hayo miongoni mwenu ila aibu katika maisha ya duniani, na Siku ya Kiyama watapelekwa kwenye adhabu kali kabisa. Na Mwenyezi Mungu si mwenye kughafilika mbali na yale mnayoyatenda.",""
93,2,86,"Hao ndio walionunua uhai wa dunia kwa (uhai wa) Akhera. Kwa hivyo, hawatapunguziwa adhabu, wala hawatanusuriwa.",""
94,2,87,"Na hakika tulimpa Musa Kitabu na tukafuatisha baada yake Mitume wengine. Na tukampa Isa, mwana wa Mariamu hoja zilizo wazi, na tukamtia nguvu kwa Roho Mtakatifu. Basi kila walipokufikieni Mitume kwa yale ambayo hayapendwi na nafsi zenu, mlijivuna; wengine mkawakanusha, na wengine mkawauwa.",""
95,2,88,"Na walisema: 'Nyoyo zetu zimefunikwa.' Bali Mwenyezi Mungu amewalaani kwa kufuru zao; kwa hivyo ni kidogo tu wanayoyaamini.",""
96,2,89,"Na kilipowajia Kitabu kitokacho kwa Mwenyezi Mungu kinachothibitisha waliyo nayo - na wao walikuwa wakiomba ushindi kuwashinda makafiri - yalipowajia yale waliyokuwa wakiyajua, waliyakanusha. Basi laana ya Mwenyezi Mungu iko juu ya makafiri!",""
97,2,90,"Kiovu kweli walichoziuzia nafsi zao, nacho ni kule kukataa kwao aliyoyateremsha Mwenyezi Mungu, kwa sababu ya kuona haya kwa kuwa Mwenyezi Mungu humteremshia fadhila yake amtakaye miongoni mwa waja wake. Basi wamejiletea wenyewe ghadhabu juu ya ghadhabu. Na makafiri watapata mateso ya kudhalilisha.",""
98,2,91,"Na wanapoambiwa: Yaaminini aliyoyateremsha Mwenyezi Mungu. Wao husema: 'Tunaamini tuliyoteremshiwa sisi.' Na huyakataa yasiyokuwa hayo. Na hali ya kuwa hii ndiyo haki inayothibitisha yale waliyo nayo wao. Sema: Mbona mliwauwa Manabii wa Mwenyezi Mungu hapo zamani ikiwa kweli mlikuwa Waumini?",""
99,2,92,"Na alikujieni Musa na hoja zilizo wazi, kisha mkamchukua ndama (kumuabudu) baada yake, na mkawa wenye kudhulumu.",""
100,2,93,"Na tulipochukua agano lenu na tukauinua mlima juu yenu (tukakwambieni): Kamateni kwa nguvu haya tuliyokupeni na sikieni. Wakasema: 'Tumesikia na tumeasi!' Na wakanyweshwa nyoyoni mwao (imani ya) ndama kwa kufuru yao. Sema: Ni uovu mno iliyokuamrisheni imani yenu ikiwa nyinyi ni waumini.",""
101,2,94,"Sema: Ikiwa ile nyumba ya Akhera iliyoko kwa Mwenyezi Mungu ni yenu tu bila ya watu wengine, basi tamanini mauti kama nyinyi ni wakweli.",""
102,2,95,"Wala hawatayatamani kamwe; kwa sababu ya yale mikono yao ilitanguliza. Na Mwenyezi Mungu ni mwenye kuwajua vyema wanaodhulumu.",""
103,2,96,"Na hakika utawapata ni wenye pupa ya kuishi kuwashinda watu wote, na kuliko washirikina. Mmoja wao anatamani lau angelipewa umri wa miaka elfu. Wala hilo (la kuzidishiwa umri) haliwezi kumweka mbali na adhabu, ili apewe umri mrefu. Na Mwenyezi Mungu anayaona vyema wanayoyatenda.",""
104,2,97,"Sema: Aliyekuwa ni adui wa Jibril, basi huyo ndiye aliyeiteremsha Qur'ani moyoni mwako kwa idhini ya Mwenyezi Mungu, inayothibitisha yaliyokuwa kabla yake, na ni uongofu na bishara njema kwa Waumini.",""
105,2,98,"Aliyekuwa adui wa Mwenyezi Mungu na Malaika wake na Mitume wake na Jibril na Mikail, basi hakika Mwenyezi Mungu ni adui wa makafiri.",""
106,2,99,"Hakika tumekuteremshia ishara zilizo wazi na hapana anayezikufuru isipokuwa wenye kupindukia mipaka (wapotovu).",""
107,2,100,"Kwani kila wanapofunga agano, huwapo kikundi miongoni mwao kinalivunja? Bali wengi wao hawaamini.",""
108,2,101,"Na alipowajia Mtume kutoka kwa Mwenyezi Mungu, mwenye kuthibitisha yale waliyo nayo, kundi moja miongoni mwa wale waliopewa Kitabu lilitupa Kitabu cha Mwenyezi Mungu hicho nyuma ya migongo yao kama kwamba hawajui.",""
109,2,102,"Na wakafuata yale waliyosoma mashetani katika ufalme wa Suleiman. Na wala Suleiman hakukufuru, bali mashetani ndio waliokufuru, wakiwafundisha watu uchawi, na yaliyoteremshwa kwa wale Malaika wawili, Haarut na Maarut huko Baabil. Wala hao hawakumfundisha yeyote mpaka wamwambie: 'Hakika sisi ni mtihani; basi usikufuru.' Wakajifunza kwa hao wawili yale ya kumtenganisha mtu na mkewe. Wala hawawezi kumdhuru mtu ila kwa kutaka kwa Mwenyezi Mungu. Na wanajifunza yenye kuwadhuru wala hayawanufaishi. Na hakika, walikwishajua kwamba mwenye kuununua (uchawi), hatakuwa na fungu lolote katika Akhera. Na hakika ni kiovu mno walichouza kwacho nafsi zao, laiti wangelikuwa wanajua.",""
110,2,103,"Na lau kuwa wangeamini na wakamcha Mungu, bila ya shaka malipo yatokayo kwa Mwenyezi Mungu yangekuwa bora. Laiti wangelikuwa wanajua!",""
111,2,104,"Enyi mlioamini! Msiseme: ""Raa'ina"", na semeni: ""Ndhurna"". Na sikieni! Na makafiri watapata adhabu chungu.[1]","[1] Neno “ra’ina"" linalomaanisha ""tutunze hali zetu"". Lakini kwa lugha ya mayahudi linamaanisha ugumu. Basi Mwenyezi Mungu akakataza neno hili ili kuufunga mlango huu, na akawaamrisha waja wake waseme badala yake: “Undhurna"" yaani ""Tutazame, tutunze.” kwa Waarabu na Mayahudi."
112,2,105,"Waliokufuru miongoni mwa watu wa Kitabu na washirikina hawapendi mteremshiwe heri yoyote kutoka kwa Mola wenu Mlezi. Na Mwenyezi Mungu humteuwa amtakaye kumpa rehema yake. Na Mwenyezi Mungu ni mwenye fadhila kubwa.",""
113,2,106,"Ishara yoyote tunayoifuta au tunayoisahaulisha, tunaileta iliyo bora kuliko hiyo, au iliyo mfano wake. Je, hujui kwamba Mwenyezi Mungu ni Muweza mno wa kila kitu?",""
114,2,107,"Je, hujui kwamba Mwenyezi Mungu ana ufalme wa Mbingu na Ardhi? Nanyi hamna mlinzi wala msaidizi isipokuwa Mwenyezi Mungu.",""
115,2,108,"Au mnataka kumuuliza Mtume wenu kama alivyoulizwa Musa zamani? Na anayebadilisha Imani kwa ukafiri, bila ya shaka, huyo ameipotea njia iliyo sawa.",""
116,2,109,"Wengi miongoni mwa watu wa Kitabu wanapenda lau wangekurudisheni nyinyi muwe makafiri baada ya kuamini kwenu, kwa sababu ya uhasidi uliomo ndani ya nafsi zao, baada ya kwishawapambanukia haki. Basi sameheni na tupilieni mbali mpaka Mwenyezi Mungu atakapoleta amri yake. Hakika Mwenyezi Mungu ni Muweza mno wa kila kitu.",""
117,2,110,"Na simamisheni Swala na toeni Zaka; na heri mtakazozitangulizia nafsi zenu, mtazikuta kwa Mwenyezi Mungu. Hakika Mwenyezi Mungu anayaona vyema mnayoyafanya.",""
118,2,111,"Na walisema: 'Hataingia Peponi ila Myahudi au Mkristo.' Hayo ni matamanio yao. Sema: Leteni ushahidi wenu kama nyinyi ni wakweli.",""
119,2,112,"Sivyo hivyo! Yeyote anayeelekeza uso wake kwa Mwenyezi Mungu, naye ni mtenda mema, basi ana malipo yake kwa Mola wake Mlezi; wala haitakuwa hofu juu yao wala hawatahuzunika.",""
120,2,113,"Na Mayahudi husema: Wakristo hawana lao jambo (wanalolifuata). Na Wakristo husema: Mayahudi hawana lao jambo (wanalolifuata). Na ilhali wote wanasoma Kitabu kicho hicho (Biblia). Na kadhaalika walisema wale wasiojua kitu mfano wa kauli yao hii. Basi Mwenyezi Mungu atahukumu baina yao Siku ya Kiyama katika yale waliyokuwa wakihitilafiana.",""
121,2,114,"Na ni nani dhalimu mkubwa kuliko yule anayezuia misikiti ya Mwenyezi Mungu kutajwa ndani yake jina lake, na akajitahidi kuiharibu? (Watu) hao haitawafalia kuingia humo isipokuwa kwa hofu. Duniani watapata hizaya (aibu kubwa maishani), na Akhera watapata adhabu kubwa.",""
122,2,115,"Na mashariki na magharibi ni za Mwenyezi Mungu. Kwa hivyo, kokote mnakoelekea, huko upo uso wa Mwenyezi Mungu. Hakika Mwenyezi Mungu ni Mwenye wasaa, Mwenye kujua mno.",""
123,2,116,"Na ati wanasema: 'Mwenyezi Mungu ana mwana.' Subhanahu (ametakasika mbali na hayo!) Bali vyote vilivyomo mbinguni na duniani ni vyake. Vyote vinamdhalilikia Yeye kwa hofu.",""
