"Translation Info:
#---------------------------
8,2,1,"Alif, Laam, Miim [1][2]","[1] harfiiwwan maqaan waamamtu tana tan jalqaba suuraawwaniitti argamtu hundaa hiikkaa isii Rabbumaatu beeka jedhanii isatti irkisuu barbaachisa. (ibnu kasiir).
[2] suuraan baqaraa tuni fadhlii yookaa sadarkaa guddaa qabdi, san keessaa hadiisatti ""suuraan baqaraatiifii aala imraan guyyaa qiyaamaa dhuftee saahiba isiirraa deebisaa gooti"" jedhan."
9,2,2,"Kitaabni kuni [Rabbiin biraa ta’uu isaa keessatti] mamiin isa keessa hin jirreedha; warra Rabbiin sodaataniif qajeelfama.",""
10,2,3,"Isaannan ""Ghaybitti"" (wantoota miiraan hin dhaqqabamnetti) amanan, kan salaata sirnaan salaataniifi waan Nuti isaaniif arjoomne irraa kennataniidha.",""
11,2,4,"Ammas isaan warra waan gara keetti buufameefi waan si dura buufametti amananiifi isaan Aakhiraa dhugoomsaniidha.",""
12,2,5,"Warri sun qajeelfama Rabbii isaanii biraa ta’e irra jiru. Ammas warri sun isaanumatu milkaawoodha.",""
13,2,6,"Dhugumatti, isaannan kafaran isaan akeekkachiiftes isaan akeekkachiisuu baattes [lamaanuu] isaan irratti wal qixa; hin amanan.",""
14,2,7,"Rabbiin onneewwan isaaniirrattiifi dhageettuu isaanii irratti cufe; agartuu isaanii irras haguuggiitu jira. Isaaniif azaaba guddaatu jira.",""
15,2,8,"Namoota irraa nama ""Rabbiifi Guyyaa Aakhiraatti amanne"" jedhutu jira. ammoo isaan warra amanee miti.",""
16,2,9,"Rabbiifi warra amanan gowwoomsan [isaanitti fakkaata]; garuu lubbuu isaanii malee homaa hin gowwoomsanu. ammoo hinbeekan.",""
17,2,10,"Onneewwan isaanii keessa dhukkuba [shakkiifi nifaaqaatu] jira. Rabbiinis dhukkuba isaaniif dabale. Waan kijibaa turaniif jechas adabbii laalessaa ta’etu isaaniif jira.",""
18,2,11,"Yeroo ""Dachii keessatti badii hin raawwatinaa"" isaaniin jedhame ""nuti warra tolchu qofa"" jedhan.",""
19,2,12,"Dhagayaa! Dhugumatti isaan isaanumatu warra badiiti. Garuu [haala gadhee isaanii kana] hin beekanu.",""
20,2,13,"Yeroo ""akka namoonni amananitti amanaa"" isaaniin jedhame ""sila nuti akka warri gowwaan amananitti amannaa?"" jedhu. Dhagayaa! dhugumatti isaan isaanumatu gowwoota Garuu isaan hin beekan.",""
21,2,14,"Yeroo warra amanan qunnaman ""nuti amanneerra"" jedhuYeroo sheyxaanota (hoggantoota) isaanii waliin kophaa ba’an immoo "" nuti isin waliin jirra; dhugumatti nuti isaanitti qishnuma (qoosaa) godhuuf [akkas goone]"" jedhu.",""
22,2,15,"Rabbiin [mindaa qishnaa isaaniitiif] isaanitti qishnaa godha; jallina isaanii keessatti isaan dhiisa odoo isaan dhama’anuu .",""
23,2,16,"Isaan warra jallina qajeelumaan bitataniidha. Daldalli isaaniis bu’aa dhabe. Isaanis warra qajeelan hin turre.",""
24,2,17,"Fakkeenyi isaanii akka fakkii isa ibidda qabsiifatee, yeroma isheen waan naannoo isaa ibsitu Rabbiin ifaa isaanii adeemsisee dukkana keessatti haala hin argineen isaan dhiiseeti",""
25,2,18,"[Isaan] duudaa, arraba qabamaafi jaamaadha. Kanaafuu [gara karaa qajeelaa] hin deebi’anu.",""
26,2,19,"Yookiin akka rooba cimaa samii irraa ta’ee kan isa keessa dukkanoonni, mandiisuufi hangaasuun jirtu, bakakkaa irraa quba gurra isaanii keessa kaa’atu, du'a sodaaf. Rabbiin kaafirootatti marsaadha.",""
27,2,20,"Calanqichi ija isaanii butuutti dhiyaata. Dhawaata isaaniif ifuun isa keessa deemu, Yeroo isaan irratti dukkanaa’e immoo ni dhaabatu. Rabbiin odoo fedhee dhageettiifi agartuu isaanii ni deemsisa ture. Dhugumatti, Rabbiin waan hunda irratti danda’aadha.",""
28,2,21,"Isin Yaa namootaa! gooftaa keessan isa isiniifi warra isiniin duraa uume qofa gabbaraa! Akka Rabbiin sodaattaniif jecha.",""
29,2,22,"[Rabbiin] Isa dachii afata, samii immoo ijaarsa (gubbaa) isiniif taasisee, kan samii irraa bishaan buusee, ergasii isaan fuduraa irraa soorata isiniif baaseedha. Kanaafuu odoo [kan gabbaramuun malu Rabbiin qofa ta’uu] beektanuu Rabbiif shariikota hin godhinaa.",""
30,2,23,"Yoo waan Nuti gabricha keenya irratti buufne (Qur’aana) irraa mamii keessatti taatan, suuraa akka isaa [tokko] fidaatii ragoota (gargaartotaafi deeggartoota) keessan kan Rabbiin ala jiranis waamadhaa.yoo kan dhugaa dubbattan taatan.",""
31,2,24,"Yoo [amma] hin dalagin; fuuldurattis hin dalagdanu; kanaafuu ibidda qabsiisaan ishee namaafi dhagaa ta’e kan kaafirootaaf qopheeffamte sodaadhaa.",""
32,2,25,"Isaan amananii, gaggaarii hojjatan, jannatoonni laggeen jala ishee yaatu isaaniif jira jechuun [isaan] gammachiisi. Dhawaatuma firii ishee irraa sooramaniin ""kun soorata kana dura sooramneedha"" jedhu. Wal fakkaataa ta'ee isaaniif kenname. Isaaniif ishee keessa haadholeen manaa qulqulleeffaman jiru. Isaan ishee keessatti hafoodha.",""
33,2,26,"Dhugumatti Rabbiin bookees taatee waan ishee irra guddaa (yookiin xiqqaa) fakkeenya taasisuu hin saalfatu. Warri amanan akka inni dhugaa Gooftaa isaanii irraa ta’e ni beeku. Isaan kafaran immoo ""Rabbiin fakkeenya kanatti maal fedhe?"" jedhu. [Rabbiin] kanaan (namoota) baay’ee jallisee, (namoota) baay’ees qajeelcha. Finciltoota malees (kan biraa) ittiin hin jallisu.",""
34,2,27,"[Isaan] warra waadaa Rabbii erga kakuun jabeessanii booda diiganii, waan (firummaa) Rabbiin fufamuu isaatti ajaje muranii, dachii keessatti badii raawwataniidha. Warri sun hoonga’oon isaanuma.",""
35,2,28,"Sila akkamitti Rabbitti kafartan? ka isinii du’oo turtan isin jiraachisee, ergasii isin ajjeesee, ergasii isin jiraachisu. ergasii gara Isaatti kan deebifamtan.",""
36,2,29,"Inni (Rabbiin) Isa waan dachii keessa jiru hunda isiniif uumee, ergasii gara samii ol ta’ee, samii torba isaan taasiseedha. Inni waan hunda akkaan beekaadha.",""
37,2,30,"Yeroo Gooftaan kee malaa’ikootaan ""dhugumatti, Ani (ilmaan namaa) dachii keessatti bakka bu’aa (khaliifaa) taasisuufan jira"" jedhes [yaadadhu]. Isaanis ni jedhan: ""Sila namoota ishee (dachii) keessatti badii dalagan, kan dhiiga (walii) dhangalaasan ishee keessatti taasiftaa?"" odoo nuti galata keetiin si faarsinuufi si qulqulleessinuu"". [Innis] ni jedhe: ""Dhugumatti, Ani akkaan beekaa waan isin hin beekneti.""",""
38,2,31,"Aadamiin maqoota hundaa isii isa barsiise. Ergasii malaa’ikoota irra isaan fideetiin ""yoo kan dhugaa dubbattan taataniif maqoota wantoota kanneenii naaf odeessaa” jedhe",""
39,2,32,"[Malaa’ikoonnis] ni jedhan: ""Ati qulqulloofte. Nu waan Ati nu barsiifte malee beekumsa hin qabnu; dhugumatti, Ati Simatu akkaan beekaa ogeessa.""",""
40,2,33,"[Rabbiin] ni jedhe: ""Yaa Aadam! maqoota isaanii isaanitti himi."" Yeroma inni maqoota isaanii isaanitti himu [Rabbiin] ni jedhe: ""Sila Ani akkaan beekaa wantoota fagoo kan samiifi dachiiti; ammas Ani akkaan beekaa waan isin ifa taasiftaniifi waan isin dhoksaa turtaniiti’ isiniin hin jennee?""",""
41,2,34,"Yeroo Nuti malaa’ikootaan ""Aadamiif sujuuda godhaa"" jenne [yaadadhu]. Ibliis malee Isaan sujuuda godhan; [Inni] ni dide; ni boones, Kaafiroota irraa ta’e.",""
42,2,35,"Ni jennes: ""Yaa Aadam! Atiifi haati manaa kee jannata keessa jiraadhaa. Ishee irraa bal'oo haala taateen iddoo feetanii nyaadhaa. Mukattii tanatti immoo hin dhiyaatinaa, Yoos miidhaa hojjattoota irraa taatu.""",""
43,2,36,"Shayxaannis ishee (jannata) irraa isaan mucucaachise. Waan isaan isa keessa turan irraas isaan baase. Nutis ni jenne: ""gariin keessan gariif diina ta’aa gadi bu’aa. Isiniifis dachii keessa iddoo jireenyaatiifi waan itti fayyadamtan kan yeroo murtaa’eetu jira.""",""
44,2,37,"Aadamis Gooftaa isaa irraa jechoota fudhatee, sana booda [Rabbiin] dhiifama isaaf godhe. Dhugumatti, Inni (Rabbiin) Isatu akkaan tawbaa qeebalaa, akkaan rahmata godhaadha.",""
45,2,38,"Nuti ni jenne: ""Hundi keessanuu ishee (jannata) irraa gadi bu’aa. Ergasii yoo Ana irraa qajeelfamni isiniif dhufe, namni qajeelfama kiyya hordofe, sodaan isaan irra hin jiru; isaan hin gaddanus.""",""
46,2,39,"Warri kafaranii aayatoota keenya kijibsiisan, isaan sun warra ibiddaati, Isaan ishee keessatti hafoodha.",""
47,2,40,"Yaa Ilmaan Israa’iil! qananii tiyya tan Ani ittiin isin qanansiise yaadadhaa. Waadaa kiyyas guutaa; Anis waadaa keessan nan guuta. Ana qofa sodaadhaa!",""
48,2,41,"Waan Ani buuse kan mirkaneessaa waan isin bira jiruu (Tawraatiifi Injiil) ta’etti amanaa. Jalqaba warra isatti kafaruu hin ta’inaa. aayatoota kiyyaan maallaqa xiqqaa hin bitatinaa. Ana qofa sodaadhaa.",""
49,2,42,"Dhugaa sobaan [walitti] hin makinaa; osoo beeytanuu haqa hin dhoksinaas.",""
50,2,43,"Salaata seeraan salaataa; zakaas kennaa; warra rukuu’a godhan wajjinis rukuu’a godhaa.",""
51,2,44,"Sila gaariitti nama ajajaa lubbuu keessan dagattanii! odoo kitaaba dubbiftanuu. hin xiinxaltanii!",""
52,2,45,"Obsaafi salaataan gargaarsa barbaadaa. Dhugumatti, isheen warra [Rabbiin] sodaatan irratti malee ulfaattuudha.",""
53,2,46,"[Isaan] warra Gooftaa isaanii qunnamuufi gara Isaatti deebi’uu mirkaneeffataniidha.",""
54,2,47,"Yaa Ilmaan Israa’iil! qananii tiyya kan Ani isiniin qananiise yaadadhaa. ani aalama hunda irra isin caalchiseera.",""
55,2,48,"Guyyaa lubbuun [takka] lubbuu (biraa) homaa hin fayyadne, kan jaarsummaan (araarsi) ishee irraa hin fudhatamneefi gumaanis ishee irraa hin fuudhamne, kan isaanis hin tumsamne san sodaadhaa.",""
56,2,49,"Ammas yeroo Nuti ummata fir’awn jalaa nagaya isin baafne san (yaadadhaa). kan hamtuu adabbii isin dhandhamsiisaa turan, kan ilmaan dhiiraa keessan gorra’aniifi dubartoota keessan dhiisan.Sana keessa balaa guddaa Gooftaa keessan irraa ta’etu jira.",""
57,2,50,"Yeroo bahra isiniif addaan baqaysine, ergasii nagaya isin baafnee, ummata fir’awnaa odoo isin argitanuu bishaaniin dhidhimsine sanis [yaadadhaa].",""
58,2,51,"Yeroo Muusaaf halkan afurtama beellamne [yaadadhaa]. Ergasii isin isa boodaa jibicha [gabbaramaa] taasifattanii warra of miidhe taatan .",""
59,2,52,"Ergasii sana booda dhiifama isiniif goone akka isin (Rabbi) galateeffataniif jecha .",""
60,2,53,"|Yeroo Muusaaf kitaaba (Tawraatii)fi seera adda babaasaa dhugaafi kijibaa akka isin qajeeltaniif jecha kennines [yaadadhaa].",""
61,2,54,"Yeroo Muusaan ummata isaatiin jedhes [yaadadhaa] ""yaa ummata kiyya! isin mirgoo [gabbaramaa] taasifachuun lubbuu keessan miitanii jirtan. Kanaaf gara [Rabbii] isin uumeetti deebi’aa, Lubbuu teessanis ajjeesaa, Sanatu Uumaa keessan biratti isiniif caala"" (yaadadhaa). Ergasii [Rabbiin] dhiifama isinii godhe (tawbaa keessan qeebale) Dhugumatti, Inni akkaan tawbaa qeebalaa akkaan rahmata godhaadha.",""
62,2,55,"Yeroo isin ""yaa Muusaa! nuti hanga Rabbiin ifatti arginutti siif hin amannu"" jettanii odoo isin argitanuu duuti isin qabattes [yaadadhaa].",""
63,2,56,"Ergasii du’a keessan booda isin kaafne akka isin (Rabbi) galateeffattaniif jecha.",""
64,2,57,"Duumessa isin irratti gaaddiseessine. Manniifi (waan akka dayma adii) Salwiis (simbira xixiqqoo) isin irratti buufne, ""Wantoota gaggaarii Nuti isiniif kennine irraa nyaadhaa"" (isiniin jenne) Isaanis homaa nu hin miine; garuu lubbuulee isaanii kan miidhan turan",""
65,2,58,"Yeroo Nuti ""magaalattii tana seenaa; ishee irraas iddoo feetanii [nyaata] bal’aa nyaadhaa, Balbalichas sujuudaa seenaa""[Kadhaan keenyas badiin] nurraa harca'uudha"" jedhaa, badii keessan isiniif araaramna, Warra toltuu hojjataniif [mindaa] dabaluuf jirra"" jennes [yaadadhaa].",""
66,2,59,"Warri miidhaa hojjatan [jecha isaaniin jedhame] jecha isa isaaniin hin jedhaminitti jijjiiran. warra miidhaa hojjatan irratti azaaba samii irraa ta'e buufne, Waan isaan fincilaa turaniif jecha .",""
67,2,60,"Yeroo Muusaan ummata isaatiif dhugaatii (bishaan) barbaadee achumaan Nutis ""ulee teetiin dhagicha dhayi"" jenneen,[yaadadhaa] (innis nidhayee) achumaan burqituun kudha lama isarraa maddite, Namoonni hundi iddoo irraa dhugan beekanii jiru ""hiree Rabbii irraa nyaadhaa, dhugaa; Dachii keessas badii hin babal’isinaa"" [jenneen].",""
68,2,61,"Yeroo ""Yaa Muusaa! nuti nyaata tokko irratti hin obsinuu, Gooftaa kee nuuf kadhu akka waan dachiin biqilchitu irraa, kudraa ishee irraa, dabaaqula ishee irraas, qamadii ishee irraas, misira ishee irraas, shunkurtii ishee irraas nuuf baasu "" jettanis [yaadadhaa]. (Muusaanis) ni jedhe: ""Sila isin isa gadi aanaa ta’etti isa caalaa ta’e jijjiirrattuu? Gara magaalaa gadi bu’aa; wanti gaafattan isiniif jira."" Salphinaafi hiyyummaan isaan irratti haguugamtee, dallansuu Rabbi irraa ta’een deebi’an, Kun waan isaan aayatoota Rabbiitti kafaraa, nabiyyootas haqaan ala ajjeesaa turaniifi. Kun waan isaan fincilaa, daangaas dabraa turaniif.",""
69,2,62,"Dhugumatti warri amanan, isaan yahuudoman, kiristaanonniifi saabi’oonni (isaan warra maleeykaa yookaa urjii gabbaru) [isaan irraa] namni Rabbiifi Guyyaa Aakhiraatti amanee toltuus hojjate, isaaniif mindaan Gooftaa isaanii biratti tahee jira. Sodaanis isaan irra hin jiru; Isaanis hin gaddanu.",""
70,2,63,"[Yaa ilmaan Israa’iil!] Yeroo Nuti waadaa keessan qabanneefi [gaara] Xuuris isin gubbaatti ol kaafnee ""waan Nuti isiniif kennine cimsaa qabadhaa, Akka Rabbiin sodaattaniif waan isa keessa jirus yaadadhaa’ isiniin jenne [yaadadhaa].",""
71,2,64,"Ergasii sana booda gara galtan, Odoo tolli Rabbiitiifi rahmanni Isaa isin irra jiraachuu baatee, silaa isin warra hoongaye irraa taatu.",""
72,2,65,"Dhugumatti isin warra isin irraa [dhimma] Sanbataa keessatti daangaa dabranii, ""isin jaldeeyyii salphattoota ta’aa"" isaaniin jenne beektanii jirtu.",""
73,2,66,"Kanaafuu Nuti ishee (adabbii sana) warra isaaniin duraatiifi isaaniin boodaatiif jiilchaa, warra Rabbiin sodaataniif immoo gorsa taasifne.",""
74,2,67,"Yeroo Muusaan ummata isaatiin ""dhugumatti, Rabbiin sa’a qaluutti isin ajaja"" jedhe [yaadadhaa], [Ummanni isaas] ""sila ati qishnaa nu godhattaa?"" jedhan, [Muusaanis] ""ani warra wallaaloo [namatti qoosan]irraa ta’uu irraa Rabbittin maganfadha"" jedhe.",""
75,2,68,"[Ummanni isaas] ""isheen maal akka taate ifa nuuf haa godhuu Gooftaa kee nuuf gaafadhu"" jedhaniin, [Muusaanis] ni jedhe: ""dhugumatti, Inni (Rabbiin) ‘isheen sa’a hin dulloomin, kan jabbiis hin ta’in giddu gala taate’ jedha, Waanuma ajajamtan dalagaa.""",""
76,2,69,"[Ummanni isaas] ""bifa ishee ifa nuuf haa godhuu Gooftaa kee nuuf gaafadhu"" jedhan, [Muusaanis] ""dhugumatti, Inni (Rabbiin) ‘isheen sa’a daalattii, bifti ishee akkaan daalattii daaw’attoota gammachiiftuudha' jedha"" jedheen.",""
77,2,70,"[Ummanni isaas] “ Gooftaa kee nuuf gaafadhu maalummaa ishee ifa nuuf haa godhuu Dhugumatti, sa’oonni nurratti wal fakkaataniiru; Nuti yoo Rabbiin fedhe qajeeluuf jirra"" jedhan.",""
78,2,71,"[Muusaanis] ni jedhe: ""Inni (Rabbiin) ‘dhugumatti isheen sa’a dachii qotuufi oorruu (bishaan) obaasuu irratti hin leenjifamin, kan [hirdhuu qaamaa irraa] nagaa taateefi bifti makaan ishee keessa hin jirreedha’ jedha."" [Ummanni isaas] ""amma dhugaa fiddee jirta"" jedhan.ishee nigorra'an Kan hojjachuuttis hin dhihaanne ta’anii turan.",""
79,2,72,"Yeroo lubbuu ajjeeftanii [waa’ee] ishee keessatti wal falmitan [yaadadhaa]. Rabbiin waan isin dhoksaa turtan ifa baasaadha.",""
80,2,73,"""Garii [qaama] isheetiin isa (reeffa isaa) dhawaa"" jenne, akka kanatti Rabbiin du’aa jiraachisee mallattoolee Isaas isinitti agarsiisa Akka isin xiinxaltaniif jecha .",""
81,2,74,"Ergasii san booda onneewwan keessan ni gogde, Isheen [gogiinsa keessatti] akkuma dhagaati; yookiin goginaan ni caalti, Dhugumatti dhagoota irraa kan laggeen isarraa maddantu jiru, ishee (dhagoota) irraa kan dhodhooyee bishaan isa irraa ba’us ni jira, Ammas isaan irraa kan sodaa Rabbii irraa ka'ee gadi kufutu jira, Rabbiin waan isin dalagdan irraa dagataa miti.",""
82,2,75,"Sila! isiniif amanuu kajeeltuu? kan gareen isaan (Yahuudaa) irraa ta’e haasa’a Rabbii dhaga’anii eega hubatanii booda odoo beekanuu jijjiiran jiranuu.",""
83,2,76,"Yeroo warra amanan qunnaman ""nuti amannee jirra"" jedhan,Yeroo gariin isaanii garii waliin kophaa ba'an, ""sila akka Rabbii keessan biratti ittiin isin falmanuuf waan Rabbiin isin beeksise isaanitti odeessituu! Sila hin xiinxaltanuu!"" jedhu.",""
84,2,77,"Sila isaan akka Rabbiin waan isaan dhoksaniifi waan isaan mul'isan beeku hin beekanuu?",""
85,2,78,"Isaan irraas wallaaltota hawwii sobaa malee kitaaba hin beeknetu jira. Isaan kan shakkan malee homaa miti.",""
86,2,79,"badiin mirkanaa'e! warra kitaaba harka isaaniitiin katabanii, ergasii isaan gatii xiqqaa bitachuuf jecha ""kun Rabbiin biraa bu’e"" jedhaniif. Waan harki isaanii barreessiteef jecha badiin isaaniif haa ta’u! Ammas waan isaan carraaqqataniif jecha badiin isaaniif haa ta’u.",""
87,2,80,"""Ibiddi guyyaa lakkaa’amtuu malee nu hin tuuqxu"" jedhan. jedhiin ""Sila isin Rabbiin bira waadaa kaayattanii? [Yoo akkas ta’eef] Rabbiin waadaa isaa hin diigu; [miti] dhugaatti, waan hin beekne Rabbi irratti dubbattan"".",""
88,2,81,"[Dubbiin akka isin jettan] miti! Namni hamtuu hojjatee hamtuun isaa isa marsite, isaan warra ibiddaati. Isaan ishee keessatti hafoodha.",""
89,2,82,"Warri amananii, gaggaarii hojjatan isaan warra jannataati. isaan ishee keessatti hafanuudha.",""
90,2,83,"Ammas yeroo Nuti Ilmaan Israa’iil waadaa qabanne [yaadadhaa] ""Rabbiin malee [waan biraa] hin gabbarinaa; abbaafi haadhaaf tola oolaa, firootaafis, yatiimotaafis, hiyyeeyyiifis (tola oolaa). namootattis toltuu haasa’aa; salaatas gadi dhaabaa; zakaas kennaa"" (jenneen). Ergasii garagaltan nama muraasa isin irraa ta’e malee, uf duuba deebi’oo taatanii.",""
91,2,84,"Yeroo Nuti waadaa keessan qabanne [yaadadhaa]. ""dhiigoowwan keessan wal hin dhangalaasinaa; lubbuulee teessan (namoota keessan) manneen keessan irraa hin baasinaa"" (jechuun) , ergasii isin ni mirkaneessitan ragaa bahoo taatanii.",""
92,2,85,"Ergasii isinuma kanneentu lubbuu keessan (walii) ajjeeftan. garee isin irraa ta’e manneen isaanii irraa baaftan; isaan irrattis badiifi diinummaan wal gargaartan. Yoo isaan booji’amtoota ta’anii isinitti dhufanii immoo isaan bilisoomsitan. inni dhoowwaadha isinirratti isaan baasuun. Sila garii kitaabaatti amantanii gariitti kafartuu? galanni nama isin irraa kana hojjatuu jireenya addunyaa keessatti salphina malee hin jiru. Guyyaa Qiyaamaa gara azaaba cimaa deebifamu. Rabbiin waan isin dalagdan irraa dagataa hin taane.",""
93,2,86,"Isaan warra jireenya addunyaa Aakhiraan bitataniidha. Kanaafuu azaabni isaan irraa hin salphifamu. Isaan hin gargaaramanus.",""
94,2,87,"Dhugumatti Nuti Muusaaf kitaaba kenniineerra, Isa boodas ergamtoota walitti aansuun hordofsiifnee jirra, Iisaa ilma Maryamiifis mallattoolee ifa ta’an kenninee jirra. ""Ruuhul Qudsiin"" (Jibriiliinis) isa jabeessinee jirra. Sila dhawaatyma ergamaan waan lubbuun teessan hin feeneen isinitti dhufuun boontani? garii kijibsiiftanii garii ajjeeftu.",""
95,2,88,"[Isaanis] ""Onneewwan keenya cufamaadha"" jedhan. dhugumatti sababa kufrii isaanii Rabbiin isaan abaare. xiqqoo amananu.",""
96,2,89,"Yeroo kitaabni Rabbiin biraa ta’e kan waan isaanii wajjin jiru (Tawraatifi injiilin) dhugoomsu isaanitti dhufu, kan san dura akka warra kafaran irratti injifannoo argataniif [dhufaatii Nabi Muhammadiin SAW Rabbiin] kadhachaa turanii yeroo wanti isaan beekan isaanitti dhufu isatti kafaran. abaarsi Rabbii kaafiroota irra haa jiraatu.",""
97,2,90,"wanti isaan lubbuulee isaanii ittiin jijjiirratan waa fokkate, waan Rabbiin buusetti kafaruun, Rabbiin tola Isaa irraa gabroota Isaa gidduu nama fedhe irratti buusuu waanyuun (jibbuun) (kan kafaran), Kanaafuu dallansuu irratti dallansuudhaan deebi’an. Kaafirootaaf azaaba xiqqeessaatu jira.",""
98,2,91,"Yeroo waan Rabbiin buusetti amanaa isaaniin jedhame ""nuti waan nurratti buufametti amanna"" jedhu. Waan isaan ala jiru itti kafaran, odoo inni dhugaa dhugoomsaa waan (kitaaba) isaaniin wajji jiruu ta’ee jiruu. (Yaa Muhammad! SAW) jedhiin: ""Sila maaliif san dura nabiyyoota Rabbii ajjeeftu? yoo dhugaan mu’uminoota taatan""",""
99,2,92,"Dhugumatti Muusaanis ragaawwan ifa ta’aniin isinitti dhufee jira. Ergasii isin lubbuu keessan miidhoo taatanii isa booda (bakka inni hin jirretti) mirgoo [gabbaramaa] godhattan.",""
100,2,93,"Yeroo Nuti waadaa keessan qabannee Gaara Xuurii isin gubbatti ol fuunee ""Waan Nuti isiniif kennine ciminaan qabadhaa. [Jecha keenyas] dhagayaa"" (jenne) [yaadadhaa]. Ni jedhan: ""Dhageenyee dinne."" Onneewwan isaanii keessa sababaa kufrii isaanitiin [jaalala] mirgoo [gabbaruu] obaafamanii jiru. jedhi ""wanti iimaanni keessan itti isin ajaju waa fokkate"" Yoo mu’uminoota taataniif.",""
101,2,94,"Jedhi: ""Yoo manni Aakhiraa Rabbiin biratti isin qofaaf namoota biraatiin ala kophatti ta’e, mee du’a hawwaa yoo dhugaa kan dubbattan taataniif .""",""
102,2,95,"gonkumaa isa hin hawwanu waan harki isaanii dabarfatteef jecha, Rabbiin warra miidhaa dalaganu akkaan beekaadha.",""
103,2,96,"Nama hunda irra jireenyaaf bololaa ta’uu isaanii argita. Mushrikoota irraallee [jireenyaaf bololu]. Tokkoon isaanii odoo waggaa kuma jiraachifamee jaalata jiraachifamuun isaa kan isa hin azaabarraa isa hinfageessine ta’ee jira, Rabbiin waan isaan dalagan akkaan argaadha.",""
104,2,97,"jedhi ""Namni Jibriiliif diina ta’e, [dallansuu isaatiin haa du’u]”. inni (jibriil) fedha Rabbiitiin onnee kee irratti isa (Qur’aana) buuse. inni (qur'aanni) dhugoomsaa waan isa duraatiifi mu’uminootaaf qajeelchaafi gammachisaadha.",""
105,2,98,"Namni Rabbiif, malaa’ikootaaf, ergamtootaaf, Jibriiliifi Miikaa’iiliif diina ta’e [kaafira]. Dhugumatti Rabbiin kaafirootaaf diina.",""
106,2,99,"Nuti dhugumatti keeyyattoota ifa ta’an gara keetti buufnee jirra, Isaanitti kan kafaru finciltoota malee hin jiru.",""
107,2,100,"Sila isaan dhawaata waadaa wahii seenaniin, gareen isaan irraa ta’e isa gataa (waadaa diigaa)? Dhugaatti irra hedduun isaanii hin amanan.",""
108,2,101,"| Yeroo ergamaan Rabbiin biraa dhugoomsaa waan isaan biraa ta’ee isaanitti dhufes, gareen warra kitaabni kennameef irraa ta’e akka waan hin beekiniitti kitaaba Rabbii dugda duuba isaaniitti of irraa darbu.",""
109,2,102,"Waan shayxaanonni bara mootummaa Sulaymaan keessa qara’aa turan hordofan, Sulaymaan hin kafarre Garuu shayxaanonni nikafaran, sihrii nama barsiisan, waan malaa’ikoota lamaan Haaruutiifi Maaruut irratti Baabil keessatti buufames (nama barsiisan). Isaan (malaa’ikoonni) lamaan nama tokkos odoo ""Nuti mokkoroof dhufnee hin kafarin"" hin jedhin (sihrii) hin barsiisan. (Namoonnis malaa’ikoota) lamaan irraa waan ittiin dhirsaafi niitii addaan baasan baratu. Isaansun nama tokko hayyama Rabbiitin ala kan isasanin miidhan hin taane. Waan isaan miidhuu malee isaan hin fayyadne baratan. Dhugumatti, isaan (yahuudonni) akka warri isa (sihrii) bitate Aakhiratti qooda homaa hin qabaanne sirritti beekaniiru. wanti isaan lubbuulee isaanii itti gurguran waa fokkate! Odoo kan beekan ta’anii,",""
