"Translation Info:
#---------------------------
20,2,13,"Када им се каже: ""Верујте као што ови људи верују!"" Они одговарају: ""Зар да верујемо као што малоумници верују!?"" А заиста они су малоумници, али они то не знају!",""
21,2,14,"Када сусретну оне који верују, говоре: ""Верујемо!"" А чим остану насамо, са сотонама својим, говоре: ""Ми смо с вама. Ми им се само изругавамо.""",""
22,2,15,"Аллах се њима изругава и оставља их да у својој арогантности лутају.",""
23,2,16,"То су они који су заблуду узели уместо Упуте, али им њихова трговина неће донети добити, јер они Упуту нису следили.",""
24,2,17,"Они су слични ономе који потпали ватру, а када она осветли оно што је око њега, Аллах им одузме светло и остави их у тминама, па ништа не виде.",""
25,2,18,"Они су глуви, неми и слепи, па не могу да се поврате!",""
26,2,19,"Или су слични онима који за време силног пљуска са неба, услед мрака, грмљавине и муња, због громова затискују уши прстима бојећи се смрти. А Аллах обухвата невернике.",""
27,2,20,"Муња само што их не заслепи: кад год им осветли - они крену, а чим их тами препусти - застану! А да Аллах хоће, Он би им одузео и слух и вид. Аллах, уистину, све може.",""
28,2,21,"О људи, обожавајте Господара свог, Који је створио вас и оне пре вас, да бисте се сачували.",""
29,2,22,"Који вам је Земљу постељом, а небо здањем учинио; Који с неба спушта воду и с њом изводи плодове, опскрбу вашу. Зато не приписујте Аллаху друга божанства, а знате то.",""
30,2,23,"А ако сумњате у оно што смо Ми објавили Нашем слуги Мухаммеду, саставите ви једно поглавље слично томе и позовите и божанства ваша, изузев Аллаха, ако истину говорите.",""
31,2,24,"Па ако то не учините, а сигурно нећете учинити, онда се чувајте ватре чије ће гориво бити људи и камење; која је припремљена за невернике.",""
32,2,25,"А обрадуј оне који верују и добра дела чине да њима припадају рајске баште кроз које реке теку! Кад год буду опскрбљени каквим плодом, рећи ће: ""Овим смо и пре били опскрбљени!"" А биће им давани плодови само њима слични! У њима ће они супруге очишћене имати и у њима ће вечно боравити.",""
33,2,26,"Заиста се Аллах не устручава да за пример наведе комарца или нешто изнад њега; они који верују - па они знају да је то Истина од Господара њиховог; а они који не верују говоре: ""Шта то Аллах хоће овим примером?"" Тиме Он даје да многи у заблуду скрену, а многе на Прави пут упућује, а тиме на странпутицу скреће само развратнике;",""
34,2,27,"Оне који крше обавезу према Аллаху након што је прихваћена и прекидају оно што је Аллах наредио да се одржава и неред на Земљи праве; то су прави губитници.",""
35,2,28,"Како не верујете у Аллаха, ви који сте били мртви па вас је Он оживео, затим ће вас усмртити, затим поново оживети, потом ћете Њему бити враћени?!",""
36,2,29,"Он вам је све на Земљи створио, затим се на небо усмерио, и као седам небеса га уредио; Он све добро зна.",""
37,2,30,"А када Господар твој рече анђелима: ""Ја ћу на Земљи намесника поставити!"" Они упиташе: ""Зар ћеш на Земљи поставити онога који ће на њој неред ширити и крв пролевати?! А ми Тебе славимо захваљујући Ти и светост Теби призивамо."" Он рече: ""Ја, заиста, знам оно што ви не знате.""",""
38,2,31,"И Он поучи Адама свим називима, а онда их предочи анђелима и рече: ""Кажите Ми имена њихова, ако истину говорите!""",""
39,2,32,"""Узвишен си Ти!"" Рекоше они, ""ми знамо само оно чему си нас Ти поучио! Засигурно си Ти Свезнајући и Мудри.""",""
40,2,33,"""О Адаме"", рече Он, ""саопшти им називе њихове!"" И када им он саопшти називе њихове, Аллах рече: ""Зар вам нисам рекао да само Ја знам тајне небеса и Земље и да само Ја знам оно што показујете и што кријете?""",""
41,2,34,"А кад рекосмо анђелима: ""Поклоните се Адаму! Они се поклонише сви изузев Сотоне."" Он одби и узохоли се, а био је неверник.",""
42,2,35,"И Ми рекосмо: ""О Адаме, настаните се ти и супруга твоја у Рају и једите у њему где год желите, али се овоме дрвету не приближавајте да не постанете неправедни.""",""
43,2,36,"Али, Сотона их наведе на грех због дрвета и изведе их из Раја у којем су били. Ми рекосмо: „Сиђите!, једни другима ћете бити непријатељи. До одређеног времена на Земљи је ваше боравиште и неко време уживања.""",""
44,2,37,"И Адам прими неке речи од Господара свога, па му Он опрости; Он је, заиста, Онај Који стално прима покајања, Милостиви.",""
45,2,38,"Ми рекосмо: ""Силазите из њега сви! Од Мене ће вам Упута долазити, а они који Упуту Моју буду следили, ничега се неће бојати, нити ће за било чим туговати.""",""
46,2,39,"А они који не буду веровали и доказе и речи Наше буду порицали биће становници Ватре; у њој ће вечно остати.",""
47,2,40,"О синови Израиљеви, сетите се благодати Мојих које сам вам подарио, и испуните завет који сте Ми дали, па ћу и Ја испунити Свој завет који сам вам дао! И само од Мене страхујте!",""
48,2,41,"И верујте у оно што сам објавио потврђујући да је истинито оно што ви имате и не будите први који у то не верују! Не продајте речи Моје за нешто што сасвим мало вреди и само се Мене бојте!""",""
49,2,42,"И не мешајте Истину са неистином, и не скривајте Истину кад је знате!",""
50,2,43,"Молитву обављајте, и обавезну милостињу дајте и заједно са онима који молитву обављају и ви обављајте!",""
51,2,44,"Зар од других тражите да добро чине док при томе себе заборављате, а ви Књигу читате? Зар се опаметити нећете!?",""
52,2,45,"Помозите се стрпљењем и молитвом, а то је, заиста, тешко, осим понизнима,",""
53,2,46,"онима који су уверени да ће се срести са Господаром својим и да ће се Њему вратити.",""
54,2,47,"О синови Израиљеви! Сетите се благодати Мојих које сам вам подарио и то што сам вас над другим народима био одликовао.",""
55,2,48,"И бојте се Судњег Дана када нико ни за кога ништа неће моћи да учини, и када ничије посредовање неће да се прихвати, и када ни од кога откуп неће да се прими и када нико никоме у помоћ неће да притекне.",""
56,2,49,"И када смо вас избавили од фараонових људи који су вас најгорим мукама мучили: мушку вам децу клали, а женску у животу остављали - то је било велико искушење од Господара вашег.",""
57,2,50,"И када смо због вас море раставили па вас спасили, а фараонове људе, пред вашим очима потопили.",""
58,2,51,"И када смо са Мојсијем, четрдесет ноћи, сусрет одредили, ви сте, након што вас је напустио, неправду чинећи, теле почели да обожавате.",""
59,2,52,"Потом смо вам, и после тога, опростили, да бисте захвални били.",""
60,2,53,"И када смо дали Мојсију Књигу и оно што раздваја Истину од неистине, да бисте се правим путем упутили.",""
61,2,54,"И када је Мојсије свом народу рекао: „Народе мој, ви сте заиста себи неправду учинили узевши теле; зато се Створитељу своме покајте и између вас преступнике смрћу казните! То вам је код вашег Створитеља боље, па ће покајање да вам прихвати. Заиста Он стално прима покајања, Милостиви.“",""
62,2,55,"И када сте ви казали: ""Мојсије, ми ти нећемо веровати све док Аллаха јасно не видимо!"" Па вас је, док сте гледали, страшна казна обузела.",""
63,2,56,"Затим смо вас после смрти ваше оживели, да бисте захвални били.",""
64,2,57,"И од облака смо вам хладовину начинили и ману и препелице вам слали. ""Једите лепа јела, којима вас опскрбљујемо!"" Они Нама нису неправду нанели, него су сами себи неправду чинили.",""
65,2,58,"И када смо казали: ""Уђите у овај град и једите што год хоћете! На капију уђите клањајући се и кажите: 'Опрости!' Па ћемо вам опростити грехе ваше, а онима који чине добра дела даћемо и више.""",""
66,2,59,"Онда су они који су неправду учинили заменили речи другим које им нису речене, па смо Ми на оне који су неправду учинили с неба казну спустили, зато што су грешници били.",""
67,2,60,"И када је Мојсије за народ свој молио воду, Ми смо рекли: „Удари својим штапом по камену!“ Из њега је проврело дванаест извора, и сви људи су знали из којег ће извора да пију. „Једите и пијте из Аллахове опскрбе и не чините зло по Земљи правећи неред.“",""
68,2,61,"И када сте рекли: „Мојсије, ми не можемо више једну исту храну да једемо. Зато, моли за нас Господара свог да нам подари од онога што Земља рађа: од поврћа и краставаца, пшенице, сочива и црвеног лука!“ Он је рекао: „Зар да оно што је боље замените оним што је лошије?! Идите у Мисир имаћете оно што тражите!“ И понижење и беда их је снашла и на себе навукоше гнев Аллахов, зато што у Аллахове доказе нису веровали и зато што су посланике бесправно убијали, зато што су непослушни били и све границе зла прелазили.",""
69,2,62,"Оне који верују, и оне који су били јевреји, хришћани и сабејци, а који су веровали у Аллаха и Судњи дан и добра дела чинили - заиста чека награда код њиховог Господара; за њих нема страха и они неће да тугују.",""
70,2,63,"И када смо од вас завет узели и брдо Синај изнад вас подигли: „Снажно прихватите оно што смо вам дали и нека вам је на уму оно што је у Књизи, да бисте се сачували.“",""
71,2,64,"Затим сте одустали, и да није било Аллахове дарежљивости према вама и милости Његове, ви бисте, уистину, међу губитницима били.",""
72,2,65,"Вама је познато шта се догодило онима од вас који су суботу оскрнавили, па смо им Ми казали: ""Будите мајмуни презрени!""",""
73,2,66,"То насеље смо учинили опоменом оближњим насељима, а поуком за богобојазне.",""
74,2,67,"И када Мојсије рече народу своме: ""Аллах вам, заиста, наређује да краву закољете"", они упиташе: ""Збијаш ли то ти с нама шалу?"" А он рече: ""Аллаху се утичем од тога да незналица будем!""",""
75,2,68,"Они рекоше: „Замоли за нас Господара свог да нам појасни каква треба да буде!“ „Он каже“, одговори он, „да крава не сме да буде ни стара, ни млада, него између тога, средње доби, па учините то што вам је заповеђено!“",""
76,2,69,"„Замоли за нас Господара свог“, рекоше они, „да нам објасни какве боје треба да буде!“ „Он каже“, рече он, „да треба да буде светложуте боје, да се свиди онима који је виде.“",""
77,2,70,"""Замоли за нас Господара свога"", рекоше они, ""да нам објасни каква још треба бити, јер нама краве изгледају сличне, а ми ћемо њу, ако Аллах да, сигурно да пронађемо.""",""
78,2,71,"""Он каже"", рече он, ""да крава не сме бити исцрпљена орањем земље и натапањем усева; треба бити без икакве мане и белега."" ""Е, сад си казао истину!"" Рекоше они, па је заклаше, и једва то учинише.",""
79,2,72,"И када сте једног човека убили, па се о њему препирати почели, Аллах је дао да изађе на видело оно што сте били сакрили.",""
80,2,73,"Па смо Ми рекли: ""Ударите га једним њеним делом!"" И ето, тако Аллах мртве враћа у живот и пружа вам доказе Своје, да бисте схватили.",""
81,2,74,"Али су ваша срца, после тога, постала тврда као камена стена или још тврђа. А има стена из којих реке избијају; а има, заиста, стена које пуцају и из којих излази вода, а има их заиста, и које се од страха пред Аллахом руше. А Аллах не занемарује оно што ви радите.",""
82,2,75,"Зар се надате да ће они (Јевреји) да вам поверују, а неки од њих су Аллахов говор слушали, а затим би га, након што су га схватили, свесно изврнули?",""
83,2,76,"Када сретну оне који верују, говоре: ""Ми верујемо!"" А чим се осаме једни с другима, кажу: ""Зар ћете им казивати оно што је Аллах вама објавио, па да им то буде доказ против вас пред Господаром вашим? Зар се нећете опаметити!",""
84,2,77,"А зар они не знају да Аллах зна и оно што крију и оно што показују?!",""
85,2,78,"Неки од њих су неписмени и не познају Књигу, него само гаталице. Они само нагађају.",""
86,2,79,"А тешко онима који својим рукама пишу књигу, а затим говоре: „Ово је од Аллаха“, да би за то извукли ништавну корист. И тешко њима због онога што њихове руке пишу, и тешко њима што на тај начин зарађују!",""
87,2,80,"Они говоре: ""Горећемо у ватри само неколико дана."" ""Реци: ""Да ли сте за то од Аллаха добили обећање, јер Аллах неће прекршити Своје обећање, или Аллаху приписујете оно што не знате?!“",""
88,2,81,"Напротив! Они који буду зло чинили и греси их њихови буду са свих страна сустигли, становници Ватре ће они да буду и у њој ће вечно да остану.",""
89,2,82,"А они који буду веровали и добра дела чинили, они ће становници Раја бити; у њему ће вечно боравити.",""
90,2,83,"И када смо од потомака Израиљевих узели завет да ћете једино Аллаха да обожавате, и родитељима, и ближњима, и сирочадима, и сиромасима доброчинство да чините, а људима лепе речи да говорите; и молитву да обављате и обавезну милостињу да дајете, ви сте се затим, изузев мало вас, окрећући завет изневерили.",""
91,2,84,"И када смо од вас завет узели да крв једни другима нећете пролевати и да једни друге из домова ваших нећете изгонити, ви сте то прихватили и то посведочили.",""
92,2,85,"Након тога, ви ипак једни друге убијате, а поједине од вас и из завичаја њихових протерујете, помажући се против њих, уз грех и насиље, а ако вам дођу као заробљеници, ви их откупљујете. А забрањено вам је да их изгоните! Зар ви у један део Књиге верујете, а други негирате?! Онога од вас који тако ради стићи ће на овоме свету понижење, а на Судњем дану биће стављен на најтеже муке. А Аллах, заиста, није немаран према ономе што ви радите.",""
93,2,86,"То су они који су живот на овоме пролазном свету заменили за Будући свет; зато им патња олакшана неће бити, нити ће им се у помоћ притећи.",""
94,2,87,"И Ми смо Мојсију Књигу дали и после њега, једног за другим, посланике слали. И Исусу, сину Маријином, јасне смо доказе дали и Духом Благословљеним (анђелом Гаврилом) смо га помогли. И кад год вам је који посланик донео оно што није годило душама вашим, ви сте се узохолили, па сте неке у лаж угонили, а неке убијали.",""
95,2,88,"Они говоре: ""Наша срца су обложена!"" А није тако, него је Аллах њих проклео због неверовања њиховог, а мало је њих који верују.",""
96,2,89,"И када им је дошла Књига од Аллаха која потврђује истинитост онога што они имају, а још од пре су помоћ против неверника молили, и када им је дошло оно што им је познато као истина, они у то не повероваше. Па нека Аллахово проклетство стигне невернике!",""
97,2,90,"Јадно је то за шта су се продали, да негирају оно што Аллах објављује, само из злобе што Аллах, из доброте Своје шаље Објаву ономе коме Он хоће од слугу Својих; па су на себе гнев за гневом навлачили! А невернике чека патња понижавајућа!",""
98,2,91,"А када им се каже: ""Верујте у оно што Аллах објављује!"" Они одговарају: ""Ми верујемо само у оно што је нама објављено"", и неће да верују у оно што се објављује после, а то је Истина, која потврђује да је истинито и оно што они имају. Реци: ""Па зашто сте још раније Аллахове веровеснике убијали, ако сте верници били?!""",""
99,2,92,"И Мојсије вам је јасне доказе био донео, па сте, ипак, након што вас је оставио, неправду чинећи, теле за обожавање прихватили.",""
100,2,93,"И када смо од вас Завет ваш примили и брдо изнад вас подигли: „Чврсто прихватите оно што вам дајемо и слушајте!“, они су одговорили: „Чујемо, али нећемо да послушамо!“, јер су њихова срца, због неверовања, теле присвојила. Реци: „Ружно је то на шта вас ваше веровање наводи, ако сте уопште верници.“",""
101,2,94,"Реци: ""Ако је код Аллаха Рај осигуран само за вас, мимо осталог света, онда смрт пожелите, ако истину говорите?!""",""
102,2,95,"А неће је они никада пожелети због онога што чине, а Аллах добро зна неправеднике.",""
103,2,96,"И видећеш сигурно да више жуде за животом од других људи, па чак и од идолопоклоника; сваки од њих би волео да поживи хиљаду година, мада га то, и када би толико дуго живео, не би од казне удаљило. Аллах добро види оно што они раде.",""
104,2,97,"Реци: ""Онај ко је непријатељ анђелу Гаврилу, нека зна да он Аллаховом дозволом теби на срце ставља Кур' ан потврдујући истинитост онога од пре, као путоказ и радосну вест верницима.""",""
105,2,98,"Ко је непријатељ Аллаху, Његовим анђелима и Његовим посланицима и анђелу Гаврилу и анђелу Михаилу - па, Аллах је, заиста, непријатељ онима који не верују!",""
106,2,99,"А Ми теби јасне доказе објављујемо, у које једино тешки грешници неће да верују.",""
107,2,100,"Зар сваки пут када неку обавезу преузму, део њих је одбаци?! Напротив, већина их не верује.",""
108,2,101,"А када им је од Аллаха Посланик дошао, потврђујући да је истинито оно што већ имају, део оних којима је Књига дата Аллахову Књигу одбацују, као да не знају.",""
109,2,102,"И поведоше се за оним што су ђаволи о Соломуновој владавини лажно казивали. А Соломун није био неверник, него су ђаволи неверници. Они уче људе враџбини и ономе што је било надахнуто двојици анђела Харуту и Маруту, у Вавилону. А њих двојица никога нису учили док му не би казали: „Ми само искушавамо, па ти не буди неверник!“ И људи су од њих двојице учили како ће мужа од жене да раставе, али они нису могли никоме без Божје дозволе да науде. Учили су оно што ће да им наштети и од чега користи неће имати, иако су знали да онај ко то себи у замену за веровање купи, на Будућем свету никаквог удела неће имати. А заиста је јадно оно за шта су се продали, када би само они то знали!",""
110,2,103,"А да су они веровали и чували се забрањеног, па сигурно награда од Аллаха боља је - само да су то они знали!",""
111,2,104,"О ви који верујете, не говорите: ""Ра'ина!"" Него реците ""Унзурна (Погледај нас, обрати пажњу на нас)!"" И слушајте. А невернике чека болна патња.",""
112,2,105,"Не воле они који не верују међу следбеницима Књиге а ни идолопоклоници, да се вама од Господара вашег било какво добро објави. Аллах Својом милошћу одликује кога хоће, и Аллах је поседник доброте величанствене.",""
113,2,106,"Који год кур'ански одломак заменимо, или га забораву препустимо, Ми бољи од њега или сличан њему донесемо. Зар ти не знаш да Аллах све може?!",""
114,2,107,"Зар ти не знаш да небеско и земаљско царство припада Аллаху и да, осим Аллаха, ни заштитника ни помагача немате?!",""
115,2,108,"Зар да тражите од свог посланика, као што су пре од Мојсија тражили?! А ко веровање замени неверовањем, тај је с Правог пута залутао.",""
116,2,109,"Многи следбеници Књиге би волели, из своје личне злобе, да вас, након вашег веровања, у невернике врате, након што им је Истина постала јасна. Али, ви опростите и преко тога пређите, док Аллах Своју одлуку не донесе. Аллах, заиста, над свиме има моћ.",""
117,2,110,"И молитву обављајте и обавезну милостињу дајте, а за добро које за себе припремите наћи ћете награду код Аллаха, јер Аллах добро види оно што радите.",""
118,2,111,"Они говоре: ""У Рај неће ући нико осим онај ко буде Јевреј или хришћанин!"" То су пусте жеље њихове. Реци: ""Дајте свој доказ, ако истину говорите!""",""
119,2,112,"А није тако! Ономе ко се буде Аллаху предао и уз то добра дела чинио, припада награда код Господара његовог; такви се неће ничега бојати, нити ће за било чим туговати.",""
120,2,113,"Јевреји говоре: „Хришћани нису на правом путу!“, а хришћани кажу: „Јевреји нису на правом путу!“, а они читају Књигу. Тако готово истим речима говоре они који не знају. Аллах ће на Судњем дану да им пресуди у ономе о чему су се разилазили.",""
121,2,114,"Има ли већег неправедника од онога који брани да се у Аллаховим џамијама име Његово спомиње и који ради на томе да се оне опустоше?! Такви би требало да у њих само са страхом улазе. Они ће на овоме свету понижење доживети, а на другом свету их чека казна велика.",""
122,2,115,"Аллаху припадају и исток и запад; куда год се окренете, тамо је Аллахово лице. Аллах је, заиста, неизмерно дарежљив и Свезнајући.",""
123,2,116,"Неверници говоре: ""Аллах је себи дете узео."" Узвишен нека је Он! Напротив, Њему припада све што је на небесима и на Земљи и Њему се све покорава.",""
124,2,117,"Он је Створитељ небеса и Земље, а када нешто одреди, Он само каже: ""Буди!"" - И то бива.",""
125,2,118,"А они који не знају, говоре: ""Требало би да Аллах с нама разговара, или да нам какав доказ дође!"" Тако су готово истим речима говорили и они пре њих; срца су им слична! А Ми доказе објашњавамо људима који чврсто верују.",""
126,2,119,"Ми смо те (Мухаммеде), заиста, послали са Истином, као доносиоца радосних вести и онога који опомиње, и ти нећеш да будеш питан за оне који ће бити у Паклу.",""
127,2,120,"Ни Јевреји, ни хришћани неће бити тобом задовољни све док не будеш следио њихову веру. Реци: ""Аллахова Упута је Права упута!"" А ако би се ти повео за жељама њиховим, након знања које си добио, од Аллаха те нико не би могао заштитити, нити ти помоћи.",""
128,2,121,"Они којима смо објавили Књигу, па је читају онако како треба, то су они који у њу верују. А они који у њу не буду веровали, то су сигурни губитници.",""
129,2,122,"О синови Израиљеви, сетите се благодати Мојих које сам вам даровао, и када сам вас над осталим народима одликовао.",""
130,2,123,"И бојте се Дана када нико ни за кога ништа неће моћи учинити, када се ни од кога откуп неће примати, када се ничији заговор неће користити, и када никоме нико неће у помоћ притећи.",""
131,2,124,"И када је Аврама његов Господар са неколико заповеди на искушење ставио, па их је он потпуно извршио, Аллах је рекао: „Учинићу да ти будеш људима вођа.“ Он је упитао: „А и неки из мог потомства?“ Одговорио му је: „Обећање Моје не обухвата неправеднике!“",""
132,2,125,"И када Ми Кабу учинисмо уточиштем и сигурним местом за људе: „Нека вам место на којем је Аврам стајао буде простор где ћете молитву да обављате!“ И Авраму и Јишмаелу смо наредили: „Храм Мој очистите за оне који га буду обилазили, који буду ту боравили и молитву обављали.“",""
133,2,126,"А када је Аврам замолио: ""Господару мој, учини ово место сигурним боравиштем и снабдиј плодовима становнике његове, оне између њих који буду у Аллаха и Последњи дан веровали!"" Он је рекао: ""Ономе који не буде веровао, даћу да неко време ужива, а онда ћу га присилити да у патњу ватрену уђе. А ужасно је то коначно одредиште!""",""
134,2,127,"И док су Аврам и Јишмаил темеље Кабе подизали, молили су: ""Господару наш, прими то од нас, Ти си, уистину, Свечујући и Свезнајући.",""
135,2,128,"Господару наш, учини нас двојицу муслиманима - Теби преданим, а и у потомству нашем нека буде заједница Теби предана, покажи нам обреде наше и опрости нам! Ти, заиста, стално примаш покајања, Милостиви!",""
136,2,129,"Господару наш, пошаљи међу њих посланика, једнога од њих, који ће им речи Твоје казивати, Књизи и мудрости их поучити и очистити их! Ти си, заиста, Силни и Мудри!""",""
137,2,130,"Ко други веру Аврамову избегава до онај који не држи до себе!? Ми смо њега на овоме свету одабрали, па ће он и на другом свету бити међу добрима.",""
138,2,131,"Када је њему Господар његов рекао: ""Предан буди!"" Он је одговорио: ""Ја сам предан Господару светова.""",""
139,2,132,"И Аврам је, као и Јаков, то синовима својим заповедио: „Синови моји, Аллах вам је веру одабрао, и нипошто немојте да умрете другачије осим као муслимани .“",""
140,2,133,"Зар сте били присутни када је Јакову смртни час дошао?! Кад је он синове своје упитао: „Кога ћете, након мене, да обожавате?"" Одговорили су: „Обожаваћемо Бога твог, Бога твојих отаца Аврама, Јишмаела и Исака, Бога Јединог! И ми се само Њему предајемо!“",""
141,2,134,"Тај је народ прошао; њему припада оно што је заслужио, а вама што сте заслужили, и ви нећете бити питани за оно што су они радили.",""
142,2,135,"Они говоре: „Будите јевреји, односно хришћани, бићете на Правом путу!“ Ти реци: „Не, ми смо следбеници Аврама правоверника. Он није био идолопоклоник.“",""
143,2,136,"Реците: ""Ми верујемо у Аллаха и у оно што се објављује нама, и у оно што је објављено Авраму, и Јишмаилу, и Исаку, и Јакову, и потомцима,"" и у оно што је дато Мојсију и Исусу, и у оно што је дато веровесницима од Господара њиховог; ми не правимо никакве разлике међу њима и ми смо Њему предани.""",""
144,2,137,"Па, ако они буду веровали у оно у шта ви верујете, на Правом су путу; а ако се окрену, они су онда раскол починили. Аллах ће те сигурно од њих заштитити. Он је Свечујући и Свезнајући.",""
145,2,138,"""Аллахове вере се држите! Зар има лепше вере од Аллахове?! Ми се само Њему покоравамо.""",""
146,2,139,"Реци: ""Зар с нама о Аллаху расправљате, а Он је и наш и ваш Господар! Нама припадају наша дела, а вама ваша дела! А ми смо према Њему искрени.""",""
147,2,140,"Како можете да говорите да су Аврам, Јишмаил, Исак, Јаков и потомци његови били јевреји или хришћани? Реци: ""Знате ли боље ви или Аллах?"" Зар је ико већи неправедник од онога који скрива сведочанство Истине добивене од Аллаха! А Аллах није немаран према ономе што ви радите.",""
148,2,141,"Тај је народ прошао; њему припада оно што је заслужио, а вама што сте заслужили, и ви нећете бити питани за оно што су они радили.",""
