"Translation Info:
#---------------------------
26,2,19,"O sama sa kusog nga ulan gikan sa langit nga diin uban niini ang tumang kangitngit, dalugdog ug kilat; ilang gisulod ang ilang mga tudlo sa ilang mga dalunggan batok sa mga dalugdog tungod sa kahadlok sa kamatayon. Apan si Allah naglukup sa mga manlilimod.",""
27,2,20,"Ang kilat halos na mokuha sa ilang panan-aw; sa diha nga kini mudan-ag ug kahayag (ngadto sa dalan) alang kanila sila magalakaw niini, apan sa diha nga kini mongitngit sila magabarog; ug kon gigusto sa Allah Iya na gayong gikuha ang ilang pandungog ug ang ilang panan-aw. Sa pagkamatuod, ang Allāh adunay bug-os nga Gahum ibabaw sa tanang butang.",""
28,2,21,"O katawhan, simbaha ang imong Ginoo (Allāh) lamang Nga Mao ang naglalang kaninyo ug kadtong nahiuna kaninyo Aron kamo mahimong manggihadlokon Kang Allah ug maglikay sa dautan.",""
29,2,22,"Siya Mao ang nagbuhat sa yuta nga usa ka patag nga pahulayanan alang kaninyo, ug ang kalangitan nga atop, ug (Maoy) nagpadala og ulan gikan sa panganod, ug unya gipagula pinaagi niini ang mga bunga nga grasya alang kaninyo; 
busa ayaw paghimo og mga kapares kang Allah samtang kamo nahibalo (nga walay parehas Kaniya).",""
30,2,23,"Kon kamo adunay pagduhaduha mahitungod unsa Among gipadayag ngadto sa Among sulugoon (Muhammad), nan makapatungha ug usa ka Kapitulo nga sama niini ug tawga imong mga katabang ninyo nga lain gawas sa Allah, kon kamo matinud-anon.",""
31,2,24,"Apan kon kamo dili makahimo nini, ug dili gayud kamo makahimo nini, nan bantayi ang inyong mga kaugalingon batok sa Kalayo nga ang sugnod nini mao ang mga tawo ug mga bato, nga giandam alang sa mga manlilimod.",""
32,2,25,"Ug ipaabot ang maayong balita ngadto kanila nga nagatuo ug nagabuhat og matarung nga mga buhat, nga sila makabaton og mga Tanaman nga sa ubos niini adunay mga suba nga nagadagayday; sa matag higayon nga sila hatagan og gitagana nga mga bunga gikan niini, sila moingon: ""Kini mao ang gihatag kanato kaniadto""; ug sila pagahatagan og mga bunga nga susama sa usag-usa (apan managlahi og lasa), ug sila makabaton og giputli nga mga asawa sa sulod niini, ug sila mopuyo niini sa kahangturan.",""
33,2,26,"Sa pagkatinuod Ang Allah dili maulaw sa paghatag og bisan unsa nga panag-ingnan (bisan pa sa) lamok o sa bisan unsa nga labaw pa (o mas gamay pa niana); unya alang niadtong mituo sila nasayud nga kini mao ang Kamatuoran gikan sa ilang Ginoo 'Allāh', apan alang kanila nga milimod (sa Kamatuoran), sila moingon: ""Unsa ba ang katuyoan Sa Allah pinaagi sa maong panag-ingnan?"" lyang hisalaag ang daghan pinaagi nini, ug daghan usat ang lyang gigiyahan pinaagi niini. Apan dili Niya hisalaag ang pinaagi niini (sa bisan kinsa) gawas sa mga masinupakon (batok Kang Allah),",""
34,2,27,"Sila nga nag-guba sa ilang tinukod nga Kasabotan ngadto Kang Allah human sa paglig-on niini ug nagputol sa (relasyon nga) gikasugo Sa Allah nga isumpay (ipabilin), ug nagpakaylapsa kadaotan sa kayutaan; kini sila mao ang mga nangapildi.",""
35,2,28,"Sa unsang paagiha nga kamo milimod Kang Allah, samtang kamo (kaniadto) patay, ug Siya mihatag kaninyo ug kinabuhi? unya gipahigayon Niya nga mamatay kamo, ug usab Siya magbanhaw kaninyo sa kinabuhi (sa Adlaw sa Pagkabanhaw), ug kamo (tanan) igabalik ngadto Kaniya (alang sa Paghukom)[5].","[5] Kini mao ang mga Siklo (naandang panghitabo) sa kinabuhi ug kamatayon nga maagian sa mga tawo: mga liso sa mga bat-ang sa tawo, ang paglalang ug pagkahimugso, kamatayon ug pagkabanhaw ug adunay tulubagon sa mga binuhatan sa usa ka tawo."
36,2,29,"Siya mao ang Nagbuhat alang kaninyo sa tanan nga anaa sa yuta, Unya gitumong sa Iyang kaugalingon ngadto sa langit, nga nag-umol niini ngadto sa pito ka mga langit. Siya ang Labing Nahibalo sa tanang butang.",""
37,2,30,"(Hinumdomi) sa dihang ang (Allah) nga imong Ginoo miingon sa mga anghel: ""Ako magabutang ug usa ka puli nga magdumala sa yuta"", sila miingon: ""Ikaw ba magbutang didto (mga binuhat) nga maghimo og kadaotan ug magpaagas ug dugo, samtang kami naghimaya Kanimo uban ang pagdalayeg ug magbalaan Kanimo?"" (Ang Allah) miingon: ""Sa pagkatinuod Ako Nahibalo sa wala ninyo mahibaloi.""",""
38,2,31,"Ang Allah nagtudlo kang Adan sa tanang mga ngalan (sa mga butang), ug gipakita Niya kini ngadto sa mga anghel; ug miingon: ""Isulti ninyo Kanako ang mga ngalan niadto, kon kamo nagsulti ug tinuod.""",""
39,2,32,"Sila miingon: ""Ang Himaya kanimo (Oh Allah), kami walay kahibalo gawas sa unsay Imong gitudlo kanamo; sa pagkatinuod Ikaw mao ang Hingpit Nakahibalo, ang Hingpit nga Maalam.""",""
40,2,33,"(Ang Allah) miingon: ""Oh Adan, pahibaloa sila sa mga ngalan niini."" Ug sa diha nga siya mipahibalo kanila sa mga ngalan niini, (ang Allah) miingon: ""Wala ba Ako nag-ingon nganha kaninyo nga sa pagkatinuod Ako nahibalo sa dili makita sa mga langit ug sa yuta ug Ako nahibalo sa unsay inyong gipakita ug sa unsay inyong gitago?""",""
41,2,34,"Ug (hisguti) sa diha nga Kami miingon ngadto sa mga anghel: ""Yukbo kamo sa atubangan ni Adan[6]"". Ug diha-diha sila miyukbo, gawas kang Iblees[7]; nibalibad siya tungod sa garbo, busa nahimo siyang sa manlilimod""","[6] Aron sa pagpasidungog, pagtahud ug sa pagtimbaya.
[7] Nga gikan sa mga Jinn ug dili gikan sa mga anghel."
42,2,35,"Ang Allah miingon: ""Oh Adan, manimuyo ka ug ang imong asawa sa Tanaman (Paraiso), ug kaon kamo gikan niini sa (kasayon ug) kaabunda bisan asa nga inyong gusto, apan ayaw pagduol niini nga kahoy, kay basin unya kamo magmalinapason.",""
43,2,36,"Apan si Satanas nakahimo kanilang duha nga mahulog (mapahawa) gikan niini, ug nakahimo kanila nga mapagawas gikan niana nga (kahimtang) diin sila anaa (nahimutang); ug Kami miingon: Kanaug kamo (kamong tanan), ingon nga mga managkaaway sa usag-usa, ug sa kayutaan adunay alang kaninyo nga puloy-anan, ug usa ka tagana hangtod sa gitakda nga panahon.",""
44,2,37,"Ug unya si Adan nakadawat og mga pulong (sa pagpangita og Kapasayloan) gikan sa iyang Ginoo ""Allāh"", busa Iyang gidawat ang iyang paghinulsol[8]; sa pagkatinuod Siya (Allah) mao ang Hingpit nga Nagadawat (sa Paghinulsol), ang Hingpit nga Maluluy-on.","[8] Ug gipasaylo siya sa iyang sala sa pagkadili-masinugtanon ug sa pagkaon gikan sa kahoy);"
45,2,38,"Kami miingon: Panaog gikan didto (Ang Paraiso), kamong tanan 'Adan, Eba ug Satanas'; sa pagkatinuod adunay moabut kaninyo nga Giya gikan Kanako, busa bisan kinsa nga mosunod sa Akong Giya, walay kahadlok alang kanila, ni sila maguol.",""
46,2,39,"Alang kanila nga milimod (sa Kamatuoran) ug misalikway sa Among mga pagpadayag, sila mao ang mga pumoluyo sa Kalayo, sila magpabilin sa sulod niini sa kahangturan.",""
47,2,40,"Oh mga anak sa Israel, hinumdumi ang Akong Pabor nga Akong gihatag kaninyo, ug tumana ninyo (inyong) pakigsaad nganhi Kanako[9], Ako (Allah) motuman sa (Akong) pakigsabot nganha kaninyo; ug kahadlok lamang Kanako.","[9] Sa pagtuo sa Akong mga Kasulatan, ug sa mga Mensahero, ug sa pagsunod sa Akong mga kasugoan."
48,2,41,"Tuohi ang unsay Akong gipakanaog, nga nagpamatuod nianang unsay anaa uban kaninyo, ug ayaw kamo pag-unauna sa paglimod nini, ug ayaw ibaligya ang Akong mga bersikulo sa gamay nga kantidad, ug kahadloki Ako lamang ug paglikay sa dautan.",""
49,2,42,"Ayaw ninyo isagol ang Kamatuoran uban sa kabakakan, ni itago ang Kamatuoran[10] samtang kamo nahibalo (niini).","[10] Mahitungod sa pagkapropeta ni Propeta Muhammad sa bibliya."
50,2,43,"Mag-makanunayon kamo sa Salah (pag-ampo), ug ihatag ninyo ang Zakah (obligadong limos) ngadto sa kabus, ug pagyukbo (diha sa pagsimba) uban kanila nga nagayukbo (ang mga Muslim).",""
51,2,44,"Nagsugo ba kamo sa mga tawo sa pagbuhat ug matarong ug gikalimtan ninyo
(sa pagbuhat) sa inyong mga kaugalingon, samtang inyong gilitok ang Kasulatan (Torah); wala ba kamoy salabutan?",""
52,2,45,"Pangitaa ang tabang (sa Allāh) pinaagi sa pasensya ug Salah (nga pag-ampo), ug sa pagkatinood kini usa ka palas-anon gawas niadtong mga mapaubsanon nga masinugtanon (sa Allāh),",""
53,2,46,"Sila kadtong mga nakasiguro nga sila ikatagbo sa ilang Ginoo (Allāh), ug sila mobalik ngadto Kaniya (alang sa Paghukom).",""
54,2,47,"Oh mga anak sa Israel, hinumdumi ninyo ang Akong Pabor nga Akong gihatag kaninyo, ug nga kamo Akong gipalabi labaw pa sa tanang kanasuran (sa imong edad alang sa Akong mga mensahe).",""
55,2,48,"Bantayi ang inyong kaugalingon batok sa Adlaw nga diin ang usa ka tawo dili makatabang sa uban bisan gamay, ni ang pagpataliwala dili usab pagadawaton gikan kaniya, ni ang bisan unsa nga bayad kuhaon gikan kaniya, ni sila pagatabangan.",""
56,2,49,"(Hinumdomi) sa diha nga Kami nagluwas kaninyo gikan sa katawhan ni Paraon, nga nagpailalom kaninyo ngadto sa hilabihan nga kasakit, pag-ihaw sa inyong mga anak nga lalaki, ug magpabilin nga buhi sa inyong mga babaye (alang sa pagpangulipon). Kadto maoy usa ka bug-at nga pagsulay gikan sa imong Ginoo.",""
57,2,50,"(Hinumdomi) sa dihang gitunga Namo ang dagat alang kaninyo, ug giluwas kamo, ug gilumos ang katawhan ni Paraon samtang kamo nagtan-aw.",""
58,2,51,"(Hinumdomi) sa diha nga Kami nagtakda alang kang Moises og panahon nga kap-atan ka gabii, unya kamo nagsugod sa pagsimba (sa bulawan nga) nating baka sa iyahang pagkawala, ug kamo dili makiangayon.",""
59,2,52,"Apan Kami mipasaylo kaninyo human niana, aron kamo tingali makahatag ug pagpasalamat.",""
60,2,53,"Kami mihatag kang Moises sa Kasulatan ug sa sukdanan (sa pag-ila sa husto ug sa sayop), aron kamo husto nga magiyahan.",""
61,2,54,"(Hinumdomi) sa diha nga si Moises miingon ngadto sa iyang mga katawhan: Oh akong mga katawhan, sa pagkatinuod kamo nakahimo og hilabihan nga inhustisya batok sa inyong mga kaugalingon, pinaagi sa paghimo ninyog sa (bulawan) nga nating baka (isip usa ka diyos), busa paghinulsol kamo ngadto sa inyong Magbuluhat, ug busa patya ""ang mga magsisimba sa nating baka sa inyong taliwala"" ug kini labing maayo alang kaninyo ngadto sa inyong Magbubuhat (Allah). Ug Iyang gidawat ang inyong pagbasol, kay sa pagkatinuod Siya mao ang Tigdawat sa Paghinulsol, ang Labing nga Maluluy-on.",""
62,2,55,"(Hinumdomi) sa dihang kamo miingon: Oh Moises, kami dili motuo kanimo hangtud nga kami makakita Kang Allah sa dayag, busa ang kilat misakmit (milabnot) kaninyo samtang kamo nagtan-aw.",""
63,2,56,"Pagkahuman, gibuhi Namo kamo pag-usab human sa imong kamatayon 'gumikan sa
 kilat sa dalugdog', aron kamo magpasalamat.",""
64,2,57,"Ug Amo kamong gilandongan og bagang panganod, ug Kami nagpakanaog kaninyo og Manna (maayong pagkaon, sama sa truffles) ug Salwa (sama sa mga pugo), (nga nag-ingon): Kaon kamo sa mga maayong tagana nga Among gihatag kaninyo; [apan sila nagrebelde], ug bisan pa niana, dili Kami ang ilang nabuhatan ug kasaypanan kon dili ang ilang mga kaugalingon mao ang ilang nabuhatan og kasaypanan.",""
65,2,58,"Ug (hinumdomi) sa diha nga Kami miingon: Sulod kamo niini nga lungsod (Herusalem), ug kaon kamo gikan niini uban sa kaabunda, sa bisan unsang (pagkaon) nga inyong gusto, ug sulod kamo sa ganghaan nga nanggiyukbo (uban ang pagpaubos), ug isulti: “kami nangayo og Kapasayloan (gikan Kanimo, Oh Allah)”. Ug Kami mopasaylo kaninyo sa inyong mga kasaypanan, ug maghatag og dugang pa nga ganti sa mga nagabuhat og kaayohan.",""
66,2,59,"Apan sila nga tigbuhat og kadautan nag-usab niini ngadto sa usa ka panultihon nga lahi sa gikasulti ngadto kanila, busa Kami nagpakanaog kanila ug usa ka katalagman gikan sa langit tungod sa ilang pagkamasupilon.",""
67,2,60,"(Hinumdomi) sa dihang si Moises nag-ampo og (tubig nga) mainom alang sa iyang katawhan, ug busa Kami (ang Allah) miingon: ""Bunali ang bato pinaagi sa imong sungkod,"" busa adunay mibuswak gikan niini nga napulo ug duha ka mga tubod; Ang matag tribo nahibalo sa ilang dapit nga paga-imnan: 'Kaon kamo ug inom kamo gikan sa tagana (nga gihatag) sa Allah, ug ayaw kamo pagbuhat og kagubot sa kayutaan nga hinungdan sa kurakot.",""
68,2,61,"Ug (hinumdomi) sa diha nga kamo
miingon: “Oh Moises, kami dili makaagwanta sa usa lang ka matang sa pagkaon, busa sangpita ang 'Allah' imong Ginoo alang kanamo, aron sa pagpagula sa mga gatubo niining yuta alang kanamo, gikan sa mga lagutmon ba kaha niini, mga pepino niini, mga ahos, mga lentihas, ug mga sibuyas.” Si Moises miingon: “Ibaylo ba ninyo ang mas maayo kay sa ubos nga matang? Adto kamo ngadto sa bisan unsang haduol nga lungsod aron makaplagan ninyo ang inyong gipangayo.” Ug gipadangat kanila ang pagkaubos ug kalisdanan, ug sila nahimong angayan sa Silot sa Allah; kini tungod kay sa ilang kanunay nga paglimod sa mga Pinadayag sa Allah, ug ilang gipamatay ang mga Propeta nga walay makataronganon nga hinungdan. Kini tungod kay sila masinupakon ug sila kanunay nga malinapason.",""
69,2,62,"Sa pagkatinuod kadtong mga Magtutuo (mga Muslim), mga Hudeyo, mga Kristohanon, ug mga Sabiyano, bisan kinsa nga nagtuo sa (hingpit nga pagkausa sa) Allah, (ug sa lyang mga mensahero), ug sa Ulahing Adlaw, ug nagkinabuhi nga matarong, sila makabaton sa ilang ganti gikan 'Allah' sa ilang Ginoo, kanila walay kahadlok, ni sila maguol.",""
70,2,63,"(O mga anak sa Israel, hinumdumi) sa dihang Kami mikuha sa inyong pakigsaad ug Kami mipataas sa ibabaw kaninyo ang Bukid (Sinai, nga nag-ingon): ""Hupti pag-ayo ang among gihatag kaninyo (sa Torah) uban sa determinasyon , ug hinumdomi unsay anaa niini aron kamo makabantay batok sa dautan.",""
71,2,64,"Apan mitalikod kamo (human) niana; ug kon dili pa tungod sa Pabor sa Allāh diha kaninyo ug sa Iyang Kalooy, kamo sa pagkatinuod mahiuban na sa mga pildero.",""
72,2,65,"Ug sa pagkatinuod kamo nahibalo niadtong nagmanilapason taliwala kaninyo mahitungod sa Adlaw nga Sabado, busa Kami miingon ngadto kanila: mahimong mga unggoy, nga tinamay.",""
73,2,66,"Busa gihimo Namo kini nga usa ka pagtulon-an ngadto kanila nga anaa karon ug sa mosunod nga mga kaliwatan ug usa ka tambag alang sa mga matarong.",""
74,2,67,"Ug hinumdumi usab sa dihang si Moises miingon sa iyang katawhan: ""Tan-awa, ang Allāh nagsugo kaninyo sa pag-ihaw ug baka (isip ingon nga bayad sa wala masulbad nga pagsulbad sa kamatayon) ."" Sila miingon: “Nagbiaybiay ka ba kanamo?” Si Moises mitubag: ""Ako modangup kang Allāh gikan sa paglihok nga binuang.",""
75,2,68,"Sila miingon: ""Pag-ampo ngadto sa ""Allāh"" imong Ginoo aron klarohon alang kanamo kon unsang matang sa 'baka' kini."" Siya ""si Moises"" mitubag: ""Siya ""Allāh"" nag-ingon, kini usa ka baka nga dili tigulang o bata, kondili kini anaa sa taliwala niining duha. Busa buhata ninyo ang unsay gikasugo kaninyo.""",""
76,2,69,"Sila miingon: ""Pag-ampo ngadto sa ""Allāh"" imong Ginoo aron klarohon alang kanamo kon unsa ang kolor niini."" Siya ""si Moises"" mitubag: “Siya ""Allāh"" nag-ingon, kini nga baka usa ka dalag, nga hilabihan ka hayag ang kolor, ug makapadani niadtong sa mga nakakita niini.""",""
77,2,70,"Sila miingon: ""Pag-ampo ngadto sa ""Allāh"" imong Ginoo aron ihulagway alang kanamo kon unsang klaseha nga 'baka' kini."" Kay alang kanamo, ang tanan nga mga baka managsama og dagway, ug kon buot sa Allāh, kami sa pagkatinuod magiyahan gayod sa husto.",""
78,2,71,"Ug miingon siya [Moises] ' Siya [ Allah] nagaingon, kini usa ka baka nga wala mamanso sa pagdaro sa yuta, ni sa pagpatubig sa umahan; luwas sa depekto, walay lama (marka). Sila miingon: ""Aha! Karon imong nadala ang Kamatuoran; busa ilang giihaw kini, ug hapit nila kini wala nabuhat.",""
79,2,72,"Ug (hinumdomi) sa dihang kamo mipatay sa usa ka tawo ug dayon nahimong dakong panagbangi mahitungod (kon kinsay sad-an niadto), apan ang Allāh mao ang mibutyag sa unsay inyong ginatago.",""
80,2,73,"Busa Kami miingon: Hampaka ninyo kana (kanang patayng lawas) pinaagi sa usa ka bahin sa (giihaw nga baka), sa ingon niana ang Allah magbanhaw sa mga namatay, ug Siya nagapakita kaninyo sa Iyang mga timailhan aron kamo makasabut.",""
81,2,74,"Unya dayon migahi ang inyong mga kasingkasing human niana, sa kagahion nga kini nahimong sama sa mga bato, o mas labaw pa gayud (niana) sa pagkagahi. 
Sa pagkatinuod adunay taliwala kanila sa mga bato diin gikan ang mga suba, ug adunay taliwala nga napikas ug ang tubig midagayday gikan kanila, ug adunay taliwala kanila nga nahagsa tungod sa kahadlok kang Allāh. ug ang Allāh nasayod sa unsay inyong ginabuhat.",""
82,2,75,"Kamo ba (Oh mga magtutuo) naglaum nga sila (ang mga Hudeyo) motuo diha kaninyo, samtang ang usa ka pundok gikan kanila (Hudeyo nga mga Magtutudlo) makadungog sa Pulong sa Allah, nan tinuyuang tuison nila kini (ang Torah) human nga sila nahibalo ug nakasabut niini.",""
83,2,76,"Ug sa higayon nga ilang mahinagbo kadtong mga nagatuo (ang mga Muslim) , sila moingon: ""Kami mituo (usab)."" Apan sa diha nga sila na lang ang nag-atubangay sa usag-usa, sila moingon: ""Kamo ba makigsulti kanila sa unsay gipadayag sa Allah kaninyo aron sila makahimo sa pakiglantugi kaninyo mahitungod niini sa atubangan sa inyong Ginoo (Allāh), wala ba kamoy salabutan?""",""
84,2,77,"Wala ba sila mahibalo nga ang Allah nahibalo man sa unsay ilang ginatago o gidayag?",""
85,2,78,"Ug taliwala kanila adunay mga Gentil nga wala makahibalo sa Kasulatan gawas sa mga hungihong, ug sila nanagdahum lamang.",""
86,2,79,"Busa kaalautan alang niadtong nagsulat sa kasulatan sa ilang (kaugalingong) mga kamot, ug unya muingon: Kini gikan sa Allah, aron sila makakuha niini og diyutay nga kantidad; Busa kaalautan alang kanila tungod sa unsay gisulat sa ilang mga kamot, ug alaut sila tungod sa unsay ilang gipaningkamotan (sa mga sala).",""
87,2,80,"(Pipila sa) mga Hudeyo nag-angkon nga: Ang Kalayo (sa Imperno) dili makahikap kanamo gawas lang sa pipila ka mga adlaw. Isulti, ˹O Propeta,˺ “Nakadawat ka ba ug saad gikan sa Allah—kay si Allah wala gayod nagguba sa Iyang saad—o ikaw ba ˹nagsulti lang bahin kang Allah sa wala nimo mahibaloi?”",""
88,2,81,"Walay pagduhaduha, bisan kinsa nga nakatigum og kadautan ug ang iyang mga kasal-anan naglibot kaniya sa tanang bahin, kini sila mga lumulupyo sa Kalayo, ug sila magpabilin didto sa kahangturan.",""
89,2,82,"Apan kadtong mga nagtuo ug nagabuhat og matarung nga mga buhat, sila kadtong mga lumulupyo sa Paraiso, sila magpabilin didto sa kahangturan.",""
90,2,83,"((Hinumdomi) sa dihang Kami mikuha og Pakigsaad gikan sa mga anak sa Israel (nga nag-ingon) nga ""Ayaw kamo pagsimba sa bisan unsa gawas sa Allah, ug
Pagpasidungog sa (inyong) mga ginikanan, ug pagbuhat kamog kaayohan ngadto sa
(inyong) mga kaparyentehan, sa mga ilo, ug sa mga nanginahanglan, ug
pagpamulong kamo ngadto sa mga tawo ug maayong mga pulong ug mag-kanunayon kamo sa inyong nga Salah (nga pag-ampo). ug paghatag kamog Zakah (obligadong limos)."" Unya dayon kamo mingtalikod, gawas sa pipila kaninyo, ug (karon usab) kamo nagdumili,",""
91,2,84,"Ug (hinumdomi) sa dihang Kami mikuha sa inyong pagkigsaad (O mga anak 
sa Israel, nga nag-ingon): ""Ayaw pagpaagas ang dugo (sa usag usa), ug ayaw palayasa ang inyong mga katawhan gikan sa ilang mga panimalay; ug kamo miila niini (nga Kasabotan) samtang kamo misaksi (niini).",""
92,2,85,"Unya, kamo mao ang [nagpinatyanay] sa usag usa ug nagpalayas sa usa ka partido sa inyong katawhan gikan sa ilang mga panimalay, pagtinabangay sa usag usa diha sa sala ug kapintasan. Apan sa diha nga sila moanha kaninyo ingon nga mga binihag, kamo maglukat kanila, samtang ang pagpalayas kanila gidili kanimo. (Unsa?) Motuo ka ba sa pipila ka bahin sa Kasulatan ug naglimod sa uban? Busa, unsa man ang angay nga balos alang kaninyo nga nagbuhat niini, gawas sa kaulawan sa kinabuhi niining kalibotana, ug sa Adlaw sa Pagkabanhaw, sila ibalik sa labing makaguol nga Silot. Kay nasayod si Allāh sa imong gibuhat.",""
93,2,86,"Sila kadtong mipalit sa kinabuhi niining kalibutana baylo ang pikas kinabuhi, busa ang ilang Silot dili mapagaan ug dili usab sila matabangan.",""
94,2,87,"Ug sa pagkatinuod Kami naghatag kang Moises sa Kasulatan (Torah) ug Kami nagpadala og mga Mensahero human kaniya, nga nanggisunod sa usag-usa; ug Kami naghatag kang Hesus nga anak ni Maria sa tin-aw nga mga Timailhan ug nagpalig-on kaniya pinaagi sa balaan nga espiritu (anghel Gabriel). Apan sa diha nga adunay usa ka Mensahero nga moabut kaninyo nga wala magustohi sa inyong mga kaugalingon, kamo hilabihan ka mga mapahitas-on, busa ang ubang pundok sa mga Sinugo inyong gilimod, ug ang uban inyong gipamatay.",""
95,2,88,"Ug miingon sila 'Ang among mga kasing-kasing natabunan (batok sa pagdawat sa pulong sa Allāh). Hinoon, gitunglo sila sa Allah tungod sa ilang panaglimod; ug hilabihan lang kagamay ang ilang gituohan.",""
