"Translation Info:
#---------------------------
35,2,28,"Ndenge nini bokopengwa na Allah mpe bozalaki bibembe mpe apesi bino bomoyi? Sima akoboma bino, sima akosekwisa bino mpe epai naye nde bokozongisama.",""
36,2,29,"Ye nde akeli mpo na bino maye manso mazuami o mabele, sima amitalisi na mapata, mpe akeli mapata nsambo, ye nde azali na boyebi ya biloko binso.",""
37,2,30,"Mpe tango Nkolo wa yo alobaki na ba anzelu ete: Ya sôló ngai nalingi kotia na mabele mokitani. Bayanolaki ete: Olingi otia kati na mabele oyo akobebisa mpe akosopa makila? Mpe biso tozali kokumisa yo mpe tozali kokumisa bosantu bwayo. (Allah) alobaki ete: Ya sôló ngai nazali na boyebi na maye bino boyebi te.",""
38,2,31,"Mpe atangisaki Âdam bankombo ya bikelamu binso, nsima atiaki yango liboso ya ba anzelu mpe alobaki: Botangela ngai bankombo ya bikelamu biye soki ya sôló bozali na bosembo.",""
39,2,32,"Bayanoli: Lokumu nayo! Tozali na boyebi te kaka na maye otangisaki biso. Ya sôló yo ozali moyebi ya manso mpe otondi na bwanya.",""
40,2,33,"Alobaki: Eh Âdam! tangela bango bankombo ya bikelamu biye. Mpe na tango atangelaki bango bankombo na yango, (Allah) alobaki: Nayebisaki bino te ete ya sôló ngai nayebi mabombami ya likolo na ya nsé mpe nayebi maye bobimisaka polele na maye bobombaka?",""
41,2,34,"Mpe na tango toyebisaki na ba anzelu bogumbamela Âdam, banso bagumbamaki longola sé ibilisi[1] oyo atondisamaki na lolendo mpe azalaki okati ya bapengwi.","[1] Satana."
42,2,35,"Mpe tolobaki: Eh Âdam! Fanda na mwasi nayo okati ya lola, mpe bolia binso biye bokolinga, mpe bobeleme te penepene na nzete oyo, soki bobelemi penepene na yango bokozala elongo ya babubi.",""
43,2,36,"Mpe na sima satana akosaki bango mpe abimisaki bango o esika eye bazwamaki. Mpe tolobaki bokita bino na bino bokozala banguna mpe bokozala o mabele na bisengo ya ngonga moke.",""
44,2,37,"Mpe Âdam azuaki maloba ya bolimbisi epai ya Nkolo wa ye, mpe (Allah) alimbisaki ye, ya sôló ye azali moyoki tubela mpe atonda ngolu.",""
45,2,38,"Mpe tolobaki: Bokita bino banso, kowuta nakati na yango![1] mpe ya sôló tango inso bokambami ekokomela bino uta epayi na ngai, ba oyo bakolanda bokambami bwa ngai, bakozala na bobangi te, mpe bakozala na mawa te.","[1] Lola."
46,2,39,"mpe baye bapengwa mpe bazali kobuka lokuta na mikapo na biso, bango nde bato ya lifelo. Bakozala seko o kati na yango.",""
47,2,40,"Eh bana ya Isalayele! Bokanisa bolamu na ngai oyo napesaki bino, mpe bokokisa elaka na ngai na kokisa elaka na bino. Mpe ngai nde esengeli bobanga.",""
48,2,41,"Mpe bondima maye nakitisaki, ezali kondima na maye bozali nayango, mpe bozala te bato ya liboso mpona koboya yango. Mpe boteka te mikapo mia ngai na ntalo moke, mpe nga nde esengeli bobanga.",""
49,2,42,"Mpe bosangisa bosembo na lokuta te, mpe bozali kobomba bosembo mpe na bino bozali koyeba.",""
50,2,43,"Mpe botelemisa losambo, mpe bobimisa zakat[1], mpe bogumbama elongo na bagumbami.","[1] Zakat: Ezali likabo oyo bato ya bozwi bapesaka babola mbala moko na mbula."
51,2,44,"Bozali kotinda bato na bolamu mpe bozali komibosana bino moko, mpe bino bozali kotanga buku? Boye bozali na bososoli te?",""
52,2,45,"Boluka lisalisi na koyika mpiko mpe na losambo, pamba te yango ezali mpasi te epai ya babangi (Allah).",""
53,2,46,"Baye bazali kolikia ete ya sôló bakokutana na Nkolo na bango, mpe ya sôló epai naye nde bakozongaka.",""
54,2,47,"Eh bino bana ya Isalayele! Bokanisa bolamu na ngai napesaki epai na bino, mpe ya sôló ngai napesa bino lokumu likolo ya mokili mobimba[1].","[1] Na tango na Bango."
55,2,48,"Mpe bobanga mokolo moye molimo moko mokosalisaka mosusu ata na eloko moko te, mpe bobondeli ekondimama te, mpe bosikoli ekoyambama te, mpe bakozua lisungi te.",""
56,2,49,"Mpe ntango tobikisaki bino epai ya bato ya falo, bazalaki konyokola bino na bitumbu binene, bazalaki kokata bakingo ya bana na bino mpe bazalaki kotika basi na bino na bomoyi mpe bozalaki na mimekano minene kowuta epai ya Nkolo wa bino.",""
57,2,50,"Mpe tango tokabolaki ebale mpo na bino (bokatisa ngambo esusu), mpe ya sôló tobikisaki bino mpe tozindisaki bato ya falo okati ya mayi, na bino bozalaki komona.",""
58,2,51,"Mpe tango topesaki elaka epai ya Mûssa babutu ntuku minei, mpe bobondelaki mwana ngombe sima naye, mpe bozalaki babubi.",""
59,2,52,"Sima, tolimbisaki bino na yango, mpo ete bokoka kotondo.",""
60,2,53,"Mpe tango topesaki Mûssa buku mpe bososoli mpo ete bino bokambama.",""
61,2,54,"Mpe tango Mûssa alobaki na bato naye: Eh bino bato na ngai! ya sôló bino bomibubaki bino moko mpona kobondela mwana ngombe mpe botubela epai na Nkolo na bino, bomiboma kati kati na bino, wana nde ezali malamu epai ya Nkolo na bino. Mpe ayambi tubela na bino, ya sôló ye nde molimbisi atonda ngolu.",""
62,2,55,"Mpe tango bolobaki: Eh Mûssa! Tokoki kondimela yo te kino tomona Allah polele, lokito ya nkake ebetaki bino, mpe bino bozalaki kotala.",""
63,2,56,"Sima, tosekwisaki bino sima ya bino kokufa mpo ete bokoka kotondo.",""
64,2,57,"Mpe tobombaki bino okati ya elili ya londende, mpe tokitiselaki bino manna[1] mpe salwa,[2] bolia bilei ya malamu biye bipesamaki mpona bino, mpe babubaki biso te kasi bango moko bamibubaki.","[1] Manna: Ezali: Masanga ya sukali oyo ezali lokola mafuta ya nzoyi.
[2] Salwa: Ezali: Ndeke ya moke oyo ezali na mosuni ya elengi."
65,2,58,"Mpe o tango tolobaki: Bokota na etuka eye, mpe bolia okati na yango ndenge bokosepela, mpe bokota na ekuke na bofukami, mpe boloba maloba ya bolimbisi, tokolimbisa mbeba na bino mpe tokobakisela bato ya malamu bolamu.",""
66,2,59,"Mpe babubi bayaki na liloba mosusu bayebisaki bango te, mpe tokitiselaki bango etumbu na likolo mpo na mabe bazaliki kosala.",""
67,2,60,"Mpe tango Mûssa alukaki lolenge ya komelisa bato naye (mayi), mpe tolobaki naye: beta lingenda nayo likolo ya libanga. Mpe tango abetaki ekabwanaki na biteni zomi na mibale ya mingala, bato banso bayebaki bisika bakomela, bolia mpe bomele kowuta na bozui oyo Allah apesi bino, kasi botia mobulu okati ya mabele te.",""
68,2,61,"Mpe bino bokanisa tango bolobaki: Eh Mûssa! biso tolembi kolia bilei sé moko. Bondela na Nkolo nayo (Allah) mpo abimisa pona biso bilei kowuta na mabele ebimisa: Ndunda, maboke, hayi, solo mpe matungulu, alobi: Bolingi bobalola oyo ya malamu koleka na oyo ya mokie? Boye bokita(bokende) na engumba eye bino bolingi, mpe bino ya sôló bokozua oyo bozali kosenga. Mpe minyoko mibetaki bango bozangi, mpe bokono mpe kanda ya Allah ekitelaki bango. Nyonso wana mpo ya sôló bango bazalaka kopengwa na bilembo ya Allah, mpe bazalaki koboma bantoma mpamba. Nyonso wana mpo bazalaka koboya kotosa mpe balekisaki ndelo.",""
69,2,62,"Ya sôló, baye bandima mpe baye bamikomisi bayuda mpe baklisto na baswâbi-îna[1] oyo akondima na Allah mpe na mokolo mwa suka mpe asali misala ya malamu, bakofutama epai ya Nkolo wa bango, mpe bakozala na bobangi te, mpe mawa te.","[1] Baswâbi-îna: Bazali bayuda te mpe baklisto te, kasi bazali ba sangisi Allah."
70,2,63,"Mpe bokanisa mikano miye tozuelaki bino, mpe totombolaki likolo na bino ngomba, bosimba maye topesi bino makasi mpe bokanisa maye mazali na kati na yango mpo ete bozala na bobangi (ya Allah).",""
71,2,64,"Sima bopesaki yango mokongo, mpe soki ezalaki bolamu ya Allah likolo ya bino mpe mawa naye te, nde bolingaki bozala na molongo ya bazangi.",""
72,2,65,"Mpe ya sôló boyebaki baye oyo balekisaki ndelo na kati ya bino mpona mokolo mwa mposo, mpe tolobaki na bango: bozala bamakako biloko bizangi ntina.",""
73,2,66,"Mpe totiaki yango ezala ndakisa mpona bingumba biye bizalaki zingazinga na yango mpe ezalaki toli mpona babangi.",""
74,2,67,"Mpe tango Mûssa alobaki na bato naye: Ya sôló, Allah apesi na bino mobeko ete: Boboma ngombe. Balobaki: yo ozali kozua biso na maseki? (Mûssa) alobaki ete: Na mibateli epai ya Allah mpo ete nazala te na molongo ya bazoba.",""
75,2,68,"Balobaki: Sengela biso Nkolo nayo alakisa biso ngombe wana ezali ndenge nini. (Mûssa) alobi: Ya sôló ye Nkolo alobi: Ya sôló ngombe wana ezali mobange te mpe elenge te, ezali na kati kati ya wana. Mpe bosala maye botindami.",""
76,2,69,"Balobaki: Sengela biso Nkolo wa yo alakisa biso polele langi na yango ezali nini. (Mûssa) alobaki: Ya sôló ye Nkolo na bino alobi: Ya sôló ngombe wana ezali na langi ya mosaka ya makasi[1] esepelisa bato tango bakomona yango.","[1] Mayi ya mosaka."
77,2,70,"Balobaki: Sengela biso Nkolo wa yo alakisa polele ngombe yango, ya sôló, epai na biso bangombe bazali lolenge moko. Mpe ya sôló biso na bolingi ya Allah tokokambama.",""
78,2,71,"(Mûssa) alobaki: Ya sôló Nkolo wa bino alobi: Ya sôló ngombe yango ezala te oyo enuni na mosala ya bilanga, ezala te mpe ngombe ya makolo matengama to mabukama te. Balobaki: sika oyo nde olobi bosembo, mpe basasaki yango, pe bazalaki mpenza na posa ya kosala yango te.",""
79,2,72,"Mpe tango bobomaki moto, mpe moko na moko kati na bino abandaki koluka koyeba nani mobomi, mpe Allah nde mobimisi maye bino bozali kobomba.",""
80,2,73,"Mpe tolobaki:[1] bobeta ye[2] na ndambo na yango,[3] na ndenge wana nde Allah akosekwisa bawei, mpe Allah azali kolakisa bino bilembo biye mpo ete bino bososola.","[1] Allah. [2] Moweyi.[3] Ngombe."
81,2,74,"Sima mitema mia bino mikomaki makasi. Lokola mabanga to makasi koleka mabanga, pamba te ya sôló kati ya mabanga, misusu mingala mizali kobima kati na yango, mpe mabanga misusu mizali kopasuka mpe mibimisi mayi, mpe ya sôló okati ya mabanga misusu ekweyaka mpona bobangi Allah. Mpe Allah abosani te maye bozali kosala.",""
82,2,75,"Boye bozali kolikia (bamizilima) ete bato ya motindo wana (bayuda), bakondimela bino? Mpe ya sôló lisanga ezalaki kati na bango bazalaki koyoka maloba ya Allah, mpe babaloli yango sima na bango kozua mayele, mpe bango bazali koyeba?",""
83,2,76,"Mpe tango bakokutana (bayuda) na baye bandima (bamizilima), bakolobaka: Tondimi; mpe soki bazali bango na bango (bayuda), bakolobaka: Bokoyebisa bango mpona maye Allah afungoleli bino? Mpo bazala na maloba ya elonga Likolo na bino liboso lia Nkolo wa bino, Boye bozali na mayele te?",""
84,2,77,"Boye bazali koyeba te, ya sôló Allah ayebi maye bazali kobomba mpe maye bazali kobimisa polele?",""
85,2,78,"Mpe na kati na bango, ezali na baye bayebi kotanga te mpe kokoma te, mpe bayebi buku te, bobele komizwa, mpe bango bazali bobele na makanisi.",""
86,2,79,"Mpe mawa mpona ba oyo bazali kokoma buku bobele na maboko na bango, sima bazali koloba ete: Oyo ewuti epai ya Allah mpe bazali koteka yango na ntalo moke, mpe mawa na bango na maye maboko na bango mazali kokoma, mpe mawa na bango na maye bazali kozua lokola mbano.",""
87,2,80,"Mpe balobaki móto ekosimba biso te bobele mikolo miye miyebani. Loba: Boye bino bozuaki elaka epai ya Allah, mpe Allah azangisaka te na elaka naye? To boye bozali koloba likolo ya Allah maye boyebi te?",""
88,2,81,"Kasi, moto oyo asalaki mabe mpe masumu naye ezingi ye, mpe baye wana bakozala bato ya móto libela na libela.",""
89,2,82,"Mpe ba oyo bandimaki mpe basalaki misala ya malamu, baye wana bakozala bato ya lola mpo na libela.",""
90,2,83,"Mpe na tango tozuaki mikano epai ya bana ya isalayele, ete bobondela sé bobele Allah, mpe bosala bolamu na baboti na bino, mpe mabota ya pembeni, mpe bana bitike, mpe babola, mpe boloba na bato liloba ya malamu, mpe botelemisa losambo mpe bofuta zakat.[1] sima bopesaki mokongo na mibeko topesaki bino, bobele moke na kati na bino nde balandaki mibeko.","[1] Botala na mokapo 43."
91,2,84,"Mpe bokanisa tango tozuaki mikano mpona bino ete: Bosopa makila te, mpe bobimisa bino na bino na bandako na bino te, sima bondimaki yango mpe bozalaki bino moko banzeneneke.",""
92,2,85,"Sima ya mikano, bobandi kobomana, mpe bozali kobimisa misusu kati na bino na bandako na bango, mpe bozali kosalisa basusu kati na masumu mpe na kimonguna likolo na basusu. Soki bandeko na bino ya lingomba bayeli bino bakangami ya bitumba, bozali kokangola bango na mbongo mpe bino boyebi ete yango ezali lisumu; Pona kobimisa bango. Bozali kondima na ndambu ya buku mpe bozali kopengwa na ndambu? Lifuta nini ekozala likolo ya oyo akosala yango kati na bino kaka azala mutu ya mpamba na bomoyi ya mokili, mpe na mokolo ya suka, bakozongisama na etumbu ya makasi, mpe Allah abosani te maye bozali kosala?",""
93,2,86,"Ba oyo bazali kosomba bomoyi ya nsé kotika bomoyi ya lobi. Mpe tokokutola etumbu na bango te mpe bakosungama te.",""
94,2,87,"Mpe ya sôló topesaki epai ya Mûssa buku, mpe totindaki sima naye batindami balandani. Mpe topesaki Issa mwana ya Maryam bilembo polele, mpe tolendisaki ye na molimo mosantu: Boye na tango inso motindami akoyela bino maye masepelisi bino te, bosalaki lolendo mpe bozuaki bango bato ya lokuta mpe bobomaki basusu.",""
95,2,88,"Mpe balobi ete: Mitema mia biso mizali ya kokangama, kasi Allah alakeli bango botutu na ntina ya bopengwi na bango, mpe kondima na bango ezali ya moke.",""
96,2,89,"Mpe na tango buku eyelaki bango kowuta epai ya Allah mpona kolakisa bosôló na maye bazalaki na yango, mpe liboso bazalaki koluka kozala likolo ya ba oyo bapengwa, mpe tango ekomelaki bango na maye bango bayebaki bapengwaki mpo na yango, mpe botutu bwa Allah ezali likolo ya bapengwi.",""
97,2,90,"Ezali mabe mpona maye milimo na bango misombaki yango ete bapengwa na maye Allah akitisaki, kotomboka ete Allah akitisa bolamu naye likolo ya bawumbu naye oyo Alingi, mpe bawumelaki na kanda likolo ya kanda, mpe mpona bapengwi bakozua etumbu ya mabe.",""
98,2,91,"Mpe soki balobi na bango: bondima na maye Allah akitisaki, bakolobaka: Tondimi na maye makitaki epai na biso, mpe bazalaki kopengwa na maye mazali koya sima, nzoka nde yango ezali bosembo oyo endimi maye bazali na yango; loba: Mpona nini bozalaki koboma bantoma ya Allah liboso, soki bozalaki bandimi!?",""
99,2,92,"Mpe ya sôló Mûssa ayelaki bino bilembo, mpe sima naye, bozuaki mwana ngombe mpona kobondela mpe bozali babubi.",""
100,2,93,"Mpe na tango tozuaki elaka na bino mpe totombolaki likolo na bino ngomba (ya sinai): bozua na bokasi maye topesaki bino mpe boyoka, balobaki: Toyoki mpe toboyi, mpe mitema mia bango misepelaki na kosambela mwana ngombe mpo na bopengwi na bango, loba: Kondima na bino etindi bino na mabe, soki ya sôló bozali bandimi.",""
101,2,94,"Loba: Soki efandeli ya mokolo ya suka epai na Allah ezali sé mpo na bino moko bato mosusu te, bosenga liwa soki bozali na bosembo.",""
102,2,95,"Mpe bakondimaka yango te na mbeba oyo basalaki. Mpe Allah nde moyebi ya babubi.",""
103,2,96,"Mpe ya sôló, okokuta bango bazali nabokengeli makasi mpona bomoyi ya nsé koleka kutu basambeli bikeko. Moko kati na bango akosepela ete awumela mbula nkoto moko; kasi yango ekobatela ye na etumbu te soki awumeli mingi; mpe Allah azali komona maye bazali kosala.",""
104,2,97,"Loba: Oyo akozala monguna ya (anzelu) djibril, kasi ya sôló ye akitisaki yango[1] na motema nayo na ndingisa ya Allah, mpe ezali kondima na maye ekitaki liboso; yango ezali bokambemi mpe bopesi sango elamu mpona bandimi.","[1] Buku ya Allah (kurani)."
105,2,98,"Oyo akozala monguna na Allah, mpe ba anzelu naye, mpe batindami naye, mpe Djibril na Mîkâl, mpe ya sôló Allah azali monguna ya bapengwi.",""
106,2,99,"Mpe tosilaki kokitisa epai nayo bilembo bia polele. Mpe bakopengwaka na yango te sé bobele bato ya mabe.",""
107,2,100,"mpe tango inso bazali kozua elaka; eteni mosusu kati na bango bazali kobebisa yango? Kasi ebele na bango bazali kondima te.",""
108,2,101,"Mpe tango motindami ayelaki bango kowuta epai ya Allah, na bosôló ya maye bazalaki na yango, molongo moko okati ya ba oyo bazuaki buku ya Allah babwaki yango sima ya mikongo mia bango, lokola bango bayebi te.",""
109,2,102,"Mpe balandaki mabe oyo basatana balobaki na bokonzi ya Suleyman. Mpe Suleyman apengwaki te, kasi basatana nde bapengwaki na kolakisa bato bonganga na oyo ekitaki epai ya ba anzelu mibale na babilona Hârût na Mârût,[1] mpe bakotangisa moto te kino bakolobaka: Ya sôló mpenza biso tozali momekano ya mabe kasi bopengwa te. Mpe bazali kotanga epai na bango maye makokabola kati kati ya moto na mwasi naye. Mpe mabe na bango ekozua moto te sé na ndingisa ya Allah. Mpe bazali koyekola maye makonyokolo bango mpe makosunga bango te. Mpe basilaki koyeba ete oyo akosomba yango akozala na eloko te na mokolo ya suka, oyo nde mombongo ya mabe basali yango mpona milimo na bango soki bayebaki!","[1] Hârût na Mârût: ezali ba kombo ya ba anzelu"
110,2,103,"Mpe soki ata bandimaki mpe babangaki, mbele bazuaki lifuta linene epai ya Allah, soki bazalaki koyeba!",""
111,2,104,"Eh bino bandimi! boloba te ete Râ-inâ,[1] kasi boloba ete: Unzurna (botala biso). Mpe boyoka, mpe mpona bapengwi bakozalaka na etumbu enene.","[1] Râ-inâ: ezali maloba ezuami na lokota ya ba yuda: Elakisi maloba mabe, oyo bazalaki koloba likolo ya ntoma."
112,2,105,"Ba oyo bapengwa kati na baye bazua buku mpe basangisi Allah basepelaka te ete bolamu ekitela bino kowuta epai ya Nkolo na bino, nzoka nde Allah apesaka ngolu naye na oyo ye alingi. Allah nde azali Nkolo bolamu ya monene.",""
113,2,106,"Soki tobongoli mokapo to tolongoli yango, tokoya na mosusu koleka, to lokola yango. Boye oyebi te ya sôló Allah azali na makoki ya biloko binso?",""
114,2,107,"Boye oyebi te ete ya sôló Allah azali na bokonzi ya likolo na mabele, mpe bozali na mobateli mosusu te, mpe mosalisi te liboso ya Allah?",""
115,2,108,"To boye, bolingi kotuna motindami na bino ndenge moko Mûssa atunamaka liboso? Mpe moto oyo akobalola kondima na bopengwi ya sôló ye wana asili kobunga nzela.",""
116,2,109,"Mpe ebele okati ya bato ya buku,[1] bazali kolinga kozongisa bino na sima ya bondimi bwa bino bapengwi na likunya kowuta epai na bango, na sima ya koyebisa bango bosembo, bolimbisa mpe bobosana, kino mibeko mia Allah mikoya, ya sôló Allah azali na bokoki likolo ya biloko binso.","[1] Bayuda na baklisto."
117,2,110,"Mpe botelemisa losambo, mpe bopesa zakat.[1] mpe bolamu nyoso bokobimisa mpo nabino, bokokuta yango epai ya Allah, ya sôló Allah azali komona manso bozali kosala.","[1] Botala na mokapo, 43 na 83."
118,2,111,"Mpe balobaki: Moto moko akokota lola te sé azala moyuda to moklisto. Wana ezali makanisi na bango ya lokuta, loba: Bopesa bilembetele bia bino soki bozali na bosembo.",""
119,2,112,"Te, kasi oyo akomisokia epai na Allah, mpe azali mobongisi, ya sôló ye akozala na lifuta epai ya Nkolo naye. Bobangi mpe mawa ekozala te mpo na bango.",""
120,2,113,"Mpe bayuda balobaki: Baklisto bazali na eloko te, mpe baklisto balobaki: Bayuda bazali na eloko te, mpe bazali kotanga buku. Ndenge moko na ba oyo bayebi eloko te bazali koloba maloba lokola bango, kasi ya sôló Allah akosambisa bango o mokolo ya suka na maye bazalaki kokabwana.",""
121,2,114,"Nani oyo azali mabe koleka moto oyo apekisi ba masâdjid[1] ya Allah, ete batanga nkombo naye na kati, mpe aluki kobebisa yango? Bango wana bazali na ndingisa te ya kokota okati na yango. Longola sé ba oyo bazali kobanga; bakokitisama awa na nsé na kozanga lokumu, mpe o mokolo ya suka bakozala na etumbu enene.","[1] Bisika babondelaka Allah (Nzambe)."
122,2,115,"Moniele na eloli ezali ya Allah, mpe esika nyoso bokobaluka, bokokuta elongi ya Allah. Ya sôló Allah azali moyebi monene.",""
123,2,116,"Mpe balobaki: Allah azali na mwana! bopeto naye! Kasi maye mazali olikolo mpena nsé mazali ya ye; nyoso esengeli kotosa ye.",""
124,2,117,"Ye mokeli ya likolo mpe na nsé, mpe tango akani likambo, mpe ya sôló oyo akoloba: yango nde ekozalisama.",""
125,2,118,"Mpe baye batanga te balobaki ete: Mpona nini Allah asolisi biso (polele) te, too mpe elembo eyela biso? Na boye nde, bato balekaki liboso na bango, bazalaki koloba lolenge ya maloba na bango. Mitema na bango ekomaki na bokokani. Ya sôló tosili kolimbola bilembo mpo bato bazala na kondima.",""
126,2,119,"Ya sôló, totindaki yo na bosembo, mopesi sango elamu, mpe mokebisi, mpe okotunama te na ntina ya bato ya lifelo.",""
127,2,120,"Mpe bakosepela nayo te, bayuda mpe baklisto kino olanda lingomba na bango. Loba: Ya sôló, bokambi bwa Allah yango nde bokambi ya sôló. Mpe soki yo olandi mposa na bango na sima ya oyo ekomeli yo kati ya boyebi, okozala na mobateli te mpe mosungi na botiki Allah.",""
128,2,121,"Ba oyo topesaki bango buku bazali kotanga yango na botangi ya sôló, ba oyo wana bandimi na yango. Mpe baye bakopengwa na yango, bango nde bazangi.",""
129,2,122,"Eh bana ya isalayele! Bokanisa bolamu na ngai, oyo natiaki likolo na bino. Mpe ya sôló natombolaki bino likolo na mikili.",""
