"Translation Info:
#---------------------------
7,1,7,"Өзүң жакшылык берген адамдардын[1] жолуна (баштагын). Каарыңа учурагандардын жана адашкандардын[2] жолуна эмес.","[1] Ал адамдар бул дүйнө жашоосунда адашпай, Аллахка жаман көрүлбөй жашаган пайгамбарлар, шейиттер жана пайгамбарлар алып келген жолго түз-туура ээрчиген салих (таза) момундар. 
[2] Аллахтын каарына учурагандар - жөөттөр, ал эми, адашкан коомдор - христиандар. Алар “Иса - Кудай жана Кудайдын уулу” деген ишенимдеринен улам адашкан болсо, яхудилер Муса алып келген Чындык менен таанышып, аны кабыл алгандан соң, билип туруп Аллахка башка нерсени (Алтын музоону) шерик кылгандары жана көп пайгамбарларды өлтүрүшкөндүктөн улам Аллахтын каарына жолуккан."
8,2,1,"Алиф, Лам, Мим. [1]","[1] Сүрөнүн башында келген бул мааниден үзүлгөн тамгалар Ыйык Курандын муъжиза экендигин көрсөтөт. Аллах бул тамагалар менен мушриктерге (бир сүрө болсо да Куран сыяктууну ойлоп табууга) чакырык таштаганда, алар алсыз калышкан. Ал араб тилин түзгөн ушул тамгалардан турат. Арабдардын эң чечен калк болгонуна карабастан, ага окшош эч нерсе алып келе албашы Курандын Аллахтан келген вахий экендигине далил болот."
9,2,2,"Бул китепте[1] эч күмөн жок. (Ал) такыбалар үчүн туура жол.","[1] Анын Аллах таала тарабынан келгендигинде."
10,2,3,"Алар кайыпка ишенишет, намазды толук аткарышат жана Биз ырыскы кылып берген нерселерден сарпташат.",""
11,2,4,"Дагы алар, (о, Мухаммад) сага түшүрүлгөнгө (Куран-Сүннөткө) жана сенден мурда түшүрүлгөнгө (Тоорат, Инжил, Забур китептерине) да ыйман келтиришет жана Акыретке анык (эч бир шектенбестен) ишенишет.",""
12,2,5,"Ошол адамдар гана Раббиси тарабынан (келген) туура жолдо жана ошолор гана ийгиликке жетүүчүлөр.",""
13,2,6,"Чынында, сен каапырларды (тозоктон) эскертесиңби же эскертпейсиңби баары бир, ыйман келтиришпейт.",""
14,2,7,"Аллах алардын жүрөктөрүнө жана кулактарына мөөр басып, көздөрүнө парда тосуп койгон жана (Акыретте) алар үчүн чоң азап бар.",""
15,2,8,"Адамдардан кээ бирөөлөрү «Аллахка жана Акырет күнүнө ыйман келтирдик» дешет. Бирок, алар ыймандуу эмес.",""
16,2,9,"Аллахты жана ыймандууларды алдамакчы болушат, бирок өздөрүн гана алдап жатканын сезишпейт.",""
17,2,10,"Жүрөктөрүндө оору бар. Аллах оорууларын дагы күчөтүп, көбөйттү. Ошондой эле жалган сүйлөгөндөрү себептүү алар үчүн жан ооруткан азап бар.",""
18,2,11,"Эгер аларга «Жер бетинде бузукулук кылбагыла» - деп айтылчу болсо, «Биз болгону - оңдоочуларбыз» - дешет.",""
19,2,12,"Чындыгында, алар - анык бузукулар. Бирок, өздөрү (муну) сезишпейт.",""
20,2,13,"Дагы аларга «Адамдар ыйман келтиргендей ыйман келтиргиле» - деп айтылса, «(Ушул) акылсыздар сыяктуу ыйман келтиребизби?!» - дешет. Чындыгында, өздөрү анык акылсыз! Бирок, (муну) билишпейт.",""
21,2,14,"Ыймандуу кишилерге жолукканда: «Биз ыйман келтирдик» - дешет. Ал эми, өздөрүнүн шайтандары (чоңдору) менен жалгыз калышса: «Чынында, биз силер мененбиз. Биз аларды шылдың кылуудабыз» - дешет.",""
22,2,15,"Аллах аларды шылдыңдайт жана сокур болушуп (акыйкатты көрбөй), адашууларында жүрүүлөрүн узартат.",""
23,2,16,"Алар - туура жолдун ордуна адашууну сатып алышкан. (Бул) «соодалары» пайда бербеди жана туура жолго түшүшпөдү.",""
24,2,17,"Алардын мисалы от жаккан (кишилер) сыяктуу. (От) эми гана тегерегин жарытканда, Аллах (капыстан) нурун кетирип, аларды караңгылыкта, көрбөй турган абалда калтырды.",""
25,2,18,"(Дагы алардын мисалы) дүлөй, дудук жана сокур (сыяктуу). Демек, алар (адашууларынан) кайтышпайт.",""
26,2,19,"Же болбосо караңгы, күркүрөгөн, чагылгандуу асмандан нөшөрлөгөн жамгырда калгандарга окшойт. Чагылган чартылдаганда өлүмдөн коркуп, манжаларын кулактарына тыгып алышат. Аллах каапырларды курчап алуучу.",""
27,2,20,"Чагылгандын жарыгы алардын көрүүсүн бат эле алып койгонго даяр. Аларга качандыр жарык тийген сайын жүрүп алышат, караңгыласа токтоп калышат. Эгер Аллах кааласа алардын угуусун жана көрүүсүн алып коймок. Акыйкатта Аллах бардык нерсеге Кудуреттүү.",""
28,2,21,"Оо, адамдар! Силерди жана силерден алдыңкыларды жараткан Раббиңерге ибадат кылгыла, ошону менен такыбалуу болорсуңар.",""
29,2,22,"Ал силерге жерди төшөк кылып, асманды (үстүңөргө) куруп койду жана асмандан суу түшүрүп, силерге ырыскы болуу үчүн аны менен мөмө-жемиштерди чыгарды. Эми, билип туруп Аллахка (башка нерселерди) теңдеш кылбагыла!",""
30,2,23,"«Эгер силер, пендебизге (Мухаммадга) түшүргөнүбүзгө (Куранга) күмөндө болсоңор,
ошонун дал өзүндөй бир гана сүрө келтиргилечи?! Дагы Аллахтан башка (колдоочу) күбөңөрдү да чакыргыла, эгер чынчыл болсоңор!»",""
31,2,24,"Эгер силер муну жасай албасаңар, чынында силер муну эч качан жасай албайсыңар. Андай болсо, отуну адамдардан жана таштардан болгон, каапырлар үчүн даярдалган оттон (тозоктон) сактангыла!",""
32,2,25,"(Жүрөктөрү менен) ыйман келтирип, (дене мүчөлөрү менен) жакшы иштерди жасаган адамдарга, астынан дарыялар аккан бейишти сүйүнчүлө! Алар ар качан ырыскы катары бейиштен кайсы бир мөмө берилчү болсо: «Бизге бул мурда берилген болчу» - дешет. Аларга (көрүнүшү жана түсү дүйнөдөгүгө) окшош (бирок даамы тап-такыр окшобогон) мөмөлөр берилет. Алар үчүн бейиште таза-аруу жубайлар бар. Алар анда түбөлүк калышат.",""
33,2,26,"Аллах чиркейди же андан чоң же кичине нерсени мисал келтирүүдөн тартынбайт. Ыймандуулар ал (мисалдын) Раббиси тарабынан (келген) акыйкат экенин билишет. Каапырлар болсо, «Аллах муну мисал келтирүү менен эмнени каалаган?» деп айтышат. (Аллах) бул мисал менен көптөрүн адаштырат жана көптөрүн туура жолго баштайт. Дагы (Аллах) аны менен бузуку (Аллахка баш ийбеген) адамдарды гана адаштырат.",""
34,2,27,"Алар Аллахка берген убадаларын, бекемдегенден кийин деле буза беришет, Аллах улануусун буюрган нерселерди[1] үзүшөт жана жерде бузгунчулук кылышат. Дал ушул адамдар анык зыян тартуучулар!","[1] Аллах таала көп нерселерди улаганга буюрган. Маселен: Пенделер менен Өзүнүн арасын ыйман-ибадат менен, пенде жана пайгамбардын арасын ага ишенип, Сүннөтүнө моюн сунуу менен жана пенде менен ата-энеси, тууган-уруктарынын арасын мээримдүүлүк менен улап турууга буюрган. Ушул алакалардын арасынан ыйман-ибадат алакасын үзүү менен адам каапыр болот. Андан башка алакаларды үзүү менен күнөлүү болот."
35,2,28,"Силер кантип Аллахка каапыр (ыймансыз) болуудасыңар?! Силер алдын өлүк элеңер, Ал силерди (жан берип) тирилтти. Кийин силерди өлтүрүп, андан соң (кайра) тирилтет. Кийин (эсеп берүү үчүн) Анын Өзүнө кайтарыласыңар.",""
36,2,29,"Ал силер үчүн жердеги бардык нерселерди жаратып, андан соң асманды максат кылды жана аны (кынтыксыз) жети асман кылып жаратты. Ал бардык нерсени Билүүчү.",""
37,2,30,"Раббиң периштелерге: «Мен жер бетине биринин артынан бири калуучу (инсанды) жаратамын» дегенде, алар (периштелер) айтышты: «Сен ал жерде кан төгүп, бузукулуктарды жасай тургандарды жаратасыңбы?! Өзүбүз Сени даңазалап, аруулайбыз жана Сени улуулайбыз». Ал (Аллах) айтты: «Акыйкатта, Мен силер билбеген нерселерди билемин».",""
38,2,31,"(Аллах) Адамга бардык нерселердин ысымдарын үйрөттү дагы, аларды периштелерге көргөзүп, «Эгер чынчыл болсоңор, ушул нерселердин ысымдарын Мага айтып бергиле» - деди.",""
39,2,32,"(Периштелер) Айтты: «(О, Рабби! Сен Бардык кемчилдиктен) Аруу-Тазасың! Бизде илим жок. Болгону, Өзүң үйрөткөн нерселерди гана билебиз. А, Сен болсо, Билүүчү, Даанышмансың.",""
40,2,33,"Аллах: «О, Адам, аларга (Мен үйрөткөн) нерселердин ысымдарын айт» деди. (Адам) аларга нерселердин ысымдарын айтып берген соң, (Аллах) айтты: «Силерге «Мен жер жана асмандардагы (силер билбеген) кайыпты билемин жана силер ашкере кылган нерсени да, ичиңерге жашырган нерсени да билемин» деп айтпадым беле!»",""
41,2,34,"Эстегиле, Биз периштелерге «Адамга сажда кылгыла» дегенде, дароо сажда кылышты. Бир гана Иблис баш тартып, моюн толгоду жана каапырлардан болду.",""
42,2,35,"Биз айттык: «О, Адам, сен жана жубайың (Обо экөөң) бейиште жашагыла, андагы жаккан мөмөлөрдөн каалаганыңарды жегиле, бирок, мына бул даракка жакын келе көрбөгүлө. Антсеңер (өзүңөргө) зулум кылуучулардан болуп каласыңар.",""
43,2,36,"Шайтан ал экөөнү бейиштен азгырып, мекендеринен чыгарды. Кийин Биз (Адам, Обо жана шайтанга) айттык: «Бири-бириңерге душман болуп (жерге) түшкүлө! Силер үчүн жерде белгилүү убакытка (өмүр бүткөнгө) чейин орун-очок жана (жакшылыктарынан) пайдалануу бар».",""
44,2,37,"Андан кийин Адам («О, Жаратуучубуз! Биз өзүбүзгө зулум кылуучу болуп калдык» деген) сөздөрдү Раббиси тарабынан (дилине) түшүрдү. Аллах анын тообосун кабыл алды. Албетте, Аллах тооболорду кабыл алуучу, Мээримдүү.",""
45,2,38,"«Баарыңар бейиштен түшкүлө» дедик. Эми, силерге Мен тараптан туура жол келгенде, ким Менин туура жолума ээрчисе, аларга коркунуч жок жана кайгы-капага батышпайт».",""
46,2,39,"Ал эми, Биздин аяттарыбызды жалган деген каапырлар тозок ээлери болуп, анда түбөлүк калышат!”",""
47,2,40,"Оо, Исраил урпактары![1] Силерге берген нээматымды эстегиле жана Мага берген убадаңарды аткаргыла, Мен дагы силерге берген убадамды аткарамын. Менден гана корккула.","[1] Исраил урпактары алар яхудийлер (еврейлер). Анткени, Яькуб (Жакып) пайгамбардын дагы бир аты Исраил болгон. Куран Карим аяттарынын арабча текстинде Исраил урпактары «Бану Исраил» деп айтылат."
48,2,41,"Мен түшүргөн Куранга ыйман келтиргиле. (Ал) силердеги нерсени (Тооратты) тастыктап (түшкөн). Силер ага эң алгачкы каапырлардан болбогула, Менин аяттарымды арзыбаган баага сатпагыла жана жалгыз Менден гана корккула!",""
49,2,42,"Чындыкка жалганды аралаштырбагыла! Билип туруп чындыкты жашырбагыла.",""
50,2,43,"Намазды (толук) аткаргыла, зекет бергиле жана рүкү кылуучулар менен бирге рүкү кылгыла.",""
51,2,44,"Адамдарды жакшылыкка буюруп, өзүңөрдү унутасыңарбы? Силер китеп (Тоорот) окуп жүрөсүңөр го! Акылыңарды иштетпейсиңерби?!",""
52,2,45,"Сабырдан жана намаздан жардам (кубат) алгыла. Албетте, ал (намаз) оор. Бирок, (Аллахка) кичипейил кишилерге оор эмес.",""
53,2,46,"Алар «Биз Раббибизге жолугабыз жана Өзүнө кайтып барабыз» деп ишенишет.",""
54,2,47,"Оо, Исраил урпактары! Силерге берген жакшылыгымды жана (бир мезгилдерде) силерди бардык ааламдан абзел кылганымды эстегиле.",""
55,2,48,"Эч ким башка бир адамга жардам бере албай турган жана (Аллахтан уруксат болмоюнча) эч кимден шапаат[1] кабыл кылынбай турган, эч кимден (күнөөсүнөн кутулуу үчүн) акы-төлөм алынбай турган жана эч кимге жардам берилбей турган күндөн (Кыяматтан) корккула!","[1] Күнөө үчүн кечирим сурап, жазадан арачылап калуучу ортомчулук."
56,2,49,"(О, Исраил урпактары!) Эстегиле: силерди Фараондун адамдарынан Биз куткардык. Ал силерди катуу азапка салып иштетип, балдарыңарды союп[1], аялдарыңарды тирүү калтырган. Мында Раббиңер тарабынан чоң жакшылык бар эле.","[1] Силерди тукум курут кылуу үчүн"
57,2,50,"Эстегиле: силер үчүн деңизди бөлүп, силерди куткардык жана Фараондун аскерлерин чөктүрүп жибердик. Муну силер көрүп турдуңар.",""
58,2,51,"Биз Муса менен кырк күнгө убадалаштык. Ал кетээри менен силер (билип туруп) өзүңөргө зулум кылган абалда музоону кудай кылып алдыңар.",""
59,2,52,"Кийин Биз силерди ушундан соң шүгүр кылаарсыңар деп кечирдик.",""
60,2,53,"Ошондо, туура жолго түшөөрсүңөр деп Биз Мусага китепти жана Фурканды (жакшылык менен жамандыктын арасын ажыратууну) бердик.",""
61,2,54,"Ошол кезде Муса коомуна айтты: «О, коомум! Силер музоону кудай кылып алууңар менен өзүңөргө зулум кылдыңар! Эми Жаратуучуңарга тобо кылгыла, өзүңөрдү (ыймандуулар каапырларды) өлтүргүлө! Жаратуучуңардын эсебинде ушул силер үчүн жакшыраак. Аллах тобоңорду кабыл кылды! Ал - тоболорду кабыл кылуучу, Мээримдүү!",""
62,2,55,"Бир кезде силер айттыңар: «О, Муса, биз Аллахты айкын көрмөйүнчө, сага ыйман келтирбейбиз». Андан кийин силерди (бири-бириңерге) карап турган абалыңарда чагылган урду.",""
63,2,56,"Кийин Биз силерди ушундан соң шүгүр кылаарсыңар деп өлгөнүңөрдөн соң кайра тирилттик.",""
64,2,57,"(Силер чөлдө адашып жүргөндө) Биз үстүңөргө булутту көлөкө кылып, (асмандан) «манн» жана «салва» деген тамактарды түшүрдүк: Жегиле, Биз ырыскы кылып берген пакиза тамактардан! Алар Бизге зулум кылышпады, өздөрүнө зулум кылышты.",""
65,2,58,"Эстегиле, Биз: «Мына бул шаарга киргиле дагы, (аны мекен кылып), көңүлүңөр каалаган жерде кеңири жеп-ичкиле. Жана дарбазадан сажда кылган абалда «хиттатун» (О, Аллах, кечир) деп киргиле! Биз силердин катаңарды кечирип, жакшы амал кылуучуларга кошумча (сооптор) беребиз» дедик.",""
66,2,59,"Ошондо, залымдар («хиттатун» деген) сөздү, өздөрүнө айтылгандан башка (“хинтатун” деген) сөзгө алмаштырып коюшту.[1] Андан кийин Биз залымдарга бузукулук кылгандары үчүн асмандан азап түшүрдүк.","[1] Исраил урпактарын Мээримдүү Аллах таала дагы бир улук нээмат менен сынайын деп, аларга Иерусалим шаарын мекен кылып берүүнү каалады жана Аллахка моюн сунгандыктын белгиси катары, шаарга ийилип, Аллахтан кечирим сурап кирүүнү буюрду. Бирок, каапыр коом Аллахтын сөзүн башка сөзгө алмаштырып, өкүмүн мыскылдады. Сөздө кыянат кылгандар иште андан бетер кыянат кылышат. Ошондуктан, шаарга ийилип кирүүнүн ордуна көчүктөрү менен сүйрөлүп киришти. Бул каапырчылыктары алардын башына Аллахтын ар кандай балээлеринин түшүүсүнө эң чоң себептерден бири болду."
67,2,60,"Бир кезде, Муса коому үчүн суу сурап дуба кылды эле, Биз ага «Таягын менен ташты ур» - дедик. Кийин андан он эки булак оргуп чыкты. Бардык адамдар өз булактарын билишти. (Ошондо, Биз) «Аллах берген ырыскылардан жеп-ичкиле жана жер бетинде бузукулук менен ойронгерлик кылбагыла!» (дедик).",""
68,2,61,"Ошондо, силер айттыңар «О, Муса! Биз (Раббиң асмандан түшүргөн) бир түрдүү даамга сабыр-каниет кылбайбыз! Раббиңе дуба кыл, бизге жер өндүргөн жемиштерден: бадыраңдардан, сарымсактардан, буурчактардан, жасмык дандарынан, пияздардан чыгарып берсин!» Анда Муса: «Силер төмөн жемиштерди алардан жакшы нерсенин («манн» жана «сулванын») ордуна сурап жатасыңарбы?! (Каалаган) шаарга түшкүлө: сураган жемишиңер толтура! Аларга кордук-кедейлик менен (руханий) жакырлык жазылды жана Аллахтын каарына жолугушту! Анын себеби Аллахтын аяттарына каапыр болгондору жана пайгамбарларды кыянатчылык менен өлтүргөндөрү! Анын себеби, (Аллахтын өкүмүнө) каршылык кылгандары жана чектен чыккандары!",""
69,2,62,"Акыйкатта, ыйман келтиргендер, яхудийлер, христиандар жана бутка сыйынбагандардын арасынан кимиси (Жалгыз) Аллахка жана Акырет күнүнө ишенип, жакшы амалдарды жасаган болсо, Раббисинин алдында аларга арналган сооп-сыйлыктары даяр! Акыретте алар үчүн коркунуч (тозок) жок жана алар кайгы-капага батышпайт.",""
70,2,63,"Эстегиле, Биз силердин үстүңөргө Тур тоосун көтөрүп (коркутуп): “Силерге берген нерсени (Тооратты) бекем кармагыла, андагы өкүмдөрдү эсиңерге туткула, ошондо такыба болоорсуңар” деп, ант-убадаңарды алган элек.",""
71,2,64,"Андан кийин силер (убададан) кайттыңар. Эгер силерге Аллахтын пазилети жана ырайымы болбогондо, (ошол эле убакытта) зыян тартуучулардан болуп калмаксыңар.",""
72,2,65,"(О, Исраил урпактары!) Силер өзүңөрдөн бир жамааттын ишемби күн жөнүндө чектен чыкканын билдиңер. Биз аларга “Жийиркеничтүү маймылдарга айлангыла» - дедик.[1]","[1] Яхудилердин дини боюнча ишемби күндө аң уулоо арам болчу. Бирок, Дауд пайгамбардын доорундагы бир жамаат яхудилер Аллахтын динине куулук-шумдук жасашып, ишемби күн дарыя жээгине чуңкурларды оюп коюшуп, ага камалган балыктарды эртеси күн кармап кетишкен. Аллахтын өкүмүн шылдыңдаган ал яхудилер жамаатын Аллах жийиркеничтүү маймылдарга айланткан."
73,2,66,"Бул жазаны алардын алдындагы (замандаш) элдерге жана кийинки элдердин бардыгына үлгү, такыба кишилер үчүн сабак-насаат кылдык.",""
74,2,67,"Бир кезде, Муса коомуна “Аллах силерди бир уй союуга буюрду” дегенде алар: “Бизди шылдың кылып жатасыңбы” дешти. (Анда Муса) айтты: “Мен наадандардан[1] бири болуудан Аллахтан коргоо тилеймин”.","[1] Анткени, наадандар гана адамдарды мыскылдаган, пайдасы жок сөздөрдү сүйлөшөт. Адамдарды мыскылдоо акылдуу адамдын иши эмес. Муса аларга Аллахтын өкүмүн угузган болчу. Аллахтын өкүмү келгенде аны талкуулап отурбай, дароо аткарыш керек. Яхудилер болсо, өкүмдү дароо аткаруунун ордуна пайдасы жок суроолорду берүү менен баштарына ашыкча түйшүктү үйүп алышты."
75,2,68,"Алар айтышты: “Раббиңден бизге сурап бер, бизге анын (уйдун жашы) кандайлыгын айтсын”. (Муса) айтты: “Ал (Раббим) айтат: ал кары да эмес, жаш да эмес, орточо уй. Эми, (кайра-кайра сурай бербей) буюрулганды аткаргыла!”",""
76,2,69,"Алар айтышты: “Раббиңден сура, бизге анын түсүн айтсын”. Муса: “Анын (Раббимдин) айтышынча, ал көргөндүн көзүн кубанта турган сап-сары түстүү болот” - деди.",""
77,2,70,"(Дагы) алар: “Раббиңе дуба кыл анын кандайлыгын түшүндүрсүн! Чынында, уй бизге күмөндүү болуп калды. (Ушуга жооп берсең) Аллах кааласа, туура жолго түшүп алабыз” - дешти.",""
78,2,71,"(Муса) айтты: “Анын (Аллахтын) айтуусуна караганда, ал жер айдап кор болбогон, эгиндерди сугарбаган,[1] эч бир (жеринде) айыбы жок, анда өзүнүн түсүнөн башка түс да жок”. Алар: “Мына эми чындыкты айттың”- дешти жана (наадандык менен, эзмеленип, ашыкча суроолор бергени себептүү «уйду сойгула» деген буйрукту) аткара албай кала жаздашты.","[1] Кээ бир өлкөлөрдө өгүз менен кудуктан суу тартып чыгарышкан."
79,2,72,"(Эй, Исраил урпактары!) Эстегиле, силер бир жанды өлтүрүп, ал жөнүндө (аны ким өлтүргөнү жөнүндө) талашып калдыңар, Аллах болсо, жашырган нерсеңерди ачыкка чыгаруучу.",""
80,2,73,"Анан Биз: “Уйдун бир бөлүк эти менен аны ургула, (ал тирилет)” дедик. Аллах өлүктөрдү мына ушинтип тирилтет жана силерге, акылыңарды иштетишиңер үчүн (кудуретинин) белгилерин көргөзөт.",""
81,2,74,"Андан соң: ушундан кийин деле жүрөгүңөр катып калды! Жүрөгүңөр таш сыяктуу! Же (андан да) катуураак! Анткени, алардын кээ бирлеринен дарыялар атырылат, кээ бирлери жарылып, андан суу чыгат, кээ бирлери болсо, Аллахтан коркконунан (бекем турган жеринен) кулап кетет. Аллах силер жасаган иштерден кабарсыз эмес!",""
82,2,75,"(Оо, ыймандуулар!) Силер алардын (китеп ээлеринин) ыйманга келүүсүнөн үмүт кыласыңарбы? (Үмүт кылбай эле койгула.) Алардан бир топтору Аллахтын сөздөрүн угуп, акылдары жетип, билип калгандан кийин деле (өз каалоолоруна ылайыктап) өзгөртүп жиберишет.",""
83,2,76,"(Кээ бир мусулмандардын үмүт кылгандары жөн жеринен эмес эле. Анткени, алардын арасындагы эки жүздүүлөрү): ыймандуу кишилерге жолуккан кезде “Биз ыйман келтирдик” дешет. Эгер өздөрүнчө калышса “Эмне, аларга (мусулмандарга) Аллах силерге (Тоорат китебинде) ачык айткан нерсе жөнүндө Раббиңердин алдында өзүңөргө (каршы) далил келтирүүлөрү үчүн айтып жатасыңарбы? Акылыңарды иштетпейсиңерби?!” - дешет.[1]","[1] Аллах таала Тооратта Мухаммад саллаллоху алайхи ва салламдын чыныгы пайгамбар экенин ачык айткан жана муну яхудийлер жакшы билишкен. Бирок, алар муну мусулмандардан бекитишет болчу. Ал эми жанагы эки жүздүүлөрү мусулмандарга жолугуп “Биз деле Мухаммадга ыйман келтиребиз” десе, башка бирөөлөрү аларды жемелеп “Эмнеге Аллах силерге (Тоорат китебинде) ачык айткан нерселерди мусулмандарга айтып жатасыңар?! Ушул сөзүңөрдү Кыяматта, Раббиңердин алдында өзүңөргө каршы далил кылса эмне кыласыңар?! Акылыңарды иштетпейсиңерби?!” дешкен."
84,2,77,"(Китеп ээлери) ичине каткан сырларын да, ашкере нерселерин да Аллах билип турушун билишпейби?",""
85,2,78,"Алардын арасында сабатсыздары да бар. Алар китепти (Тооротту) билишпейт. Жалаң күмөндөрдү гана билишет. Алар (пайгамбарчылык жөнүндө) күмөндө гана болушат.",""
86,2,79,"Өз колдору менен китеп жазып, аны арзыбаган баага сатуу үчүн “Бул Аллахтан келген (китеп)” дей турган адамдарга катуу азап (тозок) болсун! Аларга өз колдору менен жазгандары (ыйык китепти бурмалагандары) үчүн азап болсун! Аларга (арамдан) тапкан пайдалары үчүн азап болсун!",""
87,2,80,"(Китеп ээлери) “Бизди тозок кармабайт, кармаса да (анда) саналуу күндөр (кармайт)” дешет. (Оо, Мухаммад) Сен айткын: “Эмне, силер Аллахтан убада-келишим алдыңар беле?! Аллах эч качан убадасына кыянат кылбайт. Же болбосо, өзүңөр билбеген нерселерди Аллахка (оодарып) сүйлөп жатасыңарбы?!",""
88,2,81,"Жок! (Андай эмес!) Ким бир күнөө (ширк) кылса жана күнөөлөрү аны ороп-чырмап алган болсо, тозото болушат жана анда түбөлүк калышат!",""
89,2,82,"Ал эми, (Аллахка, периштелерге, китептерге, пайгамбарларга) ыйман келтирип, салих (жакшы)[1] амалдарды жасагандар бейиш ээлери жана анда түбөлүк калышат.","[1] Амалдар эки шарт менен салих (жакшы) амал болот: 1) Ыклас менен б. а. Аллахтын ыраазычылыгы үчүн гана жасалса. 2) Пайгамбар саллаллоху алайхи ва салламдын Сүннөтүнө (жолуна) ылайык болсо."
90,2,83,"Эстегиле, Биз Исраил урпактарынан “Аллахтан башка Кудайга сыйынбагыла, ата-энеңерге, тууган-уругуңарга, жетимдерге, бей-бечараларга жакшылык кылгыла, адамдарга жакшы сөз айткыла, намазды толук аткаргыла жана зекетти бергиле” деп ант-убада алган элек. Кийин силер – бир аз кишиден башкаңар – жүзүңөрдү үйрүп (каапыр болуп) кеттиңер.",""
91,2,84,"Ошондо, Биз силер менен: “Бири-бириңердин каныңарды төкпөйсүңөр, журтуңардан сүргүн кылбайсыңар” деп убадалашканда, силер буга күбө болуп туруп, моюнга алган элеңер.",""
92,2,85,"Кийин, Оо, силер! Өзүңөрдү (бири-бириңерди) өлтүрүп, өзүңөрдүн бир бөлүгүңөрдү журттарынан сүргүн кылып, күнөө жана зулум менен аларга (шериктештериңерге) жардам берип жатасыңар. Эгер алар (силерге каршы согушкан диндештериңер) силердин алдыңарга туткун болуп келсе, аларга фидья (акы) төлөп чыгарып да аласыңар. Аларды сүргүн кылуу силер үчүн арам кылынган эле го?! Эмне, силер китептин (Тоораттын) бир бөлүгүнө ишенип, бир бөлүгүнө ишенбейсиңерби?![1] Силердин араңардан ким бул ишти жасаса, (Китептин бир өкүмүн аткарып, башкасын аткарбаса) анын жазасы бул дүйнө жашоосунда кордук жана Кыяматта катуу азапка жолугушат. Аллах силердин ишиңерден бейкапар эмес.","[1] Тооратта согуш туткундарына акы төлөп, бошотуп кетүүгө уруксат берилген болчу. Медина яхудилери өз ара согуштарда жеке каалоолоруна ылайык келгени себептүү бул өкүмдү аткарышат эле. Бирок, ошол эле учурда Тоораттагы “бири-бириңерди өлтүрбөгүлө, сүргүн кылбагыла” деген буйрукту аткарышпайт болчу. Ошондуктан Аллах таала аларды «Эмне, силер Китептин (Тоораттын) бир бөлүгүнө ишенип, бир бөлүгүнө ишенбейсиңерби?!» деп каарып жатат."
93,2,86,"Дал ошолор гана Акыреттин ордуна дүйнө жашоосун сатып алган адамдар! Алардан азап жеңилдетилбейт жана аларга жардам дагы берилбейт!",""
94,2,87,"Биз Мусага Китепти (Тооратты) бердик жана анын артынан (Тоорат менен өкүм кылуучу) пайгамбарларды жибердик. Биз Марямдын уулу Исага да Өзүбүздүн анык моожизаларыбызды берип, аны Ыйык Рух[1] менен колдодук. Ар качан бир пайгамбар силердин каалооңорго жакпаган нерсени (динди) алып келсе, силер (ыйманга келүүдөн) текеберленип жана ал пайгамбарлардан бир бөлүгүн жалганчы деп, айрымдарын өлтүрө бересиңерби?!","[1] Аяттагы «Ыйык Рухту» кээ бир тафсирчи аалымдар Жебирейил периште десе, кээ бирөөлөрү «Аллах тарабынан пендесин кубаттоо үчүн берилген ыйман» деп түшүндүрүшөт."
95,2,88,"(Яхудилер) “Жүрөктөрүбүз кулпуланган” дешет. Андай эмес, Аллах аларга каапырчылыктары себептүү наалат жаадырган. (Ошондуктан) алардын өтө азы ыйман келтиришет.",""
