"Translation Info:
#---------------------------
95,2,88,"Ɓe mbi'i ɓerɗe amen ɗee ko uddiiɗe, accu tan ko Alla huɗi ɓe sabu keefeeru maɓɓe, na famɗi ko ɓe ngoongɗinta.",""
96,2,89,"Nde deftere ari e maɓɓe iwde e Alla, ende nuunɗina ko ɓe njogii ado ɗuum ɓe ngonndoo ko wallitoraade ɗum dow ɓeen yedduɓe nde ko ɓe nganndi ko ari he maɓɓe ɓe njeddi ɗum, yo kuɗdi Alla won he heeferɓe.",""
97,2,90,"Bone wonii he koɓe coodiri ko'e maɓɓe nde ɓe njeddi -e tooñe- ko Alla jippini , Alla jippinta ɓural Makko dow mbo O welaa e jeyaaɓe Makko ɓe kaandii e tikkere mawnde, heeferɓe ɓee na keɓa lette bonɗe.",""
98,2,91,"Si ɓe mbi'aama ngoongɗinee ko Alla jippini koo ɓe mbi'a min ngoongɗinii ko jippinaa he amen ɓe njedda ko wonaa ɗuum te ko ɗuum woni goonga nuunɗinɗo ko ɓe njogii, wi' ɓe ko waɗi oɗon mbarannoo (mbaratnoo) annabaaɓe Alla ɓee so tawno oɗon ngoongɗini.",""
99,2,92,"Nde Muusaa addani on laɓɓinale njogiti-ɗon gool oo ɓaawo makko onon ko on tooñooɓe.",""
100,2,93,"Min ɓamii he mon fodoore min ɓamti dow mon haayre Tuur ƴettiree ko min ngaddani on koo he semmbe nanee, ɓe mbi'i min nanii min ngoopi , ɓerɗe mum en ɗe keewi dak rewde gool oo he keefeeru maɓɓe, wiy bone wonii he ko goongɗingol mon yamiri on so tawno oɗon ngoongɗini.",""
101,2,94,"Wi' so tawii ko onon tan keɓata aljanna to laakara njeloɗee maayde so tawii ko on goongɗuɓe.",""
102,2,95,"Ɓe njelotaako nde muk sabu ko juuɗe maɓɓe ngardini , Alla Ombo anndi tooñooɓe ɓee.",""
103,2,96,"Ma a taw ko kamɓe ɓuri reerɗude he nguurndam e ɓeen renndinɓe e Alla, gooto he maɓɓe ina yiɗi wuurde duuɓe ujunere wuurde mbo ko juuti woɗɗintaa mo lette Alla mo yi'a golle maɓɓe.",""
104,2,97,"Wiy kala gonɗo gaño Jibriilu yo anndu ko kanko yottini Kur'aana nder ɓernde maa e yamiroore Alla nde nuunɗini defte ɗe ɓe njogii ko nde peewal e malu goongɗinɓe.",""
105,2,98,"Kala gonɗo gaño Alla e malaykaaɓe Makko e nulaaɓe Makko e Jibriil e Miika'il Alla dey ko gaño heeferɓe ɓee.",""
106,2,99,"Min njippinii he maa maandeeji laɓɓinooji alaa jeddoowo ɗi sonaa faasigeeɓe ɓee.",""
107,2,100,"Wolla kala nde ɓe piɓi aadi wooda e maɓɓe firtuɓe mbo accu tan ɓurɓe heewde e maɓɓe ngoongɗinaani.",""
108,2,101,"Nde Nulaaɗo Alla ari e maɓɓe ombo goongɗina ko ɓe njogii koo, woodi heen sete salii rontii deftere Alla nde wa'i no ɓe nganndaa nii.",""
109,2,102,"Ɓe ndewi ko seyɗaneeji njannganta he laamu Suleymaan , Suleymaanu yeddaani kono ko seyɗaneeji ɗi njeddi eɗi nganndina yimɓe mbilewu he ko jippinaa dow malaykaaɓe ɗiɗo to Baabil , Haaruut e Maaruut kala nde ɓe nganndini goɗɗo ɓe mbi'a minen dey ko min fitina taa yeddu, ɓe njnnga he maɓɓe no ɓe ceerndirta neɗɗo e debbo mum, ɓe lorataa hay gooto sinaa e yamiroore Alla, eɓe njannga ko bonnanta ɓe nafataa ɓe, ɓe nganndii kala battindirɗo ɗum alaa geɗal to laakara , ndaw ko bone ko ɓe mbattiti ko'e maɓɓe tawiino ɓe nganndi.",""
110,2,103,"Sinndo ɓe ngoongɗiniino ɓe kuli Alla ko mbarjaari immorde he Alla ɓuri moƴƴude so ɓe ngannduno.",""
111,2,104,"Onon goongɗinɓe taa mbi'ee aynu min mbi'ee ndaar (fadir) min nanee, heeferɓe ɓee na keɓa lette. muusɗe.",""
112,2,105,"""Ɓeen yimɓe deftere yedduɓe e renndinɓe e Alla njiɗataa joom mon jippina he mon moƴƴere, Alla noon ko mbo o welaa o heertinta yurmeend makko, Allah ko joom ɓural mawngal.""",""
113,2,106,"Kala nde Min itti aaye maa min momti mbo Min ngadda ɓurɗo mbo maa wano mbo mbela a anndaa Alla mo waawi kala huunde",""
114,2,107,"Mbela a anndaa wonde ko Alla jeyi laamu asamaanji e lesdi on ngalaa keedanoowo mon wolla ballo sonaa Alla.",""
115,2,108,"Wolla njiɗ-ɗon ko naamnaade nulaaɗo mon o wano (hono) no Muusaa naamnoranoo ko adi,i kala mbo wattiti goongɗingol keefeeru oon o majjii laawol peewngol.",""
116,2,109,"Heewɓe e yimɓe deftere ina njiɗi ruttude on heeferɓe ɓaawo goongɗingol mon sabu ngañgu pittaali mumen caggal nde ɓe laaɓaa goonga oo , njaafee ngaccanon haa yamiroore Alla ara , Alla ko kattanɗo kala huunde.",""
117,2,110,"Ñiiɓnee juulde tottiree asakal kala moƴƴere nde ngardinan-ɗon ko'e mon maa on tawnde to Alla ko Kanko Alla woni ji'oowo ko ngolloton.",""
118,2,111,"Ɓe mbi'i alaa naatoowo aljanna sonaa Yahuude maa nasaaraajo ɗuum woni muuyaande maɓɓe, wiy ɓe ngaddee finnde mooɗon so tawii ko on goongɗuɓe.",""
119,2,112,"Ko goonga kala mbo totti yeeso makko Alla o mo woni moƴƴinɗo, ina woodani mo mbarjaari ɗo joom makko, kulol alanaa ɓe ɓe cunotaako.",""
120,2,113,"Yahuud en mbi'i nasaara en ngonaani he hay huunde nasaara en mbii yahuud en ngonaani he hay huunde, tawa eɓe njannga deftere nde, ko hono ngol konngol ɓe nganndaa ɓee mbi'noo ko Alla ñaawata luural hakkunde maɓɓe ñande darnga.",""
121,2,114,"Hombo ɓuri tooñde oon kaɗoowo yoo innde Alla jante nder juulirɗe ombo daranii bonnude ɗe , ɓeen potaani naatde ɗe so wonaa e kulol, ɓe keɓa koyeera e aduna ɓe keɓa lette mawɗe to laakara.",""
122,2,115,"Fuɗnaange e hirnaange ko Alla woodani kala heen ɗo kuccit-ɗon, toon ko yeeso Alla, pellet Alla noon ko jaajɗo e ganngal Makko piiltingal.",""
123,2,116,"Ɓe mbi'i Alla mo jogitii ɓiɗɗo senaande woodanii mo, nganndee kala ko woni e asamaanji e lesdi ko Kanko woodani fof na ɗoftoo mo.",""
124,2,117,"Puɗɗuɗo asamaanji (ndowguuji ) ɗii e lesdi ndi, so o ñaawii huunde o wi'ata ɗum tan ko: won ɗum wona.",""
125,2,118,"Ɓe nganndaa ɓee mbi'a mate Alla haaldataa he min wolla o addana min maande, ko noon adinooɓe maɓɓe mbi'noo ɓerɗe maɓɓe nanndii , goonga tigi min laɓɓinii maandeeji ɗii wonande yimɓe yananaaɓe ɓee .",""
126,2,119,"Minen min nelirii ma goonga ngonaa beltinoowo jeertinoowo, a naamnetaake yimɓe jayngol Jahannama.",""
127,2,120,"Yahuud e nasaara en mbeletaake ma haa njokkaa laawol maɓɓe , wi' ɓe nganndee ko peewal Alla woni peewal so a jokkii beleeɗe maɓɓe ɓaawo nde keɓɗaa ganndal ,ndeen woodantaa ma to Allah keedo wonaa ballo ne .",""
128,2,121,"Ɓeen ɓe min ngaddani deftere ndee eɓe nde njannga no haaniri ko ɓeen tigi ngoongɗini nde, kala mbo yeddi nde ko ɓeen tigi ngoni bonnoraaɓe.",""
129,2,122,"Onon ɓiɓɓe Isra'iil ciftoree moƴƴereeji am ɗi mi waɗanii on, Miin tigi waɗi on ɓurɓe he winndere ndee.",""
130,2,123,"Kulee ñande fittaandu alaa ko waawani fittaandu woɗndu te ndu jaɓantaake coodtiigu kadi tefaneede nafataa ndu, ɓe keɓataa ballo.",""
131,2,124,"Nde Alla humpitori Ibrahiima konngi o timmini ɗi, o wi'i: Miin Mi waɗat ma gardotooɗo yimɓe ɓe, Ibarahiima wi'i waɗ ɗum kadi he ɓesngu am o wi'i tooñooɓe ɓee keɓataa fodoore am.",""
132,2,125,"Nde min mbaɗi suudu nduu ruttorde yimɓe e hoolaare , njokito-ɗee darnde Ibrahiima wona juulirde, min ngaadanii Ibrahiima e Ismaa'iila yo ɓe laɓɓin suudu am nduu ngam wanngotooɓe e ufnotooɓe e juulooɓe.",""
133,2,126,"Nde Ibrahiima wi'i joom am waɗan min nduu suudu leydi hoolniindi njeɗaa yimɓe mayru ɓiɓɓe leɗɗe wonande goongɗinɓe Alla e ñande wattan O wi'i kala jedduɗo mi weltina mo seeɗa fawoo heen mi fa'na mon lette jayngol e battane bonɗe.",""
134,2,127,"Nde Ibrahiima e Isma'iila ɓamtatnoo dosɗe suudu ndu eɓe mbi'a Jooma amen jaɓan min ko Aan woni nanoowo gannduɗo fof.",""
135,2,128,"Jooma amen waɗ min jebbiliiɓe mbaɗaa he ɓesngu amen leñol juulɓe yo a hollu min tinndinorɗe dewe amen njaafo-ɗaa min ko Aan tigi woni jaafotooɗo jurmotooɗo.",""
136,2,129,"Jooma amen waɗ e maɓɓe nulaaɗo ombo janngina ɓe aayeeje maa o anndina ɓe Kur'aana maa oo e sunna oo, o laɓɓina ɓe ko Aaan tigi woni jaaliiɗo ñeeñɗuɗo.",""
137,2,130,"Alaa ɗuurnotooɗo (calotooɗo) laawol Ibrahiima sonaa mbo fittaandu makko ɗaayi nganndee min cuɓiima mo he aduna kanko o jeyaa ko he moƴƴuɓe to laakara.",""
138,2,131,"Nde Joom mum wi'i mo jaɓan am ngonaa juulɗo o wi'i mi jaɓanii Joom binnde ɗee.",""
139,2,132,"Ibrahiima wagganiino ɗi ɓiɓɓe mum, Yaakuub kadi waɗi noon, onon ɓiɓɓe am Alla suɓaniima on diine ɗe taa maayee sonaa ko on juulɓe.",""
140,2,133,"Mbela on ceediima nde maayde arani Yaakuuba nde o wi'i ɓiɓɓe makko ɓee holko ndewoton caggal am ɓe mbi'i min ndewata ko deweteeɗo maa oo e deweteeɗo baabiraaɓe maa Ibrahiima e Isma'iila e Ishaak deweteeɗo gooto minen ko oon min njebbilanii.",""
