"Translation Info:
#---------------------------
46,2,39,"Ndërkaq, ata që i mohojnë dhe i përgënjeshtrojnë ajetet Tona, do të jenë banorë të Zjarrit, ku do të qëndrojnë përgjithmonë.""",""
47,2,40,"O bijtë e Israilit[6], kujtoni dhuntitë e Mia me të cilat ju kam begatuar dhe përmbushni premtimin që ma keni dhënë, që edhe Unë të përmbush premtimin që jua kam dhënë, si dhe vetëm nga Unë frikësohuni!","[6] Israili është Jakubi (paqja qoftë mbi të!), kurse bij të Israilit quhen pasardhësit e tij."
48,2,41,"Besoni në atë (Kuran) që e kam zbritur si vërtetues të asaj që është me ju dhe mos u bëni të parët që e mohoni atë. Po ashtu, mos i shitni ajetet e Mia për ndonjë çmim të ulët dhe kini frikë vetëm nga Unë.",""
49,2,42,"Mos e përzieni të vërtetën me të pavërtetën dhe mos e fshihni të vërtetën me vetëdije.",""
50,2,43,"Faleni namazin, jepeni zekatin dhe përkuluni në ruku bashkë me ata që përkulen.",""
51,2,44,"Vallë, si i urdhëroni njerëzit të bëjnë mirë, kurse veten e harroni, ndërkohë që ju e lexoni Librin (Teuratin)?! A nuk mendoni?!",""
52,2,45,"Kërkoni ndihmë me durim e me namaz! Kjo[7] është njëmend e vështirë, përveçse për të përulurit,","[7] Namazi."
53,2,46,"të cilët janë të bindur se do ta takojnë Zotin e tyre dhe se do të kthehen tek Ai.",""
54,2,47,"O bijtë e Israilit, kujtoni dhuntitë e Mia me të cilat ju pata begatuar dhe ju pata ngritur mbi të gjithë njerëzit (e asaj kohe)!",""
55,2,48,"Dhe frikësojuni Ditës kur askush nuk do të mund t'i bëjë dobi askujt, kur nuk do të pranohet as ndërmjetësim, as shpagesë e as që do të ndihmohen.",""
56,2,49,"Kujtoni kur ju shpëtuam nga populli i Faraonit, të cilët ju shkaktonin shumë vuajtje: jua thernin djemtë dhe jua linin të gjalla vajzat. Kjo ishte një sprovë e madhe nga Zoti juaj.",""
57,2,50,"Kujtoni si e çamë detin për ju dhe ju shpëtuam, kurse njerëzit e Faraonit i fundosëm para syve tuaj.",""
58,2,51,"Kujtoni kur Ne i caktuam Musait dyzet net (për takimin me të), ndërkohë ju e adhuruat viçin në mungesë të tij e u bëtë të padrejtë.",""
59,2,52,"Pastaj ju falëm, që të bëheni mirënjohës.",""
60,2,53,"Kujtoni kur ia dhamë Musait Librin (Teuratin) dhe Dalluesin[8], që të përudheni.","[8] Përmes të cilit dallohet e vërteta nga e pavërteta."
61,2,54,"Kujtoni kur Musai i tha popullit të vet: ""O populli im, ju i bëtë padrejtësi vetvetes duke adhuruar viçin, kështu që kthehuni të penduar te Krijuesi juaj dhe vritni njëri-tjetrin. Kjo është më mirë për ju para Krijuesit tuaj. Ai jua pranoi pendimin, sepse Ai është Pranuesi i pendimit, Mëshirëploti.""",""
62,2,55,"Dhe kujtoni kur thatë: ""O Musa, ne nuk do të të besojmë derisa ta shohim Allahun haptazi!"", e në atë çast ju goditi rrufeja, ndërkohë që ju po shihnit.",""
63,2,56,"Mandej, ju kthyem në jetë pas vdekjes suaj, që të falënderoni.",""
64,2,57,"Ju bëmë hije përmes reve dhe ju zbritëm menën[9] dhe thëllëza, duke thënë: ""Hani nga të mirat që jua kemi dhënë!"" Ata nuk na bënë keq Neve, por i bënë keq vetvetes (duke qenë mosmirënjohës).","[9] Mena: një pije e ëmbël si mjalti."
65,2,58,"Kujtoni kur thamë: ""Hyni në këtë qytet dhe hani në të lirshëm çkado që dëshironi. Hyni në portë të përkulur, duke thënë ""Falna!"", që t'jua falim gabimet. Ne ua shtojmë shpërblimet vepërmirëve.""",""
66,2,59,"Zullumqarët e ndryshuan atë fjalë me një tjetër që nuk u ishte kërkuar, prandaj Ne zbritëm mbi ta një dënim nga qielli për shkak të mosbindjes së tyre.",""
67,2,60,"Dhe kujtoni kur Musai kërkoi ujë për popullin e tij e Ne i thamë: ""Bjeri shkëmbit me shkopin tënd!"" Atëherë, nga ai shpërthyen dymbëdhjetë burime dhe secili fis e dinte burimin e vet. Ne u thamë: ""Hani e pini nga begatitë e Allahut dhe mos bëni mbrapshti në tokë!""",""
68,2,61,"Kujtoni kur thatë: ""O Musa, ne nuk po mund të durojmë vetëm një lloj ushqimi, prandaj lute Zotin tënd që të na japë nga gjërat që mbijnë në tokë: perime, tranguj, drithëra, thjerrëza dhe qepë."" Ai tha: ""Vallë, a doni ta ndërroni atë që është më e mirë me atë që është më e dobët?! E po, zbritni në cilindo qytet, aty do të gjeni atë që po kërkoni."" Kështu, mbi ta ra poshtërimi e mjerimi dhe tërhoqën mbi vete zemërimin e Allahut, për shkak se i mohonin ajetet e Allahut dhe i vrisnin pejgamberët pa kurrfarë të drejte; kjo ndodhi ngaqë kundërshtonin dhe i tejkalonin kufijtë.",""
69,2,62,"Sigurisht, ata që besojnë (nga umeti i Muhamedit), hebrenjtë, të krishterët dhe sabianët – të gjithë ata që besuan Allahun e Ditën e Gjykimit dhe bënë vepra të mira – e kanë shpërblimin te Zoti i tyre dhe për ta nuk do të ketë frikë e as që do të pikëllohen.[10]","[10] Këtu bëhet fjalë për ata që i besojnë të dërguarit të fundit, Muhamedit (paqja dhe bekimi i Allahut qofshin mbi të!), si dhe për ata hebrenj, të krishterë dhe sabianë të cilët u kishin besuar në mënyrë të denjë pejgamberëve të tyre, para ardhjes së Muhamedit. Ndërkaq, pas ardhjes së pejgamberit të fundit, të gjithë duhet ta ndjekin atë."
70,2,63,"Kujtoni kur e morëm besën tuaj dhe e ngritëm mbi ju malin Tur, duke thënë: ""Mbajeni fort atë që jua dhamë (Teuratin) dhe kujtoni atë që përmban ai, në mënyrë që të bëheni të devotshëm.""",""
71,2,64,"Por, pas kësaj ju kthyet shpinën dhe, po të mos ishte mirësia dhe mëshira e Allahut ndaj jush, ju do të ishit të humbur.",""
72,2,65,"Ju e dini mirë ngjarjen e atyre që tejkaluan kufijtë lidhur me ditën e shtunë, të cilëve u thamë: ""Bëhuni majmunë të përbuzur!""",""
73,2,66,"Këtë ndëshkim e bëmë paralajmërim për bashkëkohësit e tyre dhe për ata që do të vijnë më pas si dhe këshillë për të devotshmit.",""
74,2,67,"Kujtoni kur Musai i tha popullit të vet: ""Allahu po ju urdhëron të therni një lopë"", ndërsa ata thanë: ""A po tallesh me ne?!"" Ai tha: ""Allahu më ruajttë, që të mos bëhem prej të paditurve!""",""
75,2,68,"Ata thanë: ""Lute Zotin tënd të na e shpjegojë si duhet të jetë ajo!"" Ai tha: ""Allahu thotë se ajo duhet të jetë një lopë as e moçme, as e re, por e mesme; pra, bëjeni atë që ju është urdhëruar!""",""
76,2,69,"Ata thanë: ""Lute Zotin tënd të na e shpjegojë çfarë ngjyre duhet të ketë ajo!"" Ai tha: ""Allahu thotë se ajo duhet të jetë një lopë me ngjyrë të verdhë të ndezur, që u pëlqen atyre që e shohin.""",""
77,2,70,"Ata thanë: ""Lute Zotin tënd të na e shpjegojë qartë si duhet të jetë ajo, sepse të gjitha lopët na duken njësoj e ne, në dashtë Allahu, do ta gjejmë atë.""",""
78,2,71,"Ai tha: ""Allahu thotë se ajo duhet të jetë një lopë e pastërvitur për të lëvruar tokën a për të ujitur arat, e patëmetë dhe pa ndonjë njollë."" Ata thanë: ""Eh, tash na e solle të vërtetën."" Kështu, e therën atë, por pothuajse e lanë pa therur.",""
79,2,72,"Kujtoni kur vratë një njeri dhe u grindët në lidhje me të, porse Allahu e nxori në shesh atë që e fshihnit.",""
80,2,73,"Ne ju thamë: ""Goditeni atë me një pjesë të saj (lopës)."" Kështu Allahu i rikthen të vdekurit në jetë dhe jua tregon shenjat e Tij, në mënyrë që të kuptoni.",""
81,2,74,"Por, pas kësaj, zemrat tuaja u ngurtësuan e u bënë si gur, madje edhe më të ngurta. Në të vërtetë, ka gurë nga të cilët burojnë lumenj, ka të atillë që çahen dhe prej tyre rrjedh uji, si dhe ka edhe të atillë që shemben nga frika e Allahut. Allahu nuk është i pavëmendshëm ndaj asaj që veproni.",""
82,2,75,"Vërtet shpresoni që ata (hebrenjtë) do t'ju besojnë juve (muslimanëve), ndërkohë që disa prej tyre e dëgjonin Fjalën e Allahut dhe e shtrembëronin me vetëdije pasi e kuptonin?!",""
83,2,76,"Kur takohen me besimtarët, thonë: ""Ne besojmë"", por, kur mbesin vetëm me njëri-tjetrin, thonë: ""A dëshironi t'u tregoni atyre për atë që jua ka shpallur Allahu (në Teurat), që të kenë dëshmi kundër jush para Zotit tuaj? A nuk po mendoni?""",""
84,2,77,"Por, a nuk e dinë ata se Allahu e di mirë çfarë fshehin dhe çfarë shfaqin haptazi?",""
85,2,78,"Në mesin e tyre ka edhe të paditur, që nuk e njohin Librin (Teuratin), përveç leximit të tij, prandaj mbështeten vetëm në hamendje.",""
86,2,79,"Mjerë ata që e shkruajnë Librin me duart e tyre (duke e shtrembëruar atë) e pastaj thonë: ""Kjo është prej Allahut"", për të nxjerrë me këtë ndonjë fitim të parëndësishëm. Mjerë ata për atë që kanë shkruar duart e tyre dhe mjerë ata për atë që kanë fituar!",""
87,2,80,"Ata thonë: ""Ne nuk do të na prekë Zjarri, përveçse disa ditë të numëruara."" Thuaju: ""A keni marrë ndonjë premtim nga Allahu, ndërkohë Allahu nuk e thyen premtimin, apo po thoni për Allahun diçka që nuk dini?""",""
88,2,81,"Përkundrazi, ata që mëkatojnë (duke adhuruar dikë tjetër pos Allahut) dhe pushtohen nga fajet e veta, do të jenë banorë të Zjarrit, ku do të qëndrojnë përgjithmonë.",""
89,2,82,"Ndërkaq, ata që besojnë dhe bëjnë vepra të mira, do të jenë banorë të Xhenetit, ku do të qëndrojnë përgjithmonë.",""
90,2,83,"Kujtoni kur morëm besën tuaj, o bijtë e Israilit, se do ta adhuroni vetëm Allahun, do të silleni mirë me prindërit, të afërmit, jetimët dhe të varfrit, se do t'u thoni njerëzve fjalë të mira, do ta falni namazin dhe do ta jepni zekatin. Por, pastaj ju kthyet shpinën, përveç një pakice prej jush, duke u shmangur.",""
91,2,84,"Po ashtu, kujtoni kur morëm besën nga ju që të mos derdhni gjakun e njëri-tjetrit dhe që të mos dëboni njëri-tjetrin nga vendbanimi juaj. Ju e pranuat këtë dhe po e dëshmoni.",""
92,2,85,"Megjithatë, jeni ju ata që vrisni njëri-tjetrin dhe dëboni një grup prej jush nga vendbanimi i tyre, duke bashkëpunuar kundër tyre padrejtësisht e armiqësisht. Ndërkaq, kur ju vijnë të robëruar, ju i lironi ata (duke paguar shpërblesë), ndonëse dëbimi i tyre është i ndaluar për ju. Pra, a i besoni një pjese të Librit (Teuratit), ndërsa e mohoni pjesën tjetër?! E çfarë mund të presin tjetër ata që veprojnë kështu, përveç poshtërimit në jetën e kësaj bote, kurse në Ditën e Kiametit do të dërgohen në dënimin më të rëndë! Allahu nuk është i pavëmendshëm ndaj asaj që veproni.",""
93,2,86,"Këta janë ata që e kanë blerë jetën e kësaj bote me botën tjetër, prandaj atyre nuk do t'u lehtësohet dënimi e as që do të ndihmohen.",""
94,2,87,"Ne ia dhamë Musait Librin (Teuratin) dhe pas tij çuam radhazi të dërguar. Ndërkaq, Isait, të birit të Merjemes, ia dhamë provat e qarta dhe e mbështetëm me Shpirtin e Dëlirë (Xhibrilin). Sa herë që ju vinte ndonjë i dërguar me diçka që nuk ju pëlqente, ju tregoheshit mendjemëdhenj, prandaj disa i quanit gënjeshtarë e disa i vrisnit.",""
95,2,88,"Ata thonë: ""Zemrat tona janë të vulosura."" Jo, por Allahu i ka mallkuar ata për shkak të mohimit të tyre, prandaj shumë pak besojnë.",""
96,2,89,"E, kur u erdhi atyre një Libër nga Allahu (Kurani), i cili vërtetonte atë që gjendej tek ata (Teuratin dhe Inxhilin), – ndërkohë më parë ata luteshin (të vinte i Dërguari) që të fitonin kundër jobesimtarëve[11], – ata e mohuan atë, edhe pse u erdhi ajo që e njihnin. Prandaj, mallkimi i Allahut qoftë mbi jobesimtarët!","[11] Hebrenjtë u thoshin idhujtarëve se kur të vijë i Dërguari i fundit – për të cilin mendonin se do të jetë nga mesi i tyre – ata do të fitojnë kundër tyre dhe do t’i mposhtin."
97,2,90,"Sa e keqe është ajo për të cilën ata shitën vetveten, kur mohuan atë që shpalli Allahu, nga zilia që Allahu zbret mirësinë (shpalljen) e Tij mbi këdo që dëshiron nga robërit e Vet. Kështu, ata tërhoqën mbi vete zemërim pas zemërimi. Për jobesimtarët do të ketë dënim poshtërues.",""
98,2,91,"Kur u thuhet atyre (hebrenjve): ""Besoni në atë që ka shpallur Allahu"", ata thonë: ""Ne besojmë në atë që na është shpallur neve"", ndërkohë që mohojnë atë që erdhi më pas (Kuranin), ndonëse ajo është e vërteta që pohon atë që gjendet tek ata. Thuaju atyre (o Muhamed): ""Atëherë, përse i vrisnit më parë të dërguarit e Allahut, nëse njëmend jeni besimtarë?!""",""
99,2,92,"Juve ju erdhi Musai me prova të qarta, por pastaj ju adhuruat viçin në mungesë të tij, duke qenë zullumqarë.",""
100,2,93,"Kujtoni kur e morëm besën tuaj dhe e ngritëm mbi ju malin Tur, duke thënë: ""Mbajeni fort atë që jua dhamë (Teuratin) dhe dëgjoni."" Ata thanë: ""Ne dëgjuam, por kundërshtojmë"", ndërkohë që në zemrat e tyre ishte rrënjosur përnderimi e adhurimi i viçit, për shkak të mosbesimit. Thuaju: ""Sa keq që ju urdhëruaka besimi juaj, nëse jeni besimtarë!""",""
101,2,94,"Thuaju (hebrenjve): ""Nëse vendbanimi i botës tjetër (Xheneti) tek Allahu është vetëm për ju e jo për njerëzit e tjerë, atëherë dëshirojeni vdekjen, nëse po e thoni të vërtetën!""",""
102,2,95,"Por, ata kurrë nuk do ta dëshirojnë vdekjen, për shkak të të këqijave që i kanë bërë me duart e veta. Allahu i njeh mirë zullumqarët.",""
103,2,96,"Sigurisht që do t'i gjesh ata (hebrenjtë) njerëzit më lakmitarë për të jetuar, madje edhe më shumë se idhujtarët. Secili prej tyre dëshiron të jetojë një mijë vjet, por, edhe po të jetonte aq, kjo nuk do t'ia shmangte atij dënimin. Allahu sheh mirë gjithçka që bëjnë ata.",""
104,2,97,"Thuaj: ""Kushdo që e armiqëson Xhibrilin, le ta dijë se ai e ka zbritur atë (Kuranin) në zemrën tënde me lejen e Allahut, si vërtetues të shpalljeve të mëhershme dhe si udhërrëfyes e përgëzues për besimtarët.""",""
105,2,98,"Kushdo që armiqëson Allahun, melekët e Tij, të dërguarit e Tij, Xhibrilin dhe Mikailin, le ta dijë se Allahu është armik i jobesimtarëve.",""
106,2,99,"Sigurisht që Ne të zbritëm ty ajete të qarta, të cilat i mohojnë vetëm të pabindurit.",""
107,2,100,"Sa herë që ata jepnin ndonjë premtim, një pjesë e tyre e shkelnin atë. Në të vërtetë, shumica e tyre nuk besojnë.",""
108,2,101,"Mirëpo, kur u erdhi një i Dërguar nga Allahu (Muhamedi), i cili vërtetonte atë që kishin ata (Teuratin), një grup prej atyre që u ishte dhënë Libri e hodhën pas shpine Librin e Allahut, sikur nuk dinin asgjë.",""
109,2,102,"Ata ndoqën shpifjet e shejtanëve lidhur me mbretërinë e Sulejmanit. Në të vërtetë, Sulejmani nuk kishte rënë në mosbesim, por shejtanët kishin rënë në mosbesim, duke ua mësuar njerëzve magjinë dhe atë që u zbriti dy melekëve në Babiloni – Harutit dhe Marutit. Ata nuk ia mësonin atë (magjinë) askujt pa i thënë: ""Në të vërtetë, ne jemi sprovë, kështu që mos u bëj jobesimtar (duke mësuar magjinë)!"" Ata mësonin nga ata të dy si të ndajnë burrin nga gruaja, por ata nuk mund t'i bëjnë dëm përmes saj askujt pa lejen e Allahut. Kështu, ata mësuan atë që u sjell vetëm dëm dhe nuk u bën dobi, ndonëse e dinin mirë se, kushdo që e zgjedh atë (magjinë), nuk do të ketë kurrfarë hiseje në botën tjetër. Ah, sa e shëmtuar që është ajo për të cilën shitën veten e tyre! Veç sikur ta dinin!",""
110,2,103,"Në qoftë se ata do të besonin e do të frikësoheshin (nga Allahu), do të kishin shpërblim më të mirë tek Allahu, sikur ta dinin.",""
111,2,104,"O besimtarë! Mos thoni: ""Raina""[12], por thoni: ""Undhurna"" - ""Na shiko!"" dhe dëgjoni! E jobesimtarët i pret një dënim i dhembshëm.","[12] Fjala ""raina"" ka kuptim të ngjashëm me fjalën ""undhurna"", mirëpo, meqë kjo fjalë ka disa kuptime, hebrenjtë e përdornin atë duke pasur për qëllim një kuptim përbuzës, kur i drejtoheshin pejgamberit Muhamed, paqja dhe bekimi i Allahut qofshin mbi të!"
112,2,105,"As jobesimtarët nga ithtarët e Librit e as idhujtarët, kurrsesi nuk dëshirojnë që juve t'ju zbresë ndonjë e mirë nga Zoti juaj. Mirëpo, Allahu ia dhuron mëshirën e Vet kujt të dojë. Allahu është Zotëruesi i mirësisë së madhe.",""
113,2,106,"Sa herë që shfuqizojmë ndonjë ajet ose bëjmë që të harrohet, sjellim ndonjë tjetër më të mirë ose të ngjashëm me të. A nuk e di ti se Allahu është i Plotfuqishëm për çdo gjë?!",""
114,2,107,"A nuk e di se Allahut i takon sundimi i qiejve e i Tokës dhe se përveç Allahut ju nuk keni as mbrojtës e as ndihmës?!",""
115,2,108,"A mos doni ta pyesni të Dërguarin tuaj (Muhamedin) ashtu siç u pyet Musai më parë?! Kushdo që këmben besimin me mosbesim, ai me të vërtetë ka humbur rrugën e drejtë.",""
116,2,109,"Shumë ithtarë të Librit, nga zilia që kanë në vete, dëshirojnë t'ju kthejnë në jobesimtarë pasi të keni besuar, edhe pasi e vërteta t'u bëhet e qartë, por ju falni dhe lërini ata, derisa Allahu të sjellë vendimin e Tij. S'ka dyshim se Allahu është i Plotfuqishëm për çdo gjë.",""
117,2,110,"Faleni namazin dhe jepeni zekatin, sepse çfarëdo të mire që të bëni për shpirtin tuaj, do ta gjeni tek Allahu. Pa dyshim, Allahu sheh mirë gjithçka që bëni.",""
118,2,111,"Ata thonë: ""Askush nuk do të hyjë në Xhenet përveç hebrenjve ose të krishterëve."" Këto janë vetëm dëshirat e tyre boshe. Thuaju: ""Atëherë sillni provat tuaja, nëse është e vërtetë ajo që thoni!""",""
119,2,112,"Përkundrazi! Ai që i dorëzohet plotësisht Allahut, duke qenë vepërmirë, e ka shpërblimin te Zoti i vet. Për ta nuk do të ketë frikë e as që do të pikëllohen.",""
120,2,113,"Hebrenjtë thonë: ""Të krishterët nuk kanë asgjë ku mund të mbështeten"", kurse të krishterët thonë: ""Hebrenjtë nuk kanë asgjë ku mund të mbështeten"", ndonëse (të dyja palët) e lexojnë Librin. Po ashtu, të njëjtat fjalë i thonë edhe të paditurit (idhujtarët). Allahu do të gjykojë ndërmjet tyre në Ditën e Kiametit për gjërat që nuk pajtoheshin.",""
