"Translation Info:
#---------------------------
66,2,59,"Maar degenen die gezondigd hadden veranderden de woorden die ze tegen elkaar spraken, zodat Wij een bestraffing op de zondaren van de hemel toezonden, want zij rebelleerden tegen Allah Zijn gehoorzaamheid.",""
67,2,60,"En (herinner je) toen Moesa water voor zijn mensen vroeg, zeiden Wij: “Sla met je staf tegen de steen.” Toen stroomde het uit twaalf bronnen. Iedere (groep) mensen kende zijn plaats bij het water. Eet en drink van wat Allah jullie heeft voorzien en handel niet verdorven door ellende op de aarde te veroorzaken.",""
68,2,61,"En (herinner je) toen jullie zeiden: “O Moesa! Wij verdragen het niet om maar één soort voedsel te eten. Vraag je Heer daarom om voor ons voort te brengen wat op de aarde groeit: haar kruiden, komkommers, graan, knoflook, linzen en uien.” Hij zei: “Willen jullie dat wat beter voor jullie is, inruilen voor wat minder is? Ga naar wat voor stad dan ook en jullie zullen vinden wat jullie willen!” En zij waren met vernedering en ellende bedekt en zij riepen de toorn van Allah over zich af omdat zij niet in de tekenen geloofden, de profeten valselijk omgebracht hadden, omdat zij ongehoorzaam waren en de grenzen overschreden hadden.",""
69,2,62,"Waarlijk! Degenen die geloven en die van de joden en christenen en Sabijnen zijn (zij geloven allen in slechts één God, namelijk Allah, en geen deelgenoten naast hem), die in Allah en de laatste dag geloven en goede daden verrichten, zullen hun beloning bij hun Heer hebben, bij hen zal geen angst zijn, noch zullen zij bedroefd zijn.",""
70,2,63,"En (herinner je o kinderen van Israël) toen Wij het verbond aangingen en Wij boven jullie de berg Thoer lieten oprijzen (zeggende): “Houd jullie vast aan wat Wij jullie gegeven hebben en gedenk de inhoud op zo’n manier dat jullie godvrezend worden.",""
71,2,64,"Hierna keerden jullie je ervan af. Als Allah jullie geen gunst en genade verleend had, dan zouden jullie zeker onder de verliezers zijn.",""
72,2,65,"En waarlijk jullie kenden degenen onder jullie die de regels van de Sabbath (de zaterdag) overtraden. Wij zeiden tegen hen: “Wees apen, veracht en verworpen.”",""
73,2,66,"Dus hebben we deze bestraffing als een voorbeeld voor henzelf gemaakt en voor de latere generatie een les voor degenen die godvrezend zijn.",""
74,2,67,"En (herinner je) dat Moesa tegen zijn mensen zei: “Waarlijk Allah heeft jullie bevolen dat jullie een koe moeten slachten. ”Zij zeiden: “Steek je de draak met ons?” Hij zei: “Ik neem mijn toevlucht tot Allah om niet tot de onwetenden te behoren.”",""
75,2,68,"Zij zeiden: “Roep je Heer voor ons aan, zodat Hij voor ons duidelijk maakt hoe het is!” Hij zei: “Hij zegt: “Waarlijk het is een koe die niet te oud of te jong moet zijn, maar zij moet hiertussen in zijn, doe dus wat jullie bevolen is.”",""
76,2,69,"Zij zeiden: “Roep je Heer voor ons aan om duidelijkheid te krijgen over haar kleur.” Hij zei: “Hij zegt, het is een gele koe, helder van kleur, een plezier voor de degene die naar haar kijkt.”",""
77,2,70,"Zij zeiden: “Roep je Heer voor ons aan om duidelijk te maken hoe ze (de koe) er uit ziet. Waarlijk voor ons zijn alle koeien gelijk. En zeker, als Allah het wil, worden wij geleid.”",""
78,2,71,"Hij (Moesa) zei: “Waarlijk, Hij zegt: “Het moet een koe zijn die niet getraind is om het land te ploegen noch om de velden te irrigeren, gezond, en geen andere kleur hebbend dan het heldere geel. ”Zij zeiden: “Nu heb je de waarheid gesproken.” Dus slachtten zij het hoewel zij het bijna niet hadden gedaan.",""
79,2,72,"En (herinner je) toen jullie een man hadden gedood en je een ander daarvoor beschuldigden. Maar Allah liet alles zien wat jullie verborgen.",""
80,2,73,"Dus zeiden Wij: “Raak hem aan met een stuk daarvan (van de geslachte koe). Dus Allah brengt de doden tot leven en laat jullie Zijn tekenen zien (zowel de tekenen van zijn grootheid in de schepping als zijn tekenen in de openbaring), zodat jullie zullen begrijpen.",""
81,2,74,"Daarna verhardden jullie harten zich en werden als steen of nog harder. En waarlijk er zijn stenen waaruit rivieren ontspringen en voorwaar er zijn (stenen) die splijten zodat het water er uitstroomt en waarlijk er zijn (stenen) die neervallen uit vrees voor Allah. En Allah is niet onachtzaam van jullie daden.",""
82,2,75,"Smachten jullie ernaar dat zij in jullie godsdienst zullen geloven, ondanks het feit dat een deel van hen naar het woord van Allah luisterde en het dan veranderde, nadat zij het hadden begrepen terwijl zij het weten?",""
83,2,76,"En als zij degenen die geloven ontmoeten, zeggen zij: “Wij geloven,” maar als zij elkaar privé ontmoeten zeggen zij: “Zullen jullie hun vertellen wat Allah aan jullie geopenbaard heeft zodat zij met jullie zullen discussiëren voor jullie Heer?” Hebben jullie dan geen verstand?”",""
84,2,77,"Weten zij dan niet dat Allah weet, wat zij verbergen en in de openbaarheid brengen?",""
85,2,78,"En onder hen zijn ongeletterde mensen, die het boek niet kennen, maar zij leggen hun hoop in valse verlangens en zij doen niet anders dan gissen.",""
86,2,79,"Wee voor hen dan die het Boek met hun eigen handen schrijven en zeggen: “Dit is van Allah,” om het voor een kleine prijs te verhandelen! Wee voor hen voor wat hun handen geschreven hebben en wee voor hen die daaraan verdienen.",""
87,2,80,"En zij zeggen: “Het vuur zal ons niet anders raken dan voor een paar vastgestelde dagen. ""Zeg: “Heb je een verbond met Allah gesloten, zodat Allah Zijn verbond niet zal verbreken? Of zeggen jullie iets over Allah waar je niets van af weet?",""
88,2,81,"Welzeker! Iedereen die het kwaad verdient en waarvan de zonden hem omringt, zullen de bewoners van het vuur zijn; zij zullen daarin voor altijd verblijven.",""
89,2,82,"En degenen die geloven en goede daden verrichten, zij zullen de bewoners van het paradijs zijn, zij zullen daarin voor altijd verblijven.",""
90,2,83,"En (herinner je) wanneer Wij een verbond met de kinderen van Israël sloten, zeggende: “Aanbid niemand behalve Allah en wees plichtsgetrouw en goed voor de ouders en verwanten en de wezen en de armen, en spreek goed tegen de mensen en verricht de gebeden en geef zakaat. Vervolgens onttrokken jullie je er aan, behalve slechts een paar van jullie, Terwijl jullie je afwendden.",""
91,2,84,"En (herinner je) dat Wij het verbond met jullie afsloten (zeggende): “Vergiet geen bloed van jullie mensen, noch ban jullie mensen uit hun huizen. Bekrachtig dit dan en wees (hier) getuige van.",""
92,2,85,"Hierna zijn jullie het die elkaar vermoorden en een gedeelte van jullie uit hun huizen verjagen, hen in zonde en overtreding helpen. En als zij als gevangenen tot jullie komen, leggen jullie ze een losprijs op, hoewel hun uitbanning voor jullie verboden was. Geloven jullie dan in een deel van de geschriften en verwerpen de rest? Wat is dan de prijs van degenen die dit onder jullie doen. Behalve schande in het leven van deze wereld en op de dag van de opstanding zullen zij de zwaarste bestraffing toegewezen krijgen. En Allah is niet onachtzaam over wat jullie doen.",""
93,2,86,"Zij zijn degenen die het hiernamaals voor het aardse leven hebben verkocht. Hun bestraffing zal niet verlicht worden, noch zullen zij geholpen worden.",""
94,2,87,"En zeker, Wij gaven Moesa het boek en lieten na hem een aantal boodschappers komen. En Wij gaven Isa, de zoon van Maryam duidelijke tekenen en ondersteunde hem met de heilige geest (Djibril). Is het zo dat elke keer als er een boodschapper kwam met iets wat jullie niet wensten, jullie arrogant werden? Sommige geloofden jullie niet, anderen vermoordden jullie.",""
95,2,88,"En zij zeggen: “Onze harten zijn ingepakt.“ Nee, Allah heeft jullie voor jullie ongeloof vervloekt, zo weinig is het dat zij geloven.",""
96,2,89,"En toen er tot hen een boek kwam van Allah dat bevestigde wat al bij hen is, daarvoor hebben zij Allah aangeroepen om zo de overwinning over degenen die niet geloven te krijgen, maar toen tot hen datgene kwam wat zij herkenden, geloofden zij het niet. Laat dus de vloek van Allah over de ongelovigen zijn.",""
97,2,90,"Slecht is het dat zij zichzelf hebben verkocht, dat zij ongelovig zijn in wat Allah geopenbaard heeft, Zij vinden het onterecht dat Allah hun Zijn gunsten moet openbaren aan wie Hij wil van Zijn slaven. Zij hebben zo dus de toorn over zichzelf afgeroepen. En voor de ongelovigen is er een vernederende bestraffing.",""
98,2,91,"En als er tegen hen gezegd wordt: “Geloof in wat Allah aan jullie neer heeft gezonden”, zeggen zij: “Wij geloven in wat aan ons is neergezonden.” En zij zijn ongelovig aan wat daarna is gekomen terwijl dat de Waarheid is, wat bevestigt wat reeds bij hen is. Zeg: “Waarom hebben jullie al eerder de profeten van Allah gedood, als jullie echt gelovigen waren?”",""
99,2,92,"En waarlijk Moesa kwam tot jullie met duidelijke bewijzen, maar jullie aanbaden het kalf nadat hij vertrokken was, en jullie werden de onrechtvaardigen.",""
100,2,93,"En (herinner je) toen Wij het verbond met jullie afsloten en Wij de berg Thoer boven jullie verhieven (zeggende): “Houd je stevig vast aan wat Wij jullie gegeven hebben en luister (naar Ons woord). Zij zeiden: “Wij hebben gehoord en waren ongehoorzaam.” En hun harten (namen) de aanbidding van het kalf (op) vanwege hun ongeloof. Zeg: “Het slechtste is waarlijk dat wat jullie geloof doet loochenen, als jullie echt gelovigen zijn.”",""
101,2,94,"Zeg tegen (hen): “Als de laatste verblijfplaats in het hiernamaals met Allah echt voor jullie is en niet voor anderen van de mensheid, verlang dan naar de dood als jullie waarachtig zijn.”",""
102,2,95,"Maar zij zullen er nooit naar verlangen vanwege wat hun handen vooruit hebben gestuurd. En Allah is alwetend over de onrechtvaardigen.",""
103,2,96,"En waarlijk, jullie zullen ontdekken dat zij het hebzuchtigst voor het leven zijn van de hele mensheid. Ieder van hen wenste dat hem een leven van duizend jaar gegeven zou worden. Maar de gave van zo’n leven redt hen niet het minste van de bestraffing. En Allah ziet alles wat zij doen.",""
104,2,97,"Zeg: “Iedereen die een vijand van Jibriël is, waarlijk hij heeft het (de Koran) gebracht, door Allah Zijn toestemming, recht naar je hart, bevestigend wat vóór was en als Leiding en goed nieuws voor de gelovigen.",""
105,2,98,"Iedereen die een vijand van Allah, Zijn Engelen, Zijn Boodschappers, Jibriël en Mikaa'il is, waarlijk Allah is een vijand voor de ongelovigen.",""
106,2,99,"En waarlijk Wij hebben aan jullie duidelijke tekenen gezonden en niemand is daar ongelovig aan behalve de verdorvenen.",""
107,2,100,"Is het niet het geval dat elke keer wanneer Wij een verbond afsluiten een deel van hen het terzijde gooit? Nee! De waarheid geloven de meesten van hen niet.",""
108,2,101,"En toen er een boodschapper van Allah (nl. Mohammed) tot hen kwam, bevestigend van wat zij (reeds) bezaten (aan kennis). (Maar toch) keerde een groep van hen – die de geschriften waren gegeven – het boek van Allah (nl. de Thaura) de rug toe. Alsof zij (de waarheid) niet kenden!",""
109,2,102,"Zij volgden (en sympathiseerden met) wat de duivels (valselijk) hadden uitgegeven (aan toverkunst en zwarte magie) in de regeringstijd van Soelaymaan. Soelaymaan was niet ongelovig (en kon dus onmogelijk ‘sihr’ hebben bedreven), maar het waren de duivels die ongeloof pleegden door de mens ‘sihr’ te onderwijzen. Alsook de zaken die te Baabil (nl. Sawaad of het platteland van Irak) aan de twee engelen Haaroot en Maaroot werden bekendgemaakt (door een andere engel). Geen van beiden (engelen) onderwees iemand (zulke zaken) totdat zij hen van advies hadden gediend: “Wij zijn slechts een beproeving (van Allah voor de mens), dus wees niet ongelovig (en laat jullie niet beetnemen)!” En van deze engelen leerden de mensen hoe een man van zijn vrouw te scheiden (m.b.v. onderlinge haatgevoelens). Maar hiermee (nl. ‘sihr’) konden (de tovenaars) niemand schade berokkenen, tenzij met Allah Zijn toestemming. (In feite) leerden zij slechts datgene wat hun schade zal toebrengen (in het hiernamaals) en dat (zwarte magie) hen van generlei voordeel kon zijn. En waarlijk, (de joden) wisten dat de bedrijvers (van ‘sihr’) geen aandeel zouden hebben aan (de tuinen van het paradijs in) het hiernamaals (doordat ze ‘sihr’ verkozen boven het Boek van Allah). En hoe slecht was het, dat zij hun zielen (aan de duivel) verkochten? Hadden zij het maar geweten.",""
110,2,103,"En als zij geloofd zouden hebben en zichzelf behoed tegen het kwaad en hun plicht ten opzichte van Allah zouden hebben vervuld, zou de beloning van hun Heer veel beter zijn, als zij dat maar wisten!",""
111,2,104,"O jullie die geloven! Zeg niet, luister naar ons, dan luisteren wij naar jou maar zeg: “Laat ons begrijpen en hoor.” En voor de ongelovigen is er een pijnlijke bestraffing.",""
112,2,105,"De ongelovigen onder de mensen van het Boek en de afgodenaanbidders hebben er afkeer van dat jullie iets goeds van jullie Heer neergezonden krijgen. En Allah begunstigt met Zijn Genade wie Hij wil. En Allah is de Eigenaar van de geweldige gunst.",""
113,2,106,"Van elk vers dat Wij teniet doen of laten vergeten [1] brengen Wij een betere of een gelijkwaardige vers. Weten jullie dan niet dat Allah in staat is om alles te doen?","[1]Allah vergeet natuurlijk niet want hij is de Alwetende, maar hier worden de nieuwe wetten van Allah bedoeld."
114,2,107,"Weten jullie niet dat het Allah is, Die het domein van de hemelen en de aarde bezit? En naast Allah hebben jullie noch een voogd, noch een helper.",""
115,2,108,"Of willen jullie je boodschapper vragen zoals Moesa hiervoor gevraagd is. En degene die het geloof in ongeloof veranderd, is waarlijk van het Rechte Pad afgedwaald.",""
116,2,109,"Veel mensen van het boek wensen uit jaloersheid dat zij jullie tot het ongeloof kunnen brengen nadat jullie geloofd hebben, zelfs nadat de waarheid hen duidelijk geworden is. Maar vergeef en let er niet op tot Allah Zijn bevelen geeft. Waarlijk Allah is tot alles in staat.",""
117,2,110,"En verricht je gebeden correct en geef zakaat en wat dan ook van het goede jullie naar voren sturen is voor jullie zelf, en dat zullen jullie bij Allah vinden. Voorwaar Allah is de Alziende over wat jullie doen.",""
118,2,111,"En zij zeggen: “Niemand zal het paradijs binnentreden tenzij hij een jood of christen is.” Dat zijn hun eigen wensen. Zeg: “Geef bewijs als jullie waarachtig zijn.”",""
119,2,112,"Inderdaad! Eénieder die (zichzelf) in volle overgave aan Allah onderwerpt en een moehsin is, zal zijn beloning bij zijn Heer aantreffen. Zij zullen niet vrezen noch zullen zij bedroefd zijn.",""
120,2,113,"De joden zeggen dat de christenen niets volgen en de christenen zeggen dat de joden niets volgen hoewel zij de geschriften reciteren. Hetzelfde zeggen (de heidenen), die het niet weten. Allah zal op de dag der opstanding onder hen oordelen over datgene waarin zij van mening verschilden.",""
121,2,114,"En wie is er onrechtvaardiger dan degenen die verbieden dat Allah Zijn Naam verheerlijkt wordt en veel wordt genoemd in Allah Zijn moskeeën en naar hun eigen ondergang streven? Het was niet passend dat zij hen zouden betreden anders dan in vrees. Voor hen is de schande in deze wereld en zij zullen een grote bestraffing in het hiernamaals hebben.",""
122,2,115,"En aan Allah behoort het oosten en het westen, dus waar jullie jezelf ook naar wenden, daar is het aangezicht van Allah. Allah is voldoende voor de behoefte van Zijn schepselen. Alwetend.",""
123,2,116,"En zij zeggen: “Allah heeft een zoon gekregen."" Verheerlijkt is Hij. Nee, aan Hem behoort alles wat in de hemelen is en wat op aarde is en allen onderwerpen zich in gehoorzaamheid aan Hem.",""
